Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -0.4℃
pixel(2026/03/27 10:25:42)	wavelength(2026/03/27 10:25:42)	wavenumber(2026/03/27 10:25:42)	ramanshift(2026/03/27 10:25:42)	intensity(2026/03/27 10:25:42)
273	557.585	17934.49	859.68	297.000
274	557.665	17931.93	862.24	311.000
275	557.744	17929.36	864.81	324.000
276	557.824	17926.80	867.37	325.000
277	557.904	17924.23	869.93	332.000
278	557.984	17921.67	872.50	307.000
279	558.064	17919.11	875.06	305.000
280	558.143	17916.55	877.62	295.000
281	558.223	17913.99	880.18	303.000
282	558.303	17911.43	882.74	329.000
283	558.383	17908.87	885.30	335.000
284	558.462	17906.31	887.86	320.000
285	558.542	17903.75	890.42	299.000
286	558.622	17901.19	892.97	328.000
287	558.702	17898.64	895.53	337.000
288	558.782	17896.08	898.08	322.000
289	558.861	17893.53	900.64	311.000
290	558.941	17890.97	903.19	308.000
291	559.021	17888.42	905.75	325.000
292	559.101	17885.87	908.30	328.000
293	559.180	17883.31	910.85	341.000
294	559.260	17880.76	913.40	336.000
295	559.340	17878.21	915.95	324.000
296	559.420	17875.66	918.50	329.000
297	559.500	17873.11	921.05	314.000
298	559.579	17870.56	923.60	324.000
299	559.659	17868.02	926.15	344.000
300	559.739	17865.47	928.70	348.000
301	559.819	17862.92	931.24	359.000
302	559.899	17860.38	933.79	332.000
303	559.978	17857.83	936.33	325.000
304	560.058	17855.29	938.88	337.000
305	560.138	17852.74	941.42	360.000
306	560.218	17850.20	943.96	360.000
307	560.298	17847.66	946.51	353.000
308	560.377	17845.12	949.05	336.000
309	560.457	17842.58	951.59	362.000
310	560.537	17840.04	954.13	365.000
311	560.617	17837.50	956.67	364.000
312	560.697	17834.96	959.21	345.000
313	560.776	17832.42	961.74	350.000
314	560.856	17829.88	964.28	345.000
315	560.936	17827.35	966.82	341.000
316	561.016	17824.81	969.35	372.000
317	561.096	17822.28	971.89	362.000
318	561.175	17819.74	974.42	368.000
319	561.255	17817.21	976.96	357.000
320	561.335	17814.68	979.49	355.000
321	561.415	17812.14	982.02	347.000
322	561.495	17809.61	984.55	351.000
323	561.574	17807.08	987.08	380.000
324	561.654	17804.55	989.61	378.000
325	561.734	17802.02	992.14	393.000
326	561.814	17799.49	994.67	376.000
327	561.894	17796.97	997.20	379.000
328	561.973	17794.44	999.73	360.000
329	562.053	17791.91	1002.25	362.000
330	562.133	17789.39	1004.78	397.000
331	562.213	17786.86	1007.30	393.000
332	562.293	17784.34	1009.83	378.000
333	562.372	17781.81	1012.35	384.000
334	562.452	17779.29	1014.88	396.000
335	562.532	17776.77	1017.40	402.000
336	562.612	17774.25	1019.92	396.000
337	562.692	17771.73	1022.44	382.000
338	562.771	17769.21	1024.96	377.000
339	562.851	17766.69	1027.48	414.000
340	562.931	17764.17	1030.00	416.000
341	563.011	17761.65	1032.52	419.000
342	563.091	17759.13	1035.03	409.000
343	563.170	17756.61	1037.55	421.000
344	563.250	17754.10	1040.07	418.000
345	563.330	17751.58	1042.58	414.000
346	563.410	17749.07	1045.10	447.000
347	563.490	17746.56	1047.61	461.000
348	563.569	17744.04	1050.12	444.000
349	563.649	17741.53	1052.64	431.000
350	563.729	17739.02	1055.15	463.000
351	563.809	17736.51	1057.66	478.000
352	563.889	17734.00	1060.17	485.000
353	563.969	17731.49	1062.68	474.000
354	564.048	17728.98	1065.19	469.000
355	564.128	17726.47	1067.70	458.000
356	564.208	17723.96	1070.20	483.000
357	564.288	17721.45	1072.71	490.000
358	564.368	17718.95	1075.22	484.000
359	564.447	17716.44	1077.72	488.000
360	564.527	17713.94	1080.23	479.000
361	564.607	17711.43	1082.73	508.000
362	564.687	17708.93	1085.24	507.000
363	564.767	17706.43	1087.74	494.000
364	564.846	17703.93	1090.24	489.000
365	564.926	17701.42	1092.74	489.000
366	565.006	17698.92	1095.24	499.000
367	565.086	17696.42	1097.74	504.000
368	565.166	17693.92	1100.24	510.000
369	565.246	17691.43	1102.74	477.000
370	565.325	17688.93	1105.24	460.000
371	565.405	17686.43	1107.73	455.000
372	565.485	17683.93	1110.23	477.000
373	565.565	17681.44	1112.73	471.000
374	565.645	17678.94	1115.22	482.000
375	565.724	17676.45	1117.72	475.000
376	565.804	17673.96	1120.21	435.000
377	565.884	17671.46	1122.70	433.000
378	565.964	17668.97	1125.20	416.000
379	566.044	17666.48	1127.69	442.000
380	566.124	17663.99	1130.18	436.000
381	566.203	17661.50	1132.67	410.000
382	566.283	17659.01	1135.16	401.000
383	566.363	17656.52	1137.65	398.000
384	566.443	17654.03	1140.13	406.000
385	566.523	17651.54	1142.62	400.000
386	566.602	17649.06	1145.11	391.000
387	566.682	17646.57	1147.59	383.000
388	566.762	17644.09	1150.08	363.000
389	566.842	17641.60	1152.56	384.000
390	566.922	17639.12	1155.05	376.000
391	567.002	17636.63	1157.53	383.000
392	567.081	17634.15	1160.01	360.000
393	567.161	17631.67	1162.50	356.000
394	567.241	17629.19	1164.98	344.000
395	567.321	17626.71	1167.46	360.000
396	567.401	17624.23	1169.94	361.000
397	567.481	17621.75	1172.42	367.000
398	567.560	17619.27	1174.90	333.000
399	567.640	17616.79	1177.37	333.000
400	567.720	17614.32	1179.85	315.000
401	567.800	17611.84	1182.33	338.000
402	567.880	17609.36	1184.80	347.000
403	567.960	17606.89	1187.28	339.000
404	568.039	17604.41	1189.75	314.000
405	568.119	17601.94	1192.23	305.000
406	568.199	17599.47	1194.70	303.000
407	568.279	17597.00	1197.17	321.000
408	568.359	17594.52	1199.64	322.000
409	568.438	17592.05	1202.11	321.000
410	568.518	17589.58	1204.58	297.000
411	568.598	17587.11	1207.05	298.000
412	568.678	17584.64	1209.52	311.000
413	568.758	17582.18	1211.99	322.000
414	568.838	17579.71	1214.46	306.000
415	568.917	17577.24	1216.92	296.000
416	568.997	17574.78	1219.39	287.000
417	569.077	17572.31	1221.86	280.000
418	569.157	17569.85	1224.32	325.000
419	569.237	17567.38	1226.78	315.000
420	569.317	17564.92	1229.25	310.000
421	569.396	17562.46	1231.71	292.000
422	569.476	17559.99	1234.17	276.000
423	569.556	17557.53	1236.63	304.000
424	569.636	17555.07	1239.09	287.000
425	569.716	17552.61	1241.55	308.000
426	569.796	17550.15	1244.01	296.000
427	569.875	17547.69	1246.47	309.000
428	569.955	17545.24	1248.93	284.000
429	570.035	17542.78	1251.39	291.000
430	570.115	17540.32	1253.84	287.000
431	570.195	17537.87	1256.30	296.000
432	570.275	17535.41	1258.75	306.000
433	570.354	17532.96	1261.21	295.000
434	570.434	17530.50	1263.66	286.000
435	570.514	17528.05	1266.12	285.000
436	570.594	17525.60	1268.57	304.000
437	570.674	17523.15	1271.02	307.000
438	570.754	17520.70	1273.47	300.000
439	570.833	17518.25	1275.92	278.000
440	570.913	17515.80	1278.37	280.000
441	570.993	17513.35	1280.82	292.000
442	571.073	17510.90	1283.27	313.000
443	571.153	17508.45	1285.72	302.000
444	571.233	17506.00	1288.16	293.000
445	571.312	17503.56	1290.61	278.000
446	571.392	17501.11	1293.05	299.000
447	571.472	17498.67	1295.50	290.000
448	571.552	17496.22	1297.94	315.000
449	571.632	17493.78	1300.39	284.000
450	571.712	17491.34	1302.83	293.000
451	571.791	17488.89	1305.27	274.000
452	571.871	17486.45	1307.71	278.000
453	571.951	17484.01	1310.16	295.000
454	572.031	17481.57	1312.60	296.000
455	572.111	17479.13	1315.03	303.000
456	572.191	17476.69	1317.47	280.000
457	572.270	17474.25	1319.91	278.000
458	572.350	17471.82	1322.35	278.000
459	572.430	17469.38	1324.79	297.000
460	572.510	17466.94	1327.22	297.000
461	572.590	17464.51	1329.66	306.000
462	572.670	17462.07	1332.09	274.000
463	572.750	17459.64	1334.53	276.000
464	572.829	17457.21	1336.96	292.000
465	572.909	17454.77	1339.39	276.000
466	572.989	17452.34	1341.82	307.000
467	573.069	17449.91	1344.26	323.000
468	573.149	17447.48	1346.69	297.000
469	573.229	17445.05	1349.12	283.000
470	573.308	17442.62	1351.55	283.000
471	573.388	17440.19	1353.98	281.000
472	573.468	17437.76	1356.40	300.000
473	573.548	17435.34	1358.83	313.000
474	573.628	17432.91	1361.26	282.000
475	573.708	17430.48	1363.68	281.000
476	573.787	17428.06	1366.11	280.000
477	573.867	17425.63	1368.53	307.000
478	573.947	17423.21	1370.96	300.000
479	574.027	17420.79	1373.38	304.000
480	574.107	17418.36	1375.80	298.000
481	574.187	17415.94	1378.23	282.000
482	574.266	17413.52	1380.65	274.000
483	574.346	17411.10	1383.07	276.000
484	574.426	17408.68	1385.49	296.000
485	574.506	17406.26	1387.91	306.000
486	574.586	17403.84	1390.32	295.000
487	574.666	17401.42	1392.74	294.000
488	574.745	17399.01	1395.16	274.000
489	574.825	17396.59	1397.58	276.000
490	574.905	17394.17	1399.99	285.000
491	574.985	17391.76	1402.41	296.000
492	575.065	17389.34	1404.82	301.000
493	575.145	17386.93	1407.24	302.000
494	575.225	17384.52	1409.65	288.000
495	575.304	17382.10	1412.06	273.000
496	575.384	17379.69	1414.47	279.000
497	575.464	17377.28	1416.89	283.000
498	575.544	17374.87	1419.30	301.000
499	575.624	17372.46	1421.71	290.000
500	575.704	17370.05	1424.12	290.000
501	575.783	17367.64	1426.52	279.000
502	575.863	17365.23	1428.93	289.000
503	575.943	17362.83	1431.34	294.000
504	576.023	17360.42	1433.75	307.000
505	576.103	17358.01	1436.15	285.000
506	576.183	17355.61	1438.56	275.000
507	576.262	17353.20	1440.96	272.000
508	576.342	17350.80	1443.37	299.000
509	576.422	17348.40	1445.77	302.000
510	576.502	17345.99	1448.17	308.000
511	576.582	17343.59	1450.57	308.000
512	576.662	17341.19	1452.97	279.000
513	576.741	17338.79	1455.38	269.000
514	576.821	17336.39	1457.78	277.000
515	576.901	17333.99	1460.17	288.000
516	576.981	17331.59	1462.57	302.000
517	577.061	17329.20	1464.97	281.000
518	577.141	17326.80	1467.37	273.000
519	577.221	17324.40	1469.76	285.000
520	577.300	17322.01	1472.16	310.000
521	577.380	17319.61	1474.56	309.000
522	577.460	17317.22	1476.95	279.000
523	577.540	17314.82	1479.34	288.000
524	577.620	17312.43	1481.74	296.000
525	577.700	17310.04	1484.13	309.000
526	577.779	17307.64	1486.52	296.000
527	577.859	17305.25	1488.91	277.000
528	577.939	17302.86	1491.30	282.000
529	578.019	17300.47	1493.69	291.000
530	578.099	17298.08	1496.08	295.000
531	578.179	17295.69	1498.47	299.000
532	578.258	17293.31	1500.86	308.000
533	578.338	17290.92	1503.25	303.000
534	578.418	17288.53	1505.63	277.000
535	578.498	17286.15	1508.02	281.000
536	578.578	17283.76	1510.41	310.000
537	578.658	17281.38	1512.79	314.000
538	578.737	17278.99	1515.17	279.000
539	578.817	17276.61	1517.56	294.000
540	578.897	17274.23	1519.94	285.000
541	578.977	17271.84	1522.32	306.000
542	579.057	17269.46	1524.70	309.000
543	579.137	17267.08	1527.09	290.000
544	579.217	17264.70	1529.47	279.000
545	579.296	17262.32	1531.84	293.000
546	579.376	17259.94	1534.22	311.000
547	579.456	17257.56	1536.60	309.000
548	579.536	17255.19	1538.98	310.000
549	579.616	17252.81	1541.36	288.000
550	579.696	17250.43	1543.73	277.000
551	579.775	17248.06	1546.11	312.000
552	579.855	17245.68	1548.48	295.000
553	579.935	17243.31	1550.86	284.000
554	580.015	17240.94	1553.23	287.000
555	580.095	17238.56	1555.60	280.000
556	580.175	17236.19	1557.98	303.000
557	580.254	17233.82	1560.35	304.000
558	580.334	17231.45	1562.72	274.000
559	580.414	17229.08	1565.09	281.000
560	580.494	17226.71	1567.46	282.000
561	580.574	17224.34	1569.83	295.000
562	580.654	17221.97	1572.19	303.000
563	580.733	17219.60	1574.56	299.000
564	580.813	17217.24	1576.93	270.000
565	580.893	17214.87	1579.30	275.000
566	580.973	17212.51	1581.66	288.000
567	581.053	17210.14	1584.03	302.000
568	581.133	17207.78	1586.39	306.000
569	581.212	17205.41	1588.75	275.000
570	581.292	17203.05	1591.12	283.000
571	581.372	17200.69	1593.48	281.000
572	581.452	17198.32	1595.84	308.000
573	581.532	17195.96	1598.20	309.000
574	581.612	17193.60	1600.56	300.000
575	581.691	17191.24	1602.92	293.000
576	581.771	17188.88	1605.28	290.000
577	581.851	17186.53	1607.64	287.000
578	581.931	17184.17	1610.00	282.000
579	582.011	17181.81	1612.36	282.000
580	582.091	17179.45	1614.71	287.000
581	582.170	17177.10	1617.07	315.000
582	582.250	17174.74	1619.42	283.000
583	582.330	17172.39	1621.78	284.000
584	582.410	17170.03	1624.13	283.000
585	582.490	17167.68	1626.48	300.000
586	582.570	17165.33	1628.84	302.000
587	582.650	17162.98	1631.19	296.000
588	582.729	17160.63	1633.54	283.000
589	582.809	17158.27	1635.89	288.000
590	582.889	17155.92	1638.24	282.000
591	582.969	17153.58	1640.59	299.000
592	583.049	17151.23	1642.94	300.000
593	583.129	17148.88	1645.29	299.000
594	583.208	17146.53	1647.64	276.000
595	583.288	17144.18	1649.98	281.000
596	583.368	17141.84	1652.33	280.000
597	583.448	17139.49	1654.67	304.000
598	583.528	17137.15	1657.02	309.000
599	583.608	17134.80	1659.36	311.000
600	583.687	17132.46	1661.71	296.000
601	583.767	17130.12	1664.05	269.000
602	583.847	17127.77	1666.39	288.000
603	583.927	17125.43	1668.73	298.000
604	584.007	17123.09	1671.07	304.000
605	584.086	17120.75	1673.41	299.000
606	584.166	17118.41	1675.75	279.000
607	584.246	17116.07	1678.09	289.000
608	584.326	17113.73	1680.43	280.000
609	584.406	17111.40	1682.77	303.000
610	584.486	17109.06	1685.11	287.000
611	584.565	17106.72	1687.44	278.000
612	584.645	17104.39	1689.78	293.000
613	584.725	17102.05	1692.11	307.000
614	584.805	17099.72	1694.45	310.000
615	584.885	17097.38	1696.78	293.000
616	584.965	17095.05	1699.12	275.000
617	585.044	17092.72	1701.45	289.000
618	585.124	17090.39	1703.78	291.000
619	585.204	17088.06	1706.11	296.000
620	585.284	17085.72	1708.44	295.000
621	585.364	17083.39	1710.77	290.000
622	585.444	17081.07	1713.10	284.000
623	585.523	17078.74	1715.43	289.000
624	585.603	17076.41	1717.76	311.000
625	585.683	17074.08	1720.09	300.000
626	585.763	17071.75	1722.41	286.000
627	585.843	17069.43	1724.74	288.000
628	585.923	17067.10	1727.06	274.000
629	586.002	17064.78	1729.39	297.000
630	586.082	17062.45	1731.71	306.000
631	586.162	17060.13	1734.04	282.000
632	586.242	17057.81	1736.36	273.000
633	586.322	17055.48	1738.68	278.000
634	586.401	17053.16	1741.00	292.000
635	586.481	17050.84	1743.32	303.000
636	586.561	17048.52	1745.65	308.000
637	586.641	17046.20	1747.97	293.000
638	586.721	17043.88	1750.28	285.000
639	586.801	17041.56	1752.60	273.000
640	586.880	17039.25	1754.92	272.000
641	586.960	17036.93	1757.24	309.000
642	587.040	17034.61	1759.55	310.000
643	587.120	17032.30	1761.87	279.000
644	587.200	17029.98	1764.19	278.000
645	587.280	17027.67	1766.50	265.000
646	587.359	17025.35	1768.81	295.000
647	587.439	17023.04	1771.13	303.000
648	587.519	17020.73	1773.44	298.000
649	587.599	17018.41	1775.75	288.000
650	587.679	17016.10	1778.06	280.000
651	587.758	17013.79	1780.37	271.000
652	587.838	17011.48	1782.68	276.000
653	587.918	17009.17	1784.99	293.000
654	587.998	17006.86	1787.30	293.000
655	588.078	17004.55	1789.61	314.000
656	588.158	17002.25	1791.92	290.000
657	588.237	16999.94	1794.23	275.000
658	588.317	16997.63	1796.53	282.000
659	588.397	16995.33	1798.84	287.000
660	588.477	16993.02	1801.14	304.000
661	588.557	16990.72	1803.45	299.000
662	588.636	16988.41	1805.75	281.000
663	588.716	16986.11	1808.06	277.000
664	588.796	16983.81	1810.36	273.000
665	588.876	16981.51	1812.66	300.000
666	588.956	16979.21	1814.96	305.000
667	589.036	16976.90	1817.26	290.000
668	589.115	16974.60	1819.56	283.000
669	589.195	16972.31	1821.86	288.000
670	589.275	16970.01	1824.16	273.000
671	589.355	16967.71	1826.46	287.000
672	589.435	16965.41	1828.76	300.000
673	589.514	16963.11	1831.05	301.000
674	589.594	16960.82	1833.35	282.000
675	589.674	16958.52	1835.64	279.000
676	589.754	16956.23	1837.94	278.000
677	589.834	16953.93	1840.23	298.000
678	589.913	16951.64	1842.53	309.000
679	589.993	16949.35	1844.82	302.000
680	590.073	16947.05	1847.11	298.000
681	590.153	16944.76	1849.40	279.000
682	590.233	16942.47	1851.70	278.000
683	590.313	16940.18	1853.99	274.000
684	590.392	16937.89	1856.28	290.000
685	590.472	16935.60	1858.57	310.000
686	590.552	16933.31	1860.85	299.000
687	590.632	16931.02	1863.14	280.000
688	590.712	16928.74	1865.43	281.000
