Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -2.6℃
pixel(2026/03/27 15:10:50)	wavelength(2026/03/27 15:10:50)	wavenumber(2026/03/27 15:10:50)	ramanshift(2026/03/27 15:10:50)	intensity(2026/03/27 15:10:50)
196	551.444	18134.22	659.95	713.000
197	551.523	18131.60	662.57	724.000
198	551.603	18128.98	665.19	732.000
199	551.683	18126.35	667.81	736.000
200	551.763	18123.74	670.43	711.000
201	551.842	18121.12	673.05	690.000
202	551.922	18118.50	675.67	701.000
203	552.002	18115.88	678.28	713.000
204	552.082	18113.27	680.90	704.000
205	552.161	18110.65	683.52	710.000
206	552.241	18108.03	686.13	698.000
207	552.321	18105.42	688.75	687.000
208	552.401	18102.81	691.36	684.000
209	552.480	18100.19	693.97	699.000
210	552.560	18097.58	696.58	715.000
211	552.640	18094.97	699.20	717.000
212	552.719	18092.36	701.81	704.000
213	552.799	18089.75	704.42	691.000
214	552.879	18087.14	707.02	695.000
215	552.959	18084.53	709.63	698.000
216	553.038	18081.93	712.24	714.000
217	553.118	18079.32	714.85	714.000
218	553.198	18076.71	717.45	722.000
219	553.278	18074.11	720.06	699.000
220	553.357	18071.50	722.66	709.000
221	553.437	18068.90	725.27	694.000
222	553.517	18066.30	727.87	703.000
223	553.597	18063.69	730.47	735.000
224	553.676	18061.09	733.08	728.000
225	553.756	18058.49	735.68	743.000
226	553.836	18055.89	738.28	726.000
227	553.916	18053.29	740.88	706.000
228	553.995	18050.69	743.48	701.000
229	554.075	18048.09	746.07	726.000
230	554.155	18045.50	748.67	746.000
231	554.235	18042.90	751.27	742.000
232	554.314	18040.30	753.86	724.000
233	554.394	18037.71	756.46	736.000
234	554.474	18035.11	759.05	773.000
235	554.554	18032.52	761.65	782.000
236	554.633	18029.93	764.24	743.000
237	554.713	18027.33	766.83	727.000
238	554.793	18024.74	769.42	732.000
239	554.873	18022.15	772.02	719.000
240	554.952	18019.56	774.61	752.000
241	555.032	18016.97	777.19	761.000
242	555.112	18014.38	779.78	760.000
243	555.192	18011.79	782.37	746.000
244	555.272	18009.21	784.96	762.000
245	555.351	18006.62	787.55	783.000
246	555.431	18004.04	790.13	818.000
247	555.511	18001.45	792.72	832.000
248	555.591	17998.87	795.30	842.000
249	555.670	17996.28	797.88	856.000
250	555.750	17993.70	800.47	883.000
251	555.830	17991.12	803.05	907.000
252	555.910	17988.54	805.63	902.000
253	555.989	17985.95	808.21	904.000
254	556.069	17983.37	810.79	861.000
255	556.149	17980.80	813.37	833.000
256	556.229	17978.22	815.95	804.000
257	556.308	17975.64	818.53	795.000
258	556.388	17973.06	821.10	785.000
259	556.468	17970.49	823.68	778.000
260	556.548	17967.91	826.26	766.000
261	556.628	17965.33	828.83	748.000
262	556.707	17962.76	831.41	719.000
263	556.787	17960.19	833.98	730.000
264	556.867	17957.61	836.55	744.000
265	556.947	17955.04	839.12	745.000
266	557.026	17952.47	841.70	721.000
267	557.106	17949.90	844.27	748.000
268	557.186	17947.33	846.84	715.000
269	557.266	17944.76	849.41	720.000
270	557.346	17942.19	851.97	714.000
271	557.425	17939.62	854.54	730.000
272	557.505	17937.06	857.11	744.000
273	557.585	17934.49	859.68	717.000
274	557.665	17931.93	862.24	704.000
275	557.744	17929.36	864.81	726.000
276	557.824	17926.80	867.37	735.000
277	557.904	17924.23	869.93	753.000
278	557.984	17921.67	872.50	723.000
279	558.064	17919.11	875.06	727.000
280	558.143	17916.55	877.62	722.000
281	558.223	17913.99	880.18	746.000
282	558.303	17911.43	882.74	748.000
283	558.383	17908.87	885.30	758.000
284	558.462	17906.31	887.86	751.000
285	558.542	17903.75	890.42	735.000
286	558.622	17901.19	892.97	735.000
287	558.702	17898.64	895.53	746.000
288	558.782	17896.08	898.08	764.000
289	558.861	17893.53	900.64	795.000
290	558.941	17890.97	903.19	777.000
291	559.021	17888.42	905.75	798.000
292	559.101	17885.87	908.30	809.000
293	559.180	17883.31	910.85	863.000
294	559.260	17880.76	913.40	925.000
295	559.340	17878.21	915.95	938.000
296	559.420	17875.66	918.50	948.000
297	559.500	17873.11	921.05	907.000
298	559.579	17870.56	923.60	874.000
299	559.659	17868.02	926.15	836.000
300	559.739	17865.47	928.70	830.000
301	559.819	17862.92	931.24	804.000
302	559.899	17860.38	933.79	803.000
303	559.978	17857.83	936.33	802.000
304	560.058	17855.29	938.88	836.000
305	560.138	17852.74	941.42	858.000
306	560.218	17850.20	943.96	832.000
307	560.298	17847.66	946.51	807.000
308	560.377	17845.12	949.05	828.000
309	560.457	17842.58	951.59	816.000
310	560.537	17840.04	954.13	823.000
311	560.617	17837.50	956.67	782.000
312	560.697	17834.96	959.21	792.000
313	560.776	17832.42	961.74	799.000
314	560.856	17829.88	964.28	825.000
315	560.936	17827.35	966.82	813.000
316	561.016	17824.81	969.35	820.000
317	561.096	17822.28	971.89	826.000
318	561.175	17819.74	974.42	810.000
319	561.255	17817.21	976.96	815.000
320	561.335	17814.68	979.49	823.000
321	561.415	17812.14	982.02	855.000
322	561.495	17809.61	984.55	860.000
323	561.574	17807.08	987.08	878.000
324	561.654	17804.55	989.61	867.000
325	561.734	17802.02	992.14	855.000
326	561.814	17799.49	994.67	833.000
327	561.894	17796.97	997.20	890.000
328	561.973	17794.44	999.73	891.000
329	562.053	17791.91	1002.25	852.000
330	562.133	17789.39	1004.78	818.000
331	562.213	17786.86	1007.30	802.000
332	562.293	17784.34	1009.83	839.000
333	562.372	17781.81	1012.35	862.000
334	562.452	17779.29	1014.88	856.000
335	562.532	17776.77	1017.40	818.000
336	562.612	17774.25	1019.92	839.000
337	562.692	17771.73	1022.44	835.000
338	562.771	17769.21	1024.96	855.000
339	562.851	17766.69	1027.48	872.000
340	562.931	17764.17	1030.00	856.000
341	563.011	17761.65	1032.52	837.000
342	563.091	17759.13	1035.03	849.000
343	563.170	17756.61	1037.55	878.000
344	563.250	17754.10	1040.07	881.000
345	563.330	17751.58	1042.58	902.000
346	563.410	17749.07	1045.10	859.000
347	563.490	17746.56	1047.61	874.000
348	563.569	17744.04	1050.12	878.000
349	563.649	17741.53	1052.64	910.000
350	563.729	17739.02	1055.15	926.000
351	563.809	17736.51	1057.66	930.000
352	563.889	17734.00	1060.17	913.000
353	563.969	17731.49	1062.68	925.000
354	564.048	17728.98	1065.19	913.000
355	564.128	17726.47	1067.70	915.000
356	564.208	17723.96	1070.20	935.000
357	564.288	17721.45	1072.71	957.000
358	564.368	17718.95	1075.22	945.000
359	564.447	17716.44	1077.72	936.000
360	564.527	17713.94	1080.23	942.000
361	564.607	17711.43	1082.73	957.000
362	564.687	17708.93	1085.24	988.000
363	564.767	17706.43	1087.74	992.000
364	564.846	17703.93	1090.24	969.000
365	564.926	17701.42	1092.74	980.000
366	565.006	17698.92	1095.24	994.000
367	565.086	17696.42	1097.74	1006.000
368	565.166	17693.92	1100.24	1009.000
369	565.246	17691.43	1102.74	1008.000
370	565.325	17688.93	1105.24	1005.000
371	565.405	17686.43	1107.73	971.000
372	565.485	17683.93	1110.23	970.000
373	565.565	17681.44	1112.73	977.000
374	565.645	17678.94	1115.22	985.000
375	565.724	17676.45	1117.72	989.000
376	565.804	17673.96	1120.21	983.000
377	565.884	17671.46	1122.70	956.000
378	565.964	17668.97	1125.20	960.000
379	566.044	17666.48	1127.69	946.000
380	566.124	17663.99	1130.18	955.000
381	566.203	17661.50	1132.67	960.000
382	566.283	17659.01	1135.16	970.000
383	566.363	17656.52	1137.65	973.000
384	566.443	17654.03	1140.13	929.000
385	566.523	17651.54	1142.62	916.000
386	566.602	17649.06	1145.11	916.000
387	566.682	17646.57	1147.59	962.000
388	566.762	17644.09	1150.08	944.000
389	566.842	17641.60	1152.56	966.000
390	566.922	17639.12	1155.05	982.000
391	567.002	17636.63	1157.53	984.000
392	567.081	17634.15	1160.01	992.000
393	567.161	17631.67	1162.50	1005.000
394	567.241	17629.19	1164.98	1071.000
395	567.321	17626.71	1167.46	1150.000
396	567.401	17624.23	1169.94	1232.000
397	567.481	17621.75	1172.42	1276.000
398	567.560	17619.27	1174.90	1299.000
399	567.640	17616.79	1177.37	1332.000
400	567.720	17614.32	1179.85	1253.000
401	567.800	17611.84	1182.33	1210.000
402	567.880	17609.36	1184.80	1146.000
403	567.960	17606.89	1187.28	1121.000
404	568.039	17604.41	1189.75	1099.000
405	568.119	17601.94	1192.23	1080.000
406	568.199	17599.47	1194.70	1048.000
407	568.279	17597.00	1197.17	990.000
408	568.359	17594.52	1199.64	984.000
409	568.438	17592.05	1202.11	996.000
410	568.518	17589.58	1204.58	979.000
411	568.598	17587.11	1207.05	970.000
412	568.678	17584.64	1209.52	970.000
413	568.758	17582.18	1211.99	998.000
414	568.838	17579.71	1214.46	1070.000
415	568.917	17577.24	1216.92	1173.000
416	568.997	17574.78	1219.39	1228.000
417	569.077	17572.31	1221.86	1220.000
418	569.157	17569.85	1224.32	1170.000
419	569.237	17567.38	1226.78	1114.000
420	569.317	17564.92	1229.25	1028.000
421	569.396	17562.46	1231.71	981.000
422	569.476	17559.99	1234.17	919.000
423	569.556	17557.53	1236.63	942.000
424	569.636	17555.07	1239.09	899.000
425	569.716	17552.61	1241.55	892.000
426	569.796	17550.15	1244.01	899.000
427	569.875	17547.69	1246.47	929.000
428	569.955	17545.24	1248.93	914.000
429	570.035	17542.78	1251.39	912.000
430	570.115	17540.32	1253.84	892.000
431	570.195	17537.87	1256.30	920.000
432	570.275	17535.41	1258.75	922.000
433	570.354	17532.96	1261.21	909.000
434	570.434	17530.50	1263.66	892.000
435	570.514	17528.05	1266.12	923.000
436	570.594	17525.60	1268.57	927.000
437	570.674	17523.15	1271.02	926.000
438	570.754	17520.70	1273.47	931.000
439	570.833	17518.25	1275.92	923.000
440	570.913	17515.80	1278.37	949.000
441	570.993	17513.35	1280.82	976.000
442	571.073	17510.90	1283.27	1005.000
443	571.153	17508.45	1285.72	1028.000
444	571.233	17506.00	1288.16	1070.000
445	571.312	17503.56	1290.61	1109.000
446	571.392	17501.11	1293.05	1250.000
447	571.472	17498.67	1295.50	1266.000
448	571.552	17496.22	1297.94	1257.000
449	571.632	17493.78	1300.39	1194.000
450	571.712	17491.34	1302.83	1123.000
451	571.791	17488.89	1305.27	1054.000
452	571.871	17486.45	1307.71	1016.000
453	571.951	17484.01	1310.16	1002.000
454	572.031	17481.57	1312.60	981.000
455	572.111	17479.13	1315.03	956.000
456	572.191	17476.69	1317.47	952.000
457	572.270	17474.25	1319.91	964.000
458	572.350	17471.82	1322.35	985.000
459	572.430	17469.38	1324.79	992.000
460	572.510	17466.94	1327.22	1001.000
461	572.590	17464.51	1329.66	988.000
462	572.670	17462.07	1332.09	1025.000
463	572.750	17459.64	1334.53	1060.000
464	572.829	17457.21	1336.96	1128.000
465	572.909	17454.77	1339.39	1141.000
466	572.989	17452.34	1341.82	1128.000
467	573.069	17449.91	1344.26	1100.000
468	573.149	17447.48	1346.69	1108.000
469	573.229	17445.05	1349.12	1081.000
470	573.308	17442.62	1351.55	1130.000
471	573.388	17440.19	1353.98	1184.000
472	573.468	17437.76	1356.40	1222.000
473	573.548	17435.34	1358.83	1279.000
474	573.628	17432.91	1361.26	1413.000
475	573.708	17430.48	1363.68	1587.000
476	573.787	17428.06	1366.11	1700.000
477	573.867	17425.63	1368.53	1727.000
478	573.947	17423.21	1370.96	1644.000
479	574.027	17420.79	1373.38	1544.000
480	574.107	17418.36	1375.80	1446.000
481	574.187	17415.94	1378.23	1383.000
482	574.266	17413.52	1380.65	1361.000
483	574.346	17411.10	1383.07	1306.000
484	574.426	17408.68	1385.49	1296.000
485	574.506	17406.26	1387.91	1296.000
486	574.586	17403.84	1390.32	1294.000
487	574.666	17401.42	1392.74	1369.000
488	574.745	17399.01	1395.16	1423.000
489	574.825	17396.59	1397.58	1488.000
490	574.905	17394.17	1399.99	1545.000
491	574.985	17391.76	1402.41	1499.000
492	575.065	17389.34	1404.82	1469.000
493	575.145	17386.93	1407.24	1401.000
494	575.225	17384.52	1409.65	1338.000
495	575.304	17382.10	1412.06	1292.000
496	575.384	17379.69	1414.47	1259.000
497	575.464	17377.28	1416.89	1192.000
498	575.544	17374.87	1419.30	1189.000
499	575.624	17372.46	1421.71	1149.000
500	575.704	17370.05	1424.12	1131.000
501	575.783	17367.64	1426.52	1142.000
502	575.863	17365.23	1428.93	1139.000
503	575.943	17362.83	1431.34	1110.000
504	576.023	17360.42	1433.75	1084.000
505	576.103	17358.01	1436.15	1098.000
506	576.183	17355.61	1438.56	1093.000
507	576.262	17353.20	1440.96	1134.000
508	576.342	17350.80	1443.37	1174.000
509	576.422	17348.40	1445.77	1150.000
510	576.502	17345.99	1448.17	1152.000
511	576.582	17343.59	1450.57	1166.000
512	576.662	17341.19	1452.97	1170.000
513	576.741	17338.79	1455.38	1149.000
514	576.821	17336.39	1457.78	1144.000
515	576.901	17333.99	1460.17	1106.000
516	576.981	17331.59	1462.57	1153.000
517	577.061	17329.20	1464.97	1169.000
518	577.141	17326.80	1467.37	1172.000
519	577.221	17324.40	1469.76	1153.000
520	577.300	17322.01	1472.16	1184.000
521	577.380	17319.61	1474.56	1173.000
522	577.460	17317.22	1476.95	1218.000
523	577.540	17314.82	1479.34	1243.000
524	577.620	17312.43	1481.74	1231.000
525	577.700	17310.04	1484.13	1258.000
526	577.779	17307.64	1486.52	1289.000
527	577.859	17305.25	1488.91	1338.000
528	577.939	17302.86	1491.30	1349.000
529	578.019	17300.47	1493.69	1336.000
530	578.099	17298.08	1496.08	1270.000
531	578.179	17295.69	1498.47	1212.000
532	578.258	17293.31	1500.86	1197.000
533	578.338	17290.92	1503.25	1199.000
534	578.418	17288.53	1505.63	1155.000
535	578.498	17286.15	1508.02	1135.000
536	578.578	17283.76	1510.41	1125.000
537	578.658	17281.38	1512.79	1136.000
538	578.737	17278.99	1515.17	1154.000
539	578.817	17276.61	1517.56	1170.000
540	578.897	17274.23	1519.94	1134.000
541	578.977	17271.84	1522.32	1109.000
542	579.057	17269.46	1524.70	1137.000
543	579.137	17267.08	1527.09	1141.000
544	579.217	17264.70	1529.47	1118.000
545	579.296	17262.32	1531.84	1097.000
546	579.376	17259.94	1534.22	1120.000
547	579.456	17257.56	1536.60	1086.000
548	579.536	17255.19	1538.98	1128.000
549	579.616	17252.81	1541.36	1141.000
550	579.696	17250.43	1543.73	1120.000
551	579.775	17248.06	1546.11	1130.000
552	579.855	17245.68	1548.48	1103.000
553	579.935	17243.31	1550.86	1095.000
554	580.015	17240.94	1553.23	1133.000
555	580.095	17238.56	1555.60	1128.000
556	580.175	17236.19	1557.98	1133.000
557	580.254	17233.82	1560.35	1123.000
558	580.334	17231.45	1562.72	1115.000
559	580.414	17229.08	1565.09	1136.000
560	580.494	17226.71	1567.46	1164.000
561	580.574	17224.34	1569.83	1169.000
562	580.654	17221.97	1572.19	1169.000
563	580.733	17219.60	1574.56	1198.000
564	580.813	17217.24	1576.93	1196.000
565	580.893	17214.87	1579.30	1271.000
566	580.973	17212.51	1581.66	1310.000
567	581.053	17210.14	1584.03	1323.000
568	581.133	17207.78	1586.39	1371.000
569	581.212	17205.41	1588.75	1453.000
570	581.292	17203.05	1591.12	1529.000
571	581.372	17200.69	1593.48	1609.000
572	581.452	17198.32	1595.84	1626.000
573	581.532	17195.96	1598.20	1525.000
574	581.612	17193.60	1600.56	1481.000
575	581.691	17191.24	1602.92	1430.000
576	581.771	17188.88	1605.28	1465.000
577	581.851	17186.53	1607.64	1557.000
578	581.931	17184.17	1610.00	1713.000
579	582.011	17181.81	1612.36	1973.000
580	582.091	17179.45	1614.71	2236.000
581	582.170	17177.10	1617.07	2526.000
582	582.250	17174.74	1619.42	2532.000
583	582.330	17172.39	1621.78	2273.000
584	582.410	17170.03	1624.13	1962.000
585	582.490	17167.68	1626.48	1723.000
586	582.570	17165.33	1628.84	1585.000
587	582.650	17162.98	1631.19	1492.000
588	582.729	17160.63	1633.54	1402.000
589	582.809	17158.27	1635.89	1345.000
590	582.889	17155.92	1638.24	1316.000
591	582.969	17153.58	1640.59	1311.000
592	583.049	17151.23	1642.94	1282.000
593	583.129	17148.88	1645.29	1251.000
594	583.208	17146.53	1647.64	1214.000
595	583.288	17144.18	1649.98	1208.000
596	583.368	17141.84	1652.33	1196.000
597	583.448	17139.49	1654.67	1210.000
598	583.528	17137.15	1657.02	1203.000
599	583.608	17134.80	1659.36	1175.000
600	583.687	17132.46	1661.71	1165.000
601	583.767	17130.12	1664.05	1144.000
602	583.847	17127.77	1666.39	1161.000
603	583.927	17125.43	1668.73	1168.000
604	584.007	17123.09	1671.07	1161.000
605	584.086	17120.75	1673.41	1153.000
606	584.166	17118.41	1675.75	1128.000
607	584.246	17116.07	1678.09	1131.000
608	584.326	17113.73	1680.43	1150.000
609	584.406	17111.40	1682.77	1147.000
610	584.486	17109.06	1685.11	1127.000
611	584.565	17106.72	1687.44	1122.000
612	584.645	17104.39	1689.78	1097.000
613	584.725	17102.05	1692.11	1142.000
614	584.805	17099.72	1694.45	1119.000
615	584.885	17097.38	1696.78	1121.000
616	584.965	17095.05	1699.12	1115.000
617	585.044	17092.72	1701.45	1117.000
618	585.124	17090.39	1703.78	1126.000
619	585.204	17088.06	1706.11	1113.000
620	585.284	17085.72	1708.44	1124.000
621	585.364	17083.39	1710.77	1127.000
622	585.444	17081.07	1713.10	1094.000
623	585.523	17078.74	1715.43	1117.000
624	585.603	17076.41	1717.76	1148.000
625	585.683	17074.08	1720.09	1126.000
626	585.763	17071.75	1722.41	1105.000
627	585.843	17069.43	1724.74	1107.000
628	585.923	17067.10	1727.06	1100.000
629	586.002	17064.78	1729.39	1125.000
630	586.082	17062.45	1731.71	1117.000
631	586.162	17060.13	1734.04	1117.000
632	586.242	17057.81	1736.36	1103.000
633	586.322	17055.48	1738.68	1102.000
634	586.401	17053.16	1741.00	1113.000
635	586.481	17050.84	1743.32	1130.000
636	586.561	17048.52	1745.65	1131.000
637	586.641	17046.20	1747.97	1127.000
638	586.721	17043.88	1750.28	1123.000
639	586.801	17041.56	1752.60	1091.000
640	586.880	17039.25	1754.92	1104.000
641	586.960	17036.93	1757.24	1122.000
642	587.040	17034.61	1759.55	1131.000
643	587.120	17032.30	1761.87	1088.000
644	587.200	17029.98	1764.19	1116.000
645	587.280	17027.67	1766.50	1102.000
646	587.359	17025.35	1768.81	1117.000
647	587.439	17023.04	1771.13	1131.000
648	587.519	17020.73	1773.44	1128.000
649	587.599	17018.41	1775.75	1110.000
650	587.679	17016.10	1778.06	1108.000
651	587.758	17013.79	1780.37	1136.000
652	587.838	17011.48	1782.68	1149.000
653	587.918	17009.17	1784.99	1147.000
654	587.998	17006.86	1787.30	1131.000
655	588.078	17004.55	1789.61	1118.000
656	588.158	17002.25	1791.92	1139.000
657	588.237	16999.94	1794.23	1128.000
658	588.317	16997.63	1796.53	1155.000
659	588.397	16995.33	1798.84	1169.000
660	588.477	16993.02	1801.14	1152.000
661	588.557	16990.72	1803.45	1140.000
662	588.636	16988.41	1805.75	1148.000
663	588.716	16986.11	1808.06	1179.000
664	588.796	16983.81	1810.36	1169.000
665	588.876	16981.51	1812.66	1185.000
666	588.956	16979.21	1814.96	1168.000
667	589.036	16976.90	1817.26	1157.000
668	589.115	16974.60	1819.56	1174.000
669	589.195	16972.31	1821.86	1184.000
670	589.275	16970.01	1824.16	1178.000
671	589.355	16967.71	1826.46	1192.000
672	589.435	16965.41	1828.76	1177.000
673	589.514	16963.11	1831.05	1176.000
674	589.594	16960.82	1833.35	1182.000
675	589.674	16958.52	1835.64	1214.000
