Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  0.2℃
pixel(2026/03/27 10:50:02)	wavelength(2026/03/27 10:50:02)	wavenumber(2026/03/27 10:50:02)	ramanshift(2026/03/27 10:50:02)	intensity(2026/03/27 10:50:02)
268	557.186	17947.33	846.84	921.000
269	557.266	17944.76	849.41	893.000
270	557.346	17942.19	851.97	862.000
271	557.425	17939.62	854.54	825.000
272	557.505	17937.06	857.11	773.000
273	557.585	17934.49	859.68	736.000
274	557.665	17931.93	862.24	729.000
275	557.744	17929.36	864.81	722.000
276	557.824	17926.80	867.37	762.000
277	557.904	17924.23	869.93	771.000
278	557.984	17921.67	872.50	746.000
279	558.064	17919.11	875.06	752.000
280	558.143	17916.55	877.62	746.000
281	558.223	17913.99	880.18	767.000
282	558.303	17911.43	882.74	770.000
283	558.383	17908.87	885.30	773.000
284	558.462	17906.31	887.86	802.000
285	558.542	17903.75	890.42	826.000
286	558.622	17901.19	892.97	903.000
287	558.702	17898.64	895.53	1034.000
288	558.782	17896.08	898.08	1181.000
289	558.861	17893.53	900.64	1331.000
290	558.941	17890.97	903.19	1406.000
291	559.021	17888.42	905.75	1479.000
292	559.101	17885.87	908.30	1704.000
293	559.180	17883.31	910.85	2137.000
294	559.260	17880.76	913.40	2592.000
295	559.340	17878.21	915.95	2582.000
296	559.420	17875.66	918.50	2103.000
297	559.500	17873.11	921.05	1498.000
298	559.579	17870.56	923.60	1192.000
299	559.659	17868.02	926.15	1108.000
300	559.739	17865.47	928.70	1149.000
301	559.819	17862.92	931.24	1301.000
302	559.899	17860.38	933.79	1489.000
303	559.978	17857.83	936.33	1622.000
304	560.058	17855.29	938.88	1619.000
305	560.138	17852.74	941.42	1449.000
306	560.218	17850.20	943.96	1227.000
307	560.298	17847.66	946.51	1050.000
308	560.377	17845.12	949.05	932.000
309	560.457	17842.58	951.59	885.000
310	560.537	17840.04	954.13	893.000
311	560.617	17837.50	956.67	942.000
312	560.697	17834.96	959.21	999.000
313	560.776	17832.42	961.74	1010.000
314	560.856	17829.88	964.28	1037.000
315	560.936	17827.35	966.82	1105.000
316	561.016	17824.81	969.35	1109.000
317	561.096	17822.28	971.89	1142.000
318	561.175	17819.74	974.42	1138.000
319	561.255	17817.21	976.96	1193.000
320	561.335	17814.68	979.49	1250.000
321	561.415	17812.14	982.02	1280.000
322	561.495	17809.61	984.55	1307.000
323	561.574	17807.08	987.08	1343.000
324	561.654	17804.55	989.61	1308.000
325	561.734	17802.02	992.14	1372.000
326	561.814	17799.49	994.67	1556.000
327	561.894	17796.97	997.20	1798.000
328	561.973	17794.44	999.73	1659.000
329	562.053	17791.91	1002.25	1287.000
330	562.133	17789.39	1004.78	972.000
331	562.213	17786.86	1007.30	900.000
332	562.293	17784.34	1009.83	883.000
333	562.372	17781.81	1012.35	881.000
334	562.452	17779.29	1014.88	863.000
335	562.532	17776.77	1017.40	886.000
336	562.612	17774.25	1019.92	920.000
337	562.692	17771.73	1022.44	925.000
338	562.771	17769.21	1024.96	909.000
339	562.851	17766.69	1027.48	937.000
340	562.931	17764.17	1030.00	907.000
341	563.011	17761.65	1032.52	914.000
342	563.091	17759.13	1035.03	928.000
343	563.170	17756.61	1037.55	897.000
344	563.250	17754.10	1040.07	889.000
345	563.330	17751.58	1042.58	872.000
346	563.410	17749.07	1045.10	901.000
347	563.490	17746.56	1047.61	933.000
348	563.569	17744.04	1050.12	947.000
349	563.649	17741.53	1052.64	925.000
350	563.729	17739.02	1055.15	955.000
351	563.809	17736.51	1057.66	978.000
352	563.889	17734.00	1060.17	960.000
353	563.969	17731.49	1062.68	1001.000
354	564.048	17728.98	1065.19	986.000
355	564.128	17726.47	1067.70	980.000
356	564.208	17723.96	1070.20	967.000
357	564.288	17721.45	1072.71	973.000
358	564.368	17718.95	1075.22	988.000
359	564.447	17716.44	1077.72	1013.000
360	564.527	17713.94	1080.23	1039.000
361	564.607	17711.43	1082.73	1023.000
362	564.687	17708.93	1085.24	1019.000
363	564.767	17706.43	1087.74	1024.000
364	564.846	17703.93	1090.24	1016.000
365	564.926	17701.42	1092.74	1059.000
366	565.006	17698.92	1095.24	1058.000
367	565.086	17696.42	1097.74	1015.000
368	565.166	17693.92	1100.24	1029.000
369	565.246	17691.43	1102.74	1025.000
370	565.325	17688.93	1105.24	1064.000
371	565.405	17686.43	1107.73	1085.000
372	565.485	17683.93	1110.23	1118.000
373	565.565	17681.44	1112.73	1108.000
374	565.645	17678.94	1115.22	1125.000
375	565.724	17676.45	1117.72	1173.000
376	565.804	17673.96	1120.21	1179.000
377	565.884	17671.46	1122.70	1172.000
378	565.964	17668.97	1125.20	1141.000
379	566.044	17666.48	1127.69	1147.000
380	566.124	17663.99	1130.18	1180.000
381	566.203	17661.50	1132.67	1192.000
382	566.283	17659.01	1135.16	1217.000
383	566.363	17656.52	1137.65	1291.000
384	566.443	17654.03	1140.13	1289.000
385	566.523	17651.54	1142.62	1305.000
386	566.602	17649.06	1145.11	1329.000
387	566.682	17646.57	1147.59	1422.000
388	566.762	17644.09	1150.08	1490.000
389	566.842	17641.60	1152.56	1731.000
390	566.922	17639.12	1155.05	1975.000
391	567.002	17636.63	1157.53	2360.000
392	567.081	17634.15	1160.01	2828.000
393	567.161	17631.67	1162.50	3515.000
394	567.241	17629.19	1164.98	4398.000
395	567.321	17626.71	1167.46	5285.000
396	567.401	17624.23	1169.94	5792.000
397	567.481	17621.75	1172.42	5929.000
398	567.560	17619.27	1174.90	5715.000
399	567.640	17616.79	1177.37	5260.000
400	567.720	17614.32	1179.85	4602.000
401	567.800	17611.84	1182.33	4000.000
402	567.880	17609.36	1184.80	3362.000
403	567.960	17606.89	1187.28	2826.000
404	568.039	17604.41	1189.75	2349.000
405	568.119	17601.94	1192.23	2017.000
406	568.199	17599.47	1194.70	1751.000
407	568.279	17597.00	1197.17	1601.000
408	568.359	17594.52	1199.64	1575.000
409	568.438	17592.05	1202.11	1692.000
410	568.518	17589.58	1204.58	2042.000
411	568.598	17587.11	1207.05	2688.000
412	568.678	17584.64	1209.52	3587.000
413	568.758	17582.18	1211.99	4626.000
414	568.838	17579.71	1214.46	5260.000
415	568.917	17577.24	1216.92	5103.000
416	568.997	17574.78	1219.39	4211.000
417	569.077	17572.31	1221.86	3060.000
418	569.157	17569.85	1224.32	2309.000
419	569.237	17567.38	1226.78	1845.000
420	569.317	17564.92	1229.25	1553.000
421	569.396	17562.46	1231.71	1379.000
422	569.476	17559.99	1234.17	1267.000
423	569.556	17557.53	1236.63	1231.000
424	569.636	17555.07	1239.09	1129.000
425	569.716	17552.61	1241.55	1113.000
426	569.796	17550.15	1244.01	1101.000
427	569.875	17547.69	1246.47	1102.000
428	569.955	17545.24	1248.93	1101.000
429	570.035	17542.78	1251.39	1135.000
430	570.115	17540.32	1253.84	1100.000
431	570.195	17537.87	1256.30	1118.000
432	570.275	17535.41	1258.75	1126.000
433	570.354	17532.96	1261.21	1175.000
434	570.434	17530.50	1263.66	1240.000
435	570.514	17528.05	1266.12	1291.000
436	570.594	17525.60	1268.57	1371.000
437	570.674	17523.15	1271.02	1472.000
438	570.754	17520.70	1273.47	1595.000
439	570.833	17518.25	1275.92	1824.000
440	570.913	17515.80	1278.37	2146.000
441	570.993	17513.35	1280.82	2644.000
442	571.073	17510.90	1283.27	3327.000
443	571.153	17508.45	1285.72	4107.000
444	571.233	17506.00	1288.16	4863.000
445	571.312	17503.56	1290.61	5389.000
446	571.392	17501.11	1293.05	5444.000
447	571.472	17498.67	1295.50	5037.000
448	571.552	17496.22	1297.94	4302.000
449	571.632	17493.78	1300.39	3503.000
450	571.712	17491.34	1302.83	2843.000
451	571.791	17488.89	1305.27	2317.000
452	571.871	17486.45	1307.71	2005.000
453	571.951	17484.01	1310.16	1863.000
454	572.031	17481.57	1312.60	1756.000
455	572.111	17479.13	1315.03	1742.000
456	572.191	17476.69	1317.47	1750.000
457	572.270	17474.25	1319.91	1778.000
458	572.350	17471.82	1322.35	1831.000
459	572.430	17469.38	1324.79	1942.000
460	572.510	17466.94	1327.22	2169.000
461	572.590	17464.51	1329.66	2587.000
462	572.670	17462.07	1332.09	3174.000
463	572.750	17459.64	1334.53	3642.000
464	572.829	17457.21	1336.96	3793.000
465	572.909	17454.77	1339.39	3613.000
466	572.989	17452.34	1341.82	3398.000
467	573.069	17449.91	1344.26	3387.000
468	573.149	17447.48	1346.69	3554.000
469	573.229	17445.05	1349.12	3998.000
470	573.308	17442.62	1351.55	4697.000
471	573.388	17440.19	1353.98	5615.000
472	573.468	17437.76	1356.40	6954.000
473	573.548	17435.34	1358.83	8574.000
474	573.628	17432.91	1361.26	10065.000
475	573.708	17430.48	1363.68	10862.000
476	573.787	17428.06	1366.11	10562.000
477	573.867	17425.63	1368.53	9331.000
478	573.947	17423.21	1370.96	7867.000
479	574.027	17420.79	1373.38	6678.000
480	574.107	17418.36	1375.80	5946.000
481	574.187	17415.94	1378.23	5633.000
482	574.266	17413.52	1380.65	5719.000
483	574.346	17411.10	1383.07	5942.000
484	574.426	17408.68	1385.49	6429.000
485	574.506	17406.26	1387.91	6926.000
486	574.586	17403.84	1390.32	7373.000
487	574.666	17401.42	1392.74	7303.000
488	574.745	17399.01	1395.16	6678.000
489	574.825	17396.59	1397.58	5570.000
490	574.905	17394.17	1399.99	4497.000
491	574.985	17391.76	1402.41	3669.000
492	575.065	17389.34	1404.82	3155.000
493	575.145	17386.93	1407.24	2915.000
494	575.225	17384.52	1409.65	2761.000
495	575.304	17382.10	1412.06	2634.000
496	575.384	17379.69	1414.47	2405.000
497	575.464	17377.28	1416.89	2174.000
498	575.544	17374.87	1419.30	1967.000
499	575.624	17372.46	1421.71	1907.000
500	575.704	17370.05	1424.12	1939.000
501	575.783	17367.64	1426.52	2079.000
502	575.863	17365.23	1428.93	2229.000
503	575.943	17362.83	1431.34	2343.000
504	576.023	17360.42	1433.75	2484.000
505	576.103	17358.01	1436.15	2604.000
506	576.183	17355.61	1438.56	2681.000
507	576.262	17353.20	1440.96	2756.000
508	576.342	17350.80	1443.37	2790.000
509	576.422	17348.40	1445.77	2789.000
510	576.502	17345.99	1448.17	2719.000
511	576.582	17343.59	1450.57	2662.000
512	576.662	17341.19	1452.97	2522.000
513	576.741	17338.79	1455.38	2482.000
514	576.821	17336.39	1457.78	2470.000
515	576.901	17333.99	1460.17	2564.000
516	576.981	17331.59	1462.57	2742.000
517	577.061	17329.20	1464.97	2948.000
518	577.141	17326.80	1467.37	3152.000
519	577.221	17324.40	1469.76	3355.000
520	577.300	17322.01	1472.16	3551.000
521	577.380	17319.61	1474.56	3707.000
522	577.460	17317.22	1476.95	3902.000
523	577.540	17314.82	1479.34	4199.000
524	577.620	17312.43	1481.74	4700.000
525	577.700	17310.04	1484.13	5440.000
526	577.779	17307.64	1486.52	5827.000
527	577.859	17305.25	1488.91	5479.000
528	577.939	17302.86	1491.30	4620.000
529	578.019	17300.47	1493.69	3645.000
530	578.099	17298.08	1496.08	2939.000
531	578.179	17295.69	1498.47	2481.000
532	578.258	17293.31	1500.86	2264.000
533	578.338	17290.92	1503.25	2172.000
534	578.418	17288.53	1505.63	2098.000
535	578.498	17286.15	1508.02	2056.000
536	578.578	17283.76	1510.41	2112.000
537	578.658	17281.38	1512.79	2124.000
538	578.737	17278.99	1515.17	2162.000
539	578.817	17276.61	1517.56	2196.000
540	578.897	17274.23	1519.94	2137.000
541	578.977	17271.84	1522.32	2103.000
542	579.057	17269.46	1524.70	2036.000
543	579.137	17267.08	1527.09	2016.000
544	579.217	17264.70	1529.47	1998.000
545	579.296	17262.32	1531.84	1992.000
546	579.376	17259.94	1534.22	2012.000
547	579.456	17257.56	1536.60	2027.000
548	579.536	17255.19	1538.98	2001.000
549	579.616	17252.81	1541.36	1984.000
550	579.696	17250.43	1543.73	1967.000
551	579.775	17248.06	1546.11	1998.000
552	579.855	17245.68	1548.48	1955.000
553	579.935	17243.31	1550.86	1943.000
554	580.015	17240.94	1553.23	1920.000
555	580.095	17238.56	1555.60	1931.000
556	580.175	17236.19	1557.98	1961.000
557	580.254	17233.82	1560.35	2043.000
558	580.334	17231.45	1562.72	2218.000
559	580.414	17229.08	1565.09	2464.000
560	580.494	17226.71	1567.46	2682.000
561	580.574	17224.34	1569.83	2822.000
562	580.654	17221.97	1572.19	3051.000
563	580.733	17219.60	1574.56	3500.000
564	580.813	17217.24	1576.93	4103.000
565	580.893	17214.87	1579.30	4828.000
566	580.973	17212.51	1581.66	5695.000
567	581.053	17210.14	1584.03	6806.000
568	581.133	17207.78	1586.39	8054.000
569	581.212	17205.41	1588.75	9061.000
570	581.292	17203.05	1591.12	8915.000
571	581.372	17200.69	1593.48	7610.000
572	581.452	17198.32	1595.84	5890.000
573	581.532	17195.96	1598.20	4772.000
574	581.612	17193.60	1600.56	4454.000
575	581.691	17191.24	1602.92	4916.000
576	581.771	17188.88	1605.28	6398.000
577	581.851	17186.53	1607.64	9304.000
578	581.931	17184.17	1610.00	13442.000
579	582.011	17181.81	1612.36	17485.000
580	582.091	17179.45	1614.71	19300.000
581	582.170	17177.10	1617.07	17888.000
582	582.250	17174.74	1619.42	14135.000
583	582.330	17172.39	1621.78	10267.000
584	582.410	17170.03	1624.13	7380.000
585	582.490	17167.68	1626.48	5579.000
586	582.570	17165.33	1628.84	4468.000
587	582.650	17162.98	1631.19	3653.000
588	582.729	17160.63	1633.54	3109.000
589	582.809	17158.27	1635.89	2732.000
590	582.889	17155.92	1638.24	2413.000
591	582.969	17153.58	1640.59	2208.000
592	583.049	17151.23	1642.94	2057.000
593	583.129	17148.88	1645.29	1936.000
594	583.208	17146.53	1647.64	1884.000
595	583.288	17144.18	1649.98	1866.000
596	583.368	17141.84	1652.33	1836.000
597	583.448	17139.49	1654.67	1780.000
598	583.528	17137.15	1657.02	1685.000
599	583.608	17134.80	1659.36	1628.000
600	583.687	17132.46	1661.71	1575.000
601	583.767	17130.12	1664.05	1518.000
602	583.847	17127.77	1666.39	1471.000
603	583.927	17125.43	1668.73	1440.000
604	584.007	17123.09	1671.07	1388.000
605	584.086	17120.75	1673.41	1377.000
606	584.166	17118.41	1675.75	1383.000
607	584.246	17116.07	1678.09	1359.000
608	584.326	17113.73	1680.43	1320.000
609	584.406	17111.40	1682.77	1281.000
610	584.486	17109.06	1685.11	1246.000
611	584.565	17106.72	1687.44	1246.000
612	584.645	17104.39	1689.78	1269.000
613	584.725	17102.05	1692.11	1252.000
614	584.805	17099.72	1694.45	1217.000
615	584.885	17097.38	1696.78	1201.000
616	584.965	17095.05	1699.12	1244.000
617	585.044	17092.72	1701.45	1234.000
618	585.124	17090.39	1703.78	1184.000
619	585.204	17088.06	1706.11	1185.000
620	585.284	17085.72	1708.44	1155.000
621	585.364	17083.39	1710.77	1189.000
622	585.444	17081.07	1713.10	1172.000
623	585.523	17078.74	1715.43	1161.000
624	585.603	17076.41	1717.76	1140.000
625	585.683	17074.08	1720.09	1113.000
626	585.763	17071.75	1722.41	1106.000
627	585.843	17069.43	1724.74	1102.000
628	585.923	17067.10	1727.06	1088.000
629	586.002	17064.78	1729.39	1092.000
630	586.082	17062.45	1731.71	1080.000
631	586.162	17060.13	1734.04	1066.000
632	586.242	17057.81	1736.36	1048.000
633	586.322	17055.48	1738.68	1074.000
634	586.401	17053.16	1741.00	1061.000
635	586.481	17050.84	1743.32	1051.000
636	586.561	17048.52	1745.65	1031.000
637	586.641	17046.20	1747.97	1032.000
638	586.721	17043.88	1750.28	1012.000
639	586.801	17041.56	1752.60	1027.000
640	586.880	17039.25	1754.92	1015.000
641	586.960	17036.93	1757.24	1019.000
642	587.040	17034.61	1759.55	1018.000
643	587.120	17032.30	1761.87	993.000
644	587.200	17029.98	1764.19	1003.000
645	587.280	17027.67	1766.50	995.000
646	587.359	17025.35	1768.81	1008.000
647	587.439	17023.04	1771.13	1004.000
648	587.519	17020.73	1773.44	1014.000
649	587.599	17018.41	1775.75	1004.000
650	587.679	17016.10	1778.06	1005.000
651	587.758	17013.79	1780.37	1034.000
652	587.838	17011.48	1782.68	1025.000
653	587.918	17009.17	1784.99	1055.000
654	587.998	17006.86	1787.30	1015.000
655	588.078	17004.55	1789.61	1054.000
656	588.158	17002.25	1791.92	1081.000
657	588.237	16999.94	1794.23	1086.000
658	588.317	16997.63	1796.53	1105.000
659	588.397	16995.33	1798.84	1088.000
660	588.477	16993.02	1801.14	1113.000
661	588.557	16990.72	1803.45	1105.000
662	588.636	16988.41	1805.75	1135.000
663	588.716	16986.11	1808.06	1139.000
664	588.796	16983.81	1810.36	1133.000
