Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -0.5℃
pixel(2026/03/27 10:25:22)	wavelength(2026/03/27 10:25:22)	wavenumber(2026/03/27 10:25:22)	ramanshift(2026/03/27 10:25:22)	intensity(2026/03/27 10:25:22)
68	541.245	18475.93	318.23	437.000
69	541.324	18473.21	320.95	456.000
70	541.404	18470.50	323.67	469.000
71	541.484	18467.78	326.38	448.000
72	541.563	18465.07	329.10	441.000
73	541.643	18462.35	331.81	432.000
74	541.722	18459.64	334.53	465.000
75	541.802	18456.93	337.24	460.000
76	541.882	18454.21	339.95	471.000
77	541.961	18451.50	342.67	466.000
78	542.041	18448.79	345.38	448.000
79	542.121	18446.08	348.09	446.000
80	542.200	18443.37	350.80	458.000
81	542.280	18440.66	353.50	468.000
82	542.359	18437.96	356.21	479.000
83	542.439	18435.25	358.92	454.000
84	542.519	18432.54	361.62	457.000
85	542.598	18429.84	364.33	440.000
86	542.678	18427.13	367.03	458.000
87	542.758	18424.43	369.74	451.000
88	542.837	18421.72	372.44	449.000
89	542.917	18419.02	375.14	479.000
90	542.997	18416.32	377.85	475.000
91	543.076	18413.62	380.55	472.000
92	543.156	18410.92	383.25	459.000
93	543.236	18408.22	385.95	459.000
94	543.315	18405.52	388.64	461.000
95	543.395	18402.82	391.34	467.000
96	543.475	18400.13	394.04	485.000
97	543.554	18397.43	396.74	485.000
98	543.634	18394.74	399.43	474.000
99	543.713	18392.04	402.13	454.000
100	543.793	18389.35	404.82	449.000
101	543.873	18386.65	407.51	454.000
102	543.952	18383.96	410.21	486.000
103	544.032	18381.27	412.90	502.000
104	544.112	18378.58	415.59	486.000
105	544.191	18375.89	418.28	464.000
106	544.271	18373.20	420.97	460.000
107	544.351	18370.51	423.66	447.000
108	544.430	18367.82	426.34	481.000
109	544.510	18365.13	429.03	482.000
110	544.590	18362.45	431.72	464.000
111	544.669	18359.76	434.40	449.000
112	544.749	18357.08	437.09	444.000
113	544.829	18354.39	439.77	479.000
114	544.908	18351.71	442.46	482.000
115	544.988	18349.03	445.14	487.000
116	545.068	18346.35	447.82	492.000
117	545.147	18343.66	450.50	456.000
118	545.227	18340.98	453.18	454.000
119	545.307	18338.30	455.86	489.000
120	545.386	18335.63	458.54	482.000
121	545.466	18332.95	461.22	492.000
122	545.546	18330.27	463.90	469.000
123	545.625	18327.59	466.57	470.000
124	545.705	18324.92	469.25	460.000
125	545.785	18322.24	471.92	477.000
126	545.864	18319.57	474.60	484.000
127	545.944	18316.89	477.27	480.000
128	546.024	18314.22	479.94	486.000
129	546.103	18311.55	482.62	474.000
130	546.183	18308.88	485.29	474.000
131	546.263	18306.21	487.96	474.000
132	546.342	18303.54	490.63	471.000
133	546.422	18300.87	493.30	493.000
134	546.502	18298.20	495.97	483.000
135	546.582	18295.53	498.63	484.000
136	546.661	18292.87	501.30	478.000
137	546.741	18290.20	503.97	460.000
138	546.821	18287.53	506.63	466.000
139	546.900	18284.87	509.30	463.000
140	546.980	18282.21	511.96	469.000
141	547.060	18279.54	514.62	489.000
142	547.139	18276.88	517.29	464.000
143	547.219	18274.22	519.95	443.000
144	547.299	18271.56	522.61	468.000
145	547.378	18268.90	525.27	482.000
146	547.458	18266.24	527.93	492.000
147	547.538	18263.58	530.59	459.000
148	547.617	18260.92	533.24	457.000
149	547.697	18258.26	535.90	463.000
150	547.777	18255.61	538.56	457.000
151	547.857	18252.95	541.21	478.000
152	547.936	18250.30	543.87	494.000
153	548.016	18247.64	546.52	477.000
154	548.096	18244.99	549.18	484.000
155	548.175	18242.34	551.83	464.000
156	548.255	18239.69	554.48	462.000
157	548.335	18237.03	557.13	463.000
158	548.414	18234.38	559.78	475.000
159	548.494	18231.73	562.43	496.000
160	548.574	18229.09	565.08	496.000
161	548.654	18226.44	567.73	481.000
162	548.733	18223.79	570.38	490.000
163	548.813	18221.14	573.02	472.000
164	548.893	18218.50	575.67	462.000
165	548.972	18215.85	578.31	472.000
166	549.052	18213.21	580.96	483.000
167	549.132	18210.56	583.60	482.000
168	549.212	18207.92	586.25	498.000
169	549.291	18205.28	588.89	483.000
170	549.371	18202.64	591.53	456.000
171	549.451	18200.00	594.17	446.000
172	549.530	18197.36	596.81	449.000
173	549.610	18194.72	599.45	459.000
174	549.690	18192.08	602.09	483.000
175	549.770	18189.44	604.73	470.000
176	549.849	18186.80	607.36	470.000
177	549.929	18184.17	610.00	443.000
178	550.009	18181.53	612.63	430.000
179	550.088	18178.90	615.27	433.000
180	550.168	18176.26	617.90	445.000
181	550.248	18173.63	620.54	452.000
182	550.328	18171.00	623.17	427.000
183	550.407	18168.36	625.80	418.000
184	550.487	18165.73	628.43	415.000
185	550.567	18163.10	631.06	431.000
186	550.646	18160.47	633.69	446.000
187	550.726	18157.84	636.32	421.000
188	550.806	18155.22	638.95	411.000
189	550.886	18152.59	641.58	399.000
190	550.965	18149.96	644.20	401.000
191	551.045	18147.34	646.83	407.000
192	551.125	18144.71	649.46	419.000
193	551.205	18142.09	652.08	431.000
194	551.284	18139.46	654.70	390.000
195	551.364	18136.84	657.33	385.000
196	551.444	18134.22	659.95	385.000
197	551.523	18131.60	662.57	408.000
198	551.603	18128.98	665.19	397.000
199	551.683	18126.35	667.81	398.000
200	551.763	18123.74	670.43	369.000
201	551.842	18121.12	673.05	367.000
202	551.922	18118.50	675.67	373.000
203	552.002	18115.88	678.28	380.000
204	552.082	18113.27	680.90	390.000
205	552.161	18110.65	683.52	381.000
206	552.241	18108.03	686.13	364.000
207	552.321	18105.42	688.75	356.000
208	552.401	18102.81	691.36	356.000
209	552.480	18100.19	693.97	371.000
210	552.560	18097.58	696.58	372.000
211	552.640	18094.97	699.20	365.000
212	552.719	18092.36	701.81	341.000
213	552.799	18089.75	704.42	335.000
214	552.879	18087.14	707.02	338.000
215	552.959	18084.53	709.63	352.000
216	553.038	18081.93	712.24	352.000
217	553.118	18079.32	714.85	355.000
218	553.198	18076.71	717.45	330.000
219	553.278	18074.11	720.06	340.000
220	553.357	18071.50	722.66	337.000
221	553.437	18068.90	725.27	353.000
222	553.517	18066.30	727.87	351.000
223	553.597	18063.69	730.47	338.000
224	553.676	18061.09	733.08	322.000
225	553.756	18058.49	735.68	341.000
226	553.836	18055.89	738.28	364.000
227	553.916	18053.29	740.88	352.000
228	553.995	18050.69	743.48	338.000
229	554.075	18048.09	746.07	334.000
230	554.155	18045.50	748.67	332.000
231	554.235	18042.90	751.27	344.000
232	554.314	18040.30	753.86	362.000
233	554.394	18037.71	756.46	355.000
234	554.474	18035.11	759.05	348.000
235	554.554	18032.52	761.65	330.000
236	554.633	18029.93	764.24	324.000
237	554.713	18027.33	766.83	337.000
238	554.793	18024.74	769.42	354.000
239	554.873	18022.15	772.02	358.000
240	554.952	18019.56	774.61	342.000
241	555.032	18016.97	777.19	343.000
242	555.112	18014.38	779.78	342.000
243	555.192	18011.79	782.37	369.000
244	555.272	18009.21	784.96	358.000
245	555.351	18006.62	787.55	370.000
246	555.431	18004.04	790.13	343.000
247	555.511	18001.45	792.72	341.000
248	555.591	17998.87	795.30	335.000
249	555.670	17996.28	797.88	344.000
250	555.750	17993.70	800.47	353.000
251	555.830	17991.12	803.05	352.000
252	555.910	17988.54	805.63	324.000
253	555.989	17985.95	808.21	324.000
254	556.069	17983.37	810.79	331.000
255	556.149	17980.80	813.37	355.000
256	556.229	17978.22	815.95	349.000
257	556.308	17975.64	818.53	349.000
258	556.388	17973.06	821.10	324.000
259	556.468	17970.49	823.68	317.000
260	556.548	17967.91	826.26	319.000
261	556.628	17965.33	828.83	341.000
262	556.707	17962.76	831.41	332.000
263	556.787	17960.19	833.98	314.000
264	556.867	17957.61	836.55	308.000
265	556.947	17955.04	839.12	308.000
266	557.026	17952.47	841.70	316.000
267	557.106	17949.90	844.27	330.000
268	557.186	17947.33	846.84	313.000
269	557.266	17944.76	849.41	306.000
270	557.346	17942.19	851.97	305.000
271	557.425	17939.62	854.54	301.000
272	557.505	17937.06	857.11	321.000
273	557.585	17934.49	859.68	325.000
274	557.665	17931.93	862.24	319.000
275	557.744	17929.36	864.81	306.000
276	557.824	17926.80	867.37	309.000
277	557.904	17924.23	869.93	337.000
278	557.984	17921.67	872.50	337.000
279	558.064	17919.11	875.06	333.000
280	558.143	17916.55	877.62	301.000
281	558.223	17913.99	880.18	302.000
282	558.303	17911.43	882.74	303.000
283	558.383	17908.87	885.30	329.000
284	558.462	17906.31	887.86	352.000
285	558.542	17903.75	890.42	317.000
286	558.622	17901.19	892.97	309.000
287	558.702	17898.64	895.53	324.000
288	558.782	17896.08	898.08	334.000
289	558.861	17893.53	900.64	346.000
290	558.941	17890.97	903.19	339.000
291	559.021	17888.42	905.75	310.000
292	559.101	17885.87	908.30	313.000
293	559.180	17883.31	910.85	316.000
294	559.260	17880.76	913.40	348.000
295	559.340	17878.21	915.95	346.000
296	559.420	17875.66	918.50	338.000
297	559.500	17873.11	921.05	326.000
298	559.579	17870.56	923.60	325.000
299	559.659	17868.02	926.15	352.000
300	559.739	17865.47	928.70	361.000
301	559.819	17862.92	931.24	364.000
302	559.899	17860.38	933.79	337.000
303	559.978	17857.83	936.33	331.000
304	560.058	17855.29	938.88	337.000
305	560.138	17852.74	941.42	366.000
306	560.218	17850.20	943.96	374.000
307	560.298	17847.66	946.51	375.000
308	560.377	17845.12	949.05	352.000
309	560.457	17842.58	951.59	337.000
310	560.537	17840.04	954.13	354.000
311	560.617	17837.50	956.67	367.000
312	560.697	17834.96	959.21	372.000
313	560.776	17832.42	961.74	382.000
314	560.856	17829.88	964.28	365.000
315	560.936	17827.35	966.82	356.000
316	561.016	17824.81	969.35	353.000
317	561.096	17822.28	971.89	369.000
318	561.175	17819.74	974.42	370.000
319	561.255	17817.21	976.96	375.000
320	561.335	17814.68	979.49	371.000
321	561.415	17812.14	982.02	349.000
322	561.495	17809.61	984.55	354.000
323	561.574	17807.08	987.08	395.000
324	561.654	17804.55	989.61	390.000
325	561.734	17802.02	992.14	399.000
326	561.814	17799.49	994.67	377.000
327	561.894	17796.97	997.20	390.000
328	561.973	17794.44	999.73	376.000
329	562.053	17791.91	1002.25	382.000
330	562.133	17789.39	1004.78	390.000
331	562.213	17786.86	1007.30	393.000
332	562.293	17784.34	1009.83	381.000
333	562.372	17781.81	1012.35	399.000
334	562.452	17779.29	1014.88	388.000
335	562.532	17776.77	1017.40	406.000
336	562.612	17774.25	1019.92	415.000
337	562.692	17771.73	1022.44	412.000
338	562.771	17769.21	1024.96	394.000
339	562.851	17766.69	1027.48	398.000
340	562.931	17764.17	1030.00	403.000
341	563.011	17761.65	1032.52	423.000
342	563.091	17759.13	1035.03	445.000
343	563.170	17756.61	1037.55	451.000
344	563.250	17754.10	1040.07	421.000
345	563.330	17751.58	1042.58	422.000
346	563.410	17749.07	1045.10	454.000
347	563.490	17746.56	1047.61	458.000
348	563.569	17744.04	1050.12	464.000
349	563.649	17741.53	1052.64	446.000
350	563.729	17739.02	1055.15	460.000
351	563.809	17736.51	1057.66	472.000
352	563.889	17734.00	1060.17	492.000
353	563.969	17731.49	1062.68	499.000
354	564.048	17728.98	1065.19	465.000
355	564.128	17726.47	1067.70	472.000
356	564.208	17723.96	1070.20	472.000
357	564.288	17721.45	1072.71	507.000
358	564.368	17718.95	1075.22	521.000
359	564.447	17716.44	1077.72	515.000
360	564.527	17713.94	1080.23	482.000
361	564.607	17711.43	1082.73	484.000
362	564.687	17708.93	1085.24	523.000
363	564.767	17706.43	1087.74	531.000
364	564.846	17703.93	1090.24	516.000
365	564.926	17701.42	1092.74	495.000
366	565.006	17698.92	1095.24	491.000
367	565.086	17696.42	1097.74	501.000
368	565.166	17693.92	1100.24	497.000
369	565.246	17691.43	1102.74	504.000
370	565.325	17688.93	1105.24	495.000
371	565.405	17686.43	1107.73	481.000
372	565.485	17683.93	1110.23	487.000
373	565.565	17681.44	1112.73	464.000
374	565.645	17678.94	1115.22	464.000
375	565.724	17676.45	1117.72	476.000
376	565.804	17673.96	1120.21	475.000
377	565.884	17671.46	1122.70	444.000
378	565.964	17668.97	1125.20	429.000
379	566.044	17666.48	1127.69	422.000
380	566.124	17663.99	1130.18	453.000
381	566.203	17661.50	1132.67	438.000
382	566.283	17659.01	1135.16	415.000
383	566.363	17656.52	1137.65	396.000
384	566.443	17654.03	1140.13	384.000
385	566.523	17651.54	1142.62	410.000
386	566.602	17649.06	1145.11	407.000
387	566.682	17646.57	1147.59	414.000
388	566.762	17644.09	1150.08	369.000
389	566.842	17641.60	1152.56	366.000
390	566.922	17639.12	1155.05	391.000
391	567.002	17636.63	1157.53	389.000
392	567.081	17634.15	1160.01	387.000
393	567.161	17631.67	1162.50	367.000
394	567.241	17629.19	1164.98	351.000
395	567.321	17626.71	1167.46	347.000
396	567.401	17624.23	1169.94	346.000
397	567.481	17621.75	1172.42	361.000
398	567.560	17619.27	1174.90	353.000
399	567.640	17616.79	1177.37	345.000
400	567.720	17614.32	1179.85	314.000
401	567.800	17611.84	1182.33	331.000
402	567.880	17609.36	1184.80	329.000
403	567.960	17606.89	1187.28	342.000
404	568.039	17604.41	1189.75	351.000
405	568.119	17601.94	1192.23	334.000
406	568.199	17599.47	1194.70	308.000
407	568.279	17597.00	1197.17	304.000
408	568.359	17594.52	1199.64	299.000
409	568.438	17592.05	1202.11	329.000
410	568.518	17589.58	1204.58	325.000
411	568.598	17587.11	1207.05	326.000
412	568.678	17584.64	1209.52	295.000
413	568.758	17582.18	1211.99	302.000
414	568.838	17579.71	1214.46	301.000
415	568.917	17577.24	1216.92	297.000
416	568.997	17574.78	1219.39	315.000
417	569.077	17572.31	1221.86	317.000
418	569.157	17569.85	1224.32	320.000
419	569.237	17567.38	1226.78	302.000
420	569.317	17564.92	1229.25	279.000
421	569.396	17562.46	1231.71	288.000
422	569.476	17559.99	1234.17	294.000
423	569.556	17557.53	1236.63	337.000
424	569.636	17555.07	1239.09	299.000
425	569.716	17552.61	1241.55	279.000
426	569.796	17550.15	1244.01	282.000
427	569.875	17547.69	1246.47	292.000
428	569.955	17545.24	1248.93	308.000
429	570.035	17542.78	1251.39	326.000
430	570.115	17540.32	1253.84	308.000
431	570.195	17537.87	1256.30	285.000
432	570.275	17535.41	1258.75	286.000
433	570.354	17532.96	1261.21	282.000
434	570.434	17530.50	1263.66	297.000
435	570.514	17528.05	1266.12	302.000
436	570.594	17525.60	1268.57	322.000
437	570.674	17523.15	1271.02	294.000
438	570.754	17520.70	1273.47	288.000
439	570.833	17518.25	1275.92	307.000
440	570.913	17515.80	1278.37	309.000
441	570.993	17513.35	1280.82	310.000
442	571.073	17510.90	1283.27	301.000
443	571.153	17508.45	1285.72	282.000
444	571.233	17506.00	1288.16	285.000
445	571.312	17503.56	1290.61	285.000
446	571.392	17501.11	1293.05	324.000
447	571.472	17498.67	1295.50	309.000
448	571.552	17496.22	1297.94	315.000
449	571.632	17493.78	1300.39	293.000
450	571.712	17491.34	1302.83	291.000
451	571.791	17488.89	1305.27	281.000
452	571.871	17486.45	1307.71	276.000
453	571.951	17484.01	1310.16	303.000
454	572.031	17481.57	1312.60	294.000
455	572.111	17479.13	1315.03	282.000
456	572.191	17476.69	1317.47	285.000
457	572.270	17474.25	1319.91	306.000
458	572.350	17471.82	1322.35	310.000
459	572.430	17469.38	1324.79	287.000
460	572.510	17466.94	1327.22	282.000
461	572.590	17464.51	1329.66	300.000
462	572.670	17462.07	1332.09	294.000
463	572.750	17459.64	1334.53	303.000
464	572.829	17457.21	1336.96	293.000
465	572.909	17454.77	1339.39	279.000
466	572.989	17452.34	1341.82	293.000
467	573.069	17449.91	1344.26	321.000
468	573.149	17447.48	1346.69	314.000
469	573.229	17445.05	1349.12	315.000
470	573.308	17442.62	1351.55	306.000
471	573.388	17440.19	1353.98	278.000
472	573.468	17437.76	1356.40	283.000
473	573.548	17435.34	1358.83	296.000
474	573.628	17432.91	1361.26	297.000
475	573.708	17430.48	1363.68	323.000
476	573.787	17428.06	1366.11	312.000
477	573.867	17425.63	1368.53	298.000
478	573.947	17423.21	1370.96	284.000
479	574.027	17420.79	1373.38	306.000
480	574.107	17418.36	1375.80	301.000
481	574.187	17415.94	1378.23	303.000
482	574.266	17413.52	1380.65	274.000
483	574.346	17411.10	1383.07	282.000
484	574.426	17408.68	1385.49	285.000
485	574.506	17406.26	1387.91	307.000
486	574.586	17403.84	1390.32	303.000
487	574.666	17401.42	1392.74	281.000
488	574.745	17399.01	1395.16	272.000
489	574.825	17396.59	1397.58	297.000
490	574.905	17394.17	1399.99	311.000
491	574.985	17391.76	1402.41	304.000
492	575.065	17389.34	1404.82	291.000
493	575.145	17386.93	1407.24	281.000
494	575.225	17384.52	1409.65	302.000
495	575.304	17382.10	1412.06	298.000
496	575.384	17379.69	1414.47	297.000
497	575.464	17377.28	1416.89	293.000
498	575.544	17374.87	1419.30	278.000
499	575.624	17372.46	1421.71	282.000
500	575.704	17370.05	1424.12	286.000
501	575.783	17367.64	1426.52	304.000
502	575.863	17365.23	1428.93	316.000
503	575.943	17362.83	1431.34	298.000
504	576.023	17360.42	1433.75	286.000
505	576.103	17358.01	1436.15	287.000
506	576.183	17355.61	1438.56	308.000
507	576.262	17353.20	1440.96	305.000
508	576.342	17350.80	1443.37	315.000
509	576.422	17348.40	1445.77	285.000
510	576.502	17345.99	1448.17	285.000
511	576.582	17343.59	1450.57	281.000
512	576.662	17341.19	1452.97	293.000
513	576.741	17338.79	1455.38	296.000
514	576.821	17336.39	1457.78	307.000
515	576.901	17333.99	1460.17	275.000
516	576.981	17331.59	1462.57	283.000
517	577.061	17329.20	1464.97	292.000
518	577.141	17326.80	1467.37	284.000
519	577.221	17324.40	1469.76	306.000
520	577.300	17322.01	1472.16	309.000
521	577.380	17319.61	1474.56	304.000
522	577.460	17317.22	1476.95	289.000
523	577.540	17314.82	1479.34	297.000
524	577.620	17312.43	1481.74	287.000
525	577.700	17310.04	1484.13	283.000
526	577.779	17307.64	1486.52	310.000
527	577.859	17305.25	1488.91	302.000
528	577.939	17302.86	1491.30	303.000
529	578.019	17300.47	1493.69	288.000
530	578.099	17298.08	1496.08	278.000
531	578.179	17295.69	1498.47	313.000
532	578.258	17293.31	1500.86	310.000
533	578.338	17290.92	1503.25	320.000
534	578.418	17288.53	1505.63	301.000
535	578.498	17286.15	1508.02	300.000
536	578.578	17283.76	1510.41	290.000
537	578.658	17281.38	1512.79	286.000
538	578.737	17278.99	1515.17	298.000
539	578.817	17276.61	1517.56	322.000
540	578.897	17274.23	1519.94	300.000
541	578.977	17271.84	1522.32	292.000
542	579.057	17269.46	1524.70	287.000
543	579.137	17267.08	1527.09	285.000
544	579.217	17264.70	1529.47	312.000
545	579.296	17262.32	1531.84	322.000
546	579.376	17259.94	1534.22	317.000
547	579.456	17257.56	1536.60	278.000
548	579.536	17255.19	1538.98	284.000
549	579.616	17252.81	1541.36	303.000
550	579.696	17250.43	1543.73	304.000
551	579.775	17248.06	1546.11	311.000
552	579.855	17245.68	1548.48	284.000
553	579.935	17243.31	1550.86	285.000
554	580.015	17240.94	1553.23	289.000
555	580.095	17238.56	1555.60	308.000
556	580.175	17236.19	1557.98	301.000
557	580.254	17233.82	1560.35	288.000
558	580.334	17231.45	1562.72	283.000
559	580.414	17229.08	1565.09	284.000
560	580.494	17226.71	1567.46	293.000
561	580.574	17224.34	1569.83	312.000
562	580.654	17221.97	1572.19	291.000
563	580.733	17219.60	1574.56	288.000
564	580.813	17217.24	1576.93	277.000
565	580.893	17214.87	1579.30	300.000
566	580.973	17212.51	1581.66	308.000
567	581.053	17210.14	1584.03	294.000
568	581.133	17207.78	1586.39	286.000
569	581.212	17205.41	1588.75	269.000
570	581.292	17203.05	1591.12	307.000
571	581.372	17200.69	1593.48	312.000
572	581.452	17198.32	1595.84	298.000
573	581.532	17195.96	1598.20	295.000
574	581.612	17193.60	1600.56	283.000
575	581.691	17191.24	1602.92	279.000
576	581.771	17188.88	1605.28	274.000
577	581.851	17186.53	1607.64	311.000
578	581.931	17184.17	1610.00	308.000
579	582.011	17181.81	1612.36	306.000
580	582.091	17179.45	1614.71	297.000
581	582.170	17177.10	1617.07	298.000
582	582.250	17174.74	1619.42	281.000
583	582.330	17172.39	1621.78	285.000
584	582.410	17170.03	1624.13	288.000
585	582.490	17167.68	1626.48	300.000
586	582.570	17165.33	1628.84	303.000
587	582.650	17162.98	1631.19	284.000
588	582.729	17160.63	1633.54	289.000
589	582.809	17158.27	1635.89	303.000
590	582.889	17155.92	1638.24	309.000
591	582.969	17153.58	1640.59	309.000
592	583.049	17151.23	1642.94	288.000
593	583.129	17148.88	1645.29	282.000
594	583.208	17146.53	1647.64	276.000
595	583.288	17144.18	1649.98	300.000
596	583.368	17141.84	1652.33	303.000
597	583.448	17139.49	1654.67	304.000
598	583.528	17137.15	1657.02	288.000
599	583.608	17134.80	1659.36	294.000
600	583.687	17132.46	1661.71	314.000
601	583.767	17130.12	1664.05	302.000
602	583.847	17127.77	1666.39	307.000
603	583.927	17125.43	1668.73	280.000
604	584.007	17123.09	1671.07	282.000
605	584.086	17120.75	1673.41	282.000
606	584.166	17118.41	1675.75	302.000
607	584.246	17116.07	1678.09	312.000
608	584.326	17113.73	1680.43	308.000
609	584.406	17111.40	1682.77	301.000
610	584.486	17109.06	1685.11	281.000
611	584.565	17106.72	1687.44	275.000
612	584.645	17104.39	1689.78	286.000
613	584.725	17102.05	1692.11	311.000
614	584.805	17099.72	1694.45	314.000
615	584.885	17097.38	1696.78	287.000
616	584.965	17095.05	1699.12	284.000
617	585.044	17092.72	1701.45	312.000
618	585.124	17090.39	1703.78	313.000
619	585.204	17088.06	1706.11	286.000
620	585.284	17085.72	1708.44	280.000
621	585.364	17083.39	1710.77	291.000
622	585.444	17081.07	1713.10	301.000
623	585.523	17078.74	1715.43	321.000
624	585.603	17076.41	1717.76	296.000
625	585.683	17074.08	1720.09	273.000
626	585.763	17071.75	1722.41	304.000
627	585.843	17069.43	1724.74	312.000
628	585.923	17067.10	1727.06	304.000
629	586.002	17064.78	1729.39	287.000
630	586.082	17062.45	1731.71	287.000
631	586.162	17060.13	1734.04	286.000
632	586.242	17057.81	1736.36	308.000
633	586.322	17055.48	1738.68	315.000
634	586.401	17053.16	1741.00	303.000
635	586.481	17050.84	1743.32	315.000
636	586.561	17048.52	1745.65	292.000
637	586.641	17046.20	1747.97	283.000
638	586.721	17043.88	1750.28	294.000
639	586.801	17041.56	1752.60	290.000
640	586.880	17039.25	1754.92	315.000
641	586.960	17036.93	1757.24	303.000
642	587.040	17034.61	1759.55	296.000
643	587.120	17032.30	1761.87	281.000
644	587.200	17029.98	1764.19	306.000
645	587.280	17027.67	1766.50	306.000
646	587.359	17025.35	1768.81	301.000
647	587.439	17023.04	1771.13	301.000
648	587.519	17020.73	1773.44	285.000
649	587.599	17018.41	1775.75	280.000
650	587.679	17016.10	1778.06	279.000
651	587.758	17013.79	1780.37	309.000
652	587.838	17011.48	1782.68	299.000
653	587.918	17009.17	1784.99	293.000
654	587.998	17006.86	1787.30	285.000
655	588.078	17004.55	1789.61	295.000
656	588.158	17002.25	1791.92	306.000
657	588.237	16999.94	1794.23	311.000
658	588.317	16997.63	1796.53	311.000
659	588.397	16995.33	1798.84	281.000
660	588.477	16993.02	1801.14	284.000
661	588.557	16990.72	1803.45	281.000
662	588.636	16988.41	1805.75	298.000
663	588.716	16986.11	1808.06	311.000
664	588.796	16983.81	1810.36	309.000
665	588.876	16981.51	1812.66	286.000
666	588.956	16979.21	1814.96	280.000
667	589.036	16976.90	1817.26	293.000
668	589.115	16974.60	1819.56	308.000
669	589.195	16972.31	1821.86	311.000
670	589.275	16970.01	1824.16	288.000
671	589.355	16967.71	1826.46	287.000
672	589.435	16965.41	1828.76	289.000
673	589.514	16963.11	1831.05	302.000
674	589.594	16960.82	1833.35	310.000
675	589.674	16958.52	1835.64	314.000
676	589.754	16956.23	1837.94	282.000
677	589.834	16953.93	1840.23	284.000
678	589.913	16951.64	1842.53	291.000
679	589.993	16949.35	1844.82	292.000
680	590.073	16947.05	1847.11	297.000
681	590.153	16944.76	1849.40	313.000
682	590.233	16942.47	1851.70	297.000
683	590.313	16940.18	1853.99	282.000
684	590.392	16937.89	1856.28	288.000
685	590.472	16935.60	1858.57	313.000
686	590.552	16933.31	1860.85	306.000
687	590.632	16931.02	1863.14	302.000
688	590.712	16928.74	1865.43	294.000
