Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  100
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -2.1℃
pixel(2026/03/27 15:12:46)	wavelength(2026/03/27 15:12:46)	wavenumber(2026/03/27 15:12:46)	ramanshift(2026/03/27 15:12:46)	intensity(2026/03/27 15:12:46)
125	545.785	18322.24	471.92	1156.000
126	545.864	18319.57	474.60	1032.000
127	545.944	18316.89	477.27	955.000
128	546.024	18314.22	479.94	892.000
129	546.103	18311.55	482.62	894.000
130	546.183	18308.88	485.29	883.000
131	546.263	18306.21	487.96	813.000
132	546.342	18303.54	490.63	780.000
133	546.422	18300.87	493.30	742.000
134	546.502	18298.20	495.97	734.000
135	546.582	18295.53	498.63	747.000
136	546.661	18292.87	501.30	731.000
137	546.741	18290.20	503.97	730.000
138	546.821	18287.53	506.63	775.000
139	546.900	18284.87	509.30	795.000
140	546.980	18282.21	511.96	826.000
141	547.060	18279.54	514.62	848.000
142	547.139	18276.88	517.29	904.000
143	547.219	18274.22	519.95	955.000
144	547.299	18271.56	522.61	1098.000
145	547.378	18268.90	525.27	1267.000
146	547.458	18266.24	527.93	1495.000
147	547.538	18263.58	530.59	1678.000
148	547.617	18260.92	533.24	1750.000
149	547.697	18258.26	535.90	1735.000
150	547.777	18255.61	538.56	1525.000
151	547.857	18252.95	541.21	1292.000
152	547.936	18250.30	543.87	1046.000
153	548.016	18247.64	546.52	890.000
154	548.096	18244.99	549.18	778.000
155	548.175	18242.34	551.83	716.000
156	548.255	18239.69	554.48	696.000
157	548.335	18237.03	557.13	667.000
158	548.414	18234.38	559.78	699.000
159	548.494	18231.73	562.43	655.000
160	548.574	18229.09	565.08	656.000
161	548.654	18226.44	567.73	638.000
162	548.733	18223.79	570.38	627.000
163	548.813	18221.14	573.02	663.000
164	548.893	18218.50	575.67	694.000
165	548.972	18215.85	578.31	689.000
166	549.052	18213.21	580.96	650.000
167	549.132	18210.56	583.60	596.000
168	549.212	18207.92	586.25	563.000
169	549.291	18205.28	588.89	537.000
170	549.371	18202.64	591.53	537.000
171	549.451	18200.00	594.17	530.000
172	549.530	18197.36	596.81	527.000
173	549.610	18194.72	599.45	484.000
174	549.690	18192.08	602.09	469.000
175	549.770	18189.44	604.73	469.000
176	549.849	18186.80	607.36	471.000
177	549.929	18184.17	610.00	493.000
178	550.009	18181.53	612.63	497.000
179	550.088	18178.90	615.27	482.000
180	550.168	18176.26	617.90	487.000
181	550.248	18173.63	620.54	531.000
182	550.328	18171.00	623.17	577.000
183	550.407	18168.36	625.80	593.000
184	550.487	18165.73	628.43	585.000
185	550.567	18163.10	631.06	546.000
186	550.646	18160.47	633.69	513.000
187	550.726	18157.84	636.32	492.000
188	550.806	18155.22	638.95	516.000
189	550.886	18152.59	641.58	500.000
190	550.965	18149.96	644.20	486.000
191	551.045	18147.34	646.83	489.000
192	551.125	18144.71	649.46	509.000
193	551.205	18142.09	652.08	564.000
194	551.284	18139.46	654.70	608.000
195	551.364	18136.84	657.33	649.000
196	551.444	18134.22	659.95	659.000
197	551.523	18131.60	662.57	650.000
198	551.603	18128.98	665.19	608.000
199	551.683	18126.35	667.81	567.000
200	551.763	18123.74	670.43	548.000
201	551.842	18121.12	673.05	531.000
202	551.922	18118.50	675.67	504.000
203	552.002	18115.88	678.28	477.000
204	552.082	18113.27	680.90	489.000
205	552.161	18110.65	683.52	513.000
206	552.241	18108.03	686.13	517.000
207	552.321	18105.42	688.75	512.000
208	552.401	18102.81	691.36	523.000
209	552.480	18100.19	693.97	546.000
210	552.560	18097.58	696.58	582.000
211	552.640	18094.97	699.20	608.000
212	552.719	18092.36	701.81	602.000
213	552.799	18089.75	704.42	578.000
214	552.879	18087.14	707.02	536.000
215	552.959	18084.53	709.63	509.000
216	553.038	18081.93	712.24	527.000
217	553.118	18079.32	714.85	542.000
218	553.198	18076.71	717.45	552.000
219	553.278	18074.11	720.06	596.000
220	553.357	18071.50	722.66	652.000
221	553.437	18068.90	725.27	693.000
222	553.517	18066.30	727.87	749.000
223	553.597	18063.69	730.47	801.000
224	553.676	18061.09	733.08	817.000
225	553.756	18058.49	735.68	755.000
226	553.836	18055.89	738.28	675.000
227	553.916	18053.29	740.88	610.000
228	553.995	18050.69	743.48	590.000
229	554.075	18048.09	746.07	626.000
230	554.155	18045.50	748.67	654.000
231	554.235	18042.90	751.27	704.000
232	554.314	18040.30	753.86	752.000
233	554.394	18037.71	756.46	813.000
234	554.474	18035.11	759.05	855.000
235	554.554	18032.52	761.65	864.000
236	554.633	18029.93	764.24	777.000
237	554.713	18027.33	766.83	724.000
238	554.793	18024.74	769.42	675.000
239	554.873	18022.15	772.02	699.000
240	554.952	18019.56	774.61	734.000
241	555.032	18016.97	777.19	819.000
242	555.112	18014.38	779.78	902.000
243	555.192	18011.79	782.37	1001.000
244	555.272	18009.21	784.96	1168.000
245	555.351	18006.62	787.55	1467.000
246	555.431	18004.04	790.13	1837.000
247	555.511	18001.45	792.72	2303.000
248	555.591	17998.87	795.30	2764.000
249	555.670	17996.28	797.88	3123.000
250	555.750	17993.70	800.47	3142.000
251	555.830	17991.12	803.05	2839.000
252	555.910	17988.54	805.63	2292.000
253	555.989	17985.95	808.21	1758.000
254	556.069	17983.37	810.79	1319.000
255	556.149	17980.80	813.37	1014.000
256	556.229	17978.22	815.95	872.000
257	556.308	17975.64	818.53	806.000
258	556.388	17973.06	821.10	785.000
259	556.468	17970.49	823.68	788.000
260	556.548	17967.91	826.26	801.000
261	556.628	17965.33	828.83	809.000
262	556.707	17962.76	831.41	802.000
263	556.787	17960.19	833.98	768.000
264	556.867	17957.61	836.55	719.000
265	556.947	17955.04	839.12	670.000
266	557.026	17952.47	841.70	644.000
267	557.106	17949.90	844.27	665.000
268	557.186	17947.33	846.84	661.000
269	557.266	17944.76	849.41	613.000
270	557.346	17942.19	851.97	585.000
271	557.425	17939.62	854.54	558.000
272	557.505	17937.06	857.11	556.000
273	557.585	17934.49	859.68	544.000
274	557.665	17931.93	862.24	504.000
275	557.744	17929.36	864.81	494.000
276	557.824	17926.80	867.37	491.000
277	557.904	17924.23	869.93	519.000
278	557.984	17921.67	872.50	522.000
279	558.064	17919.11	875.06	518.000
280	558.143	17916.55	877.62	521.000
281	558.223	17913.99	880.18	502.000
282	558.303	17911.43	882.74	511.000
283	558.383	17908.87	885.30	518.000
284	558.462	17906.31	887.86	569.000
285	558.542	17903.75	890.42	588.000
286	558.622	17901.19	892.97	599.000
287	558.702	17898.64	895.53	651.000
288	558.782	17896.08	898.08	752.000
289	558.861	17893.53	900.64	854.000
290	558.941	17890.97	903.19	930.000
291	559.021	17888.42	905.75	1054.000
292	559.101	17885.87	908.30	1294.000
293	559.180	17883.31	910.85	1630.000
294	559.260	17880.76	913.40	1982.000
295	559.340	17878.21	915.95	2065.000
296	559.420	17875.66	918.50	1828.000
297	559.500	17873.11	921.05	1424.000
298	559.579	17870.56	923.60	1060.000
299	559.659	17868.02	926.15	891.000
300	559.739	17865.47	928.70	842.000
301	559.819	17862.92	931.24	937.000
302	559.899	17860.38	933.79	1050.000
303	559.978	17857.83	936.33	1139.000
304	560.058	17855.29	938.88	1174.000
305	560.138	17852.74	941.42	1087.000
306	560.218	17850.20	943.96	937.000
307	560.298	17847.66	946.51	809.000
308	560.377	17845.12	949.05	700.000
309	560.457	17842.58	951.59	652.000
310	560.537	17840.04	954.13	620.000
311	560.617	17837.50	956.67	608.000
312	560.697	17834.96	959.21	623.000
313	560.776	17832.42	961.74	640.000
314	560.856	17829.88	964.28	678.000
315	560.936	17827.35	966.82	665.000
316	561.016	17824.81	969.35	664.000
317	561.096	17822.28	971.89	676.000
318	561.175	17819.74	974.42	729.000
319	561.255	17817.21	976.96	805.000
320	561.335	17814.68	979.49	880.000
321	561.415	17812.14	982.02	906.000
322	561.495	17809.61	984.55	891.000
323	561.574	17807.08	987.08	863.000
324	561.654	17804.55	989.61	828.000
325	561.734	17802.02	992.14	815.000
326	561.814	17799.49	994.67	825.000
327	561.894	17796.97	997.20	833.000
328	561.973	17794.44	999.73	813.000
329	562.053	17791.91	1002.25	733.000
330	562.133	17789.39	1004.78	660.000
331	562.213	17786.86	1007.30	596.000
332	562.293	17784.34	1009.83	563.000
333	562.372	17781.81	1012.35	557.000
334	562.452	17779.29	1014.88	533.000
335	562.532	17776.77	1017.40	517.000
336	562.612	17774.25	1019.92	517.000
337	562.692	17771.73	1022.44	523.000
338	562.771	17769.21	1024.96	551.000
339	562.851	17766.69	1027.48	561.000
340	562.931	17764.17	1030.00	522.000
341	563.011	17761.65	1032.52	515.000
342	563.091	17759.13	1035.03	526.000
343	563.170	17756.61	1037.55	530.000
344	563.250	17754.10	1040.07	520.000
345	563.330	17751.58	1042.58	499.000
346	563.410	17749.07	1045.10	493.000
347	563.490	17746.56	1047.61	501.000
348	563.569	17744.04	1050.12	524.000
349	563.649	17741.53	1052.64	528.000
350	563.729	17739.02	1055.15	528.000
351	563.809	17736.51	1057.66	509.000
352	563.889	17734.00	1060.17	506.000
353	563.969	17731.49	1062.68	513.000
354	564.048	17728.98	1065.19	515.000
355	564.128	17726.47	1067.70	544.000
356	564.208	17723.96	1070.20	548.000
357	564.288	17721.45	1072.71	556.000
358	564.368	17718.95	1075.22	536.000
359	564.447	17716.44	1077.72	522.000
360	564.527	17713.94	1080.23	542.000
361	564.607	17711.43	1082.73	548.000
362	564.687	17708.93	1085.24	553.000
363	564.767	17706.43	1087.74	539.000
364	564.846	17703.93	1090.24	529.000
365	564.926	17701.42	1092.74	537.000
366	565.006	17698.92	1095.24	542.000
367	565.086	17696.42	1097.74	576.000
368	565.166	17693.92	1100.24	581.000
369	565.246	17691.43	1102.74	555.000
370	565.325	17688.93	1105.24	559.000
371	565.405	17686.43	1107.73	569.000
372	565.485	17683.93	1110.23	603.000
373	565.565	17681.44	1112.73	618.000
374	565.645	17678.94	1115.22	635.000
375	565.724	17676.45	1117.72	626.000
376	565.804	17673.96	1120.21	621.000
377	565.884	17671.46	1122.70	644.000
378	565.964	17668.97	1125.20	666.000
379	566.044	17666.48	1127.69	692.000
380	566.124	17663.99	1130.18	672.000
381	566.203	17661.50	1132.67	685.000
382	566.283	17659.01	1135.16	699.000
383	566.363	17656.52	1137.65	745.000
384	566.443	17654.03	1140.13	788.000
385	566.523	17651.54	1142.62	803.000
386	566.602	17649.06	1145.11	813.000
387	566.682	17646.57	1147.59	852.000
388	566.762	17644.09	1150.08	929.000
389	566.842	17641.60	1152.56	1052.000
390	566.922	17639.12	1155.05	1163.000
391	567.002	17636.63	1157.53	1343.000
392	567.081	17634.15	1160.01	1595.000
393	567.161	17631.67	1162.50	1953.000
394	567.241	17629.19	1164.98	2406.000
395	567.321	17626.71	1167.46	2854.000
396	567.401	17624.23	1169.94	3182.000
397	567.481	17621.75	1172.42	3251.000
398	567.560	17619.27	1174.90	3101.000
399	567.640	17616.79	1177.37	2912.000
400	567.720	17614.32	1179.85	2703.000
401	567.800	17611.84	1182.33	2451.000
402	567.880	17609.36	1184.80	2166.000
403	567.960	17606.89	1187.28	1871.000
404	568.039	17604.41	1189.75	1629.000
405	568.119	17601.94	1192.23	1416.000
406	568.199	17599.47	1194.70	1242.000
407	568.279	17597.00	1197.17	1104.000
408	568.359	17594.52	1199.64	998.000
409	568.438	17592.05	1202.11	978.000
410	568.518	17589.58	1204.58	1056.000
411	568.598	17587.11	1207.05	1248.000
412	568.678	17584.64	1209.52	1645.000
413	568.758	17582.18	1211.99	2266.000
414	568.838	17579.71	1214.46	2999.000
415	568.917	17577.24	1216.92	3464.000
416	568.997	17574.78	1219.39	3443.000
417	569.077	17572.31	1221.86	2736.000
418	569.157	17569.85	1224.32	1974.000
419	569.237	17567.38	1226.78	1431.000
420	569.317	17564.92	1229.25	1104.000
421	569.396	17562.46	1231.71	909.000
422	569.476	17559.99	1234.17	805.000
423	569.556	17557.53	1236.63	763.000
424	569.636	17555.07	1239.09	701.000
425	569.716	17552.61	1241.55	657.000
426	569.796	17550.15	1244.01	667.000
427	569.875	17547.69	1246.47	685.000
428	569.955	17545.24	1248.93	654.000
429	570.035	17542.78	1251.39	632.000
430	570.115	17540.32	1253.84	637.000
431	570.195	17537.87	1256.30	655.000
432	570.275	17535.41	1258.75	677.000
433	570.354	17532.96	1261.21	705.000
434	570.434	17530.50	1263.66	716.000
435	570.514	17528.05	1266.12	727.000
436	570.594	17525.60	1268.57	765.000
437	570.674	17523.15	1271.02	831.000
438	570.754	17520.70	1273.47	902.000
439	570.833	17518.25	1275.92	999.000
440	570.913	17515.80	1278.37	1138.000
441	570.993	17513.35	1280.82	1407.000
442	571.073	17510.90	1283.27	1781.000
443	571.153	17508.45	1285.72	2216.000
444	571.233	17506.00	1288.16	2627.000
445	571.312	17503.56	1290.61	2809.000
446	571.392	17501.11	1293.05	2735.000
447	571.472	17498.67	1295.50	2438.000
448	571.552	17496.22	1297.94	2080.000
449	571.632	17493.78	1300.39	1704.000
450	571.712	17491.34	1302.83	1360.000
451	571.791	17488.89	1305.27	1175.000
452	571.871	17486.45	1307.71	1060.000
453	571.951	17484.01	1310.16	997.000
454	572.031	17481.57	1312.60	974.000
455	572.111	17479.13	1315.03	953.000
456	572.191	17476.69	1317.47	917.000
457	572.270	17474.25	1319.91	926.000
458	572.350	17471.82	1322.35	956.000
459	572.430	17469.38	1324.79	1015.000
460	572.510	17466.94	1327.22	1173.000
461	572.590	17464.51	1329.66	1348.000
462	572.670	17462.07	1332.09	1598.000
463	572.750	17459.64	1334.53	1771.000
464	572.829	17457.21	1336.96	1825.000
465	572.909	17454.77	1339.39	1762.000
466	572.989	17452.34	1341.82	1647.000
467	573.069	17449.91	1344.26	1577.000
468	573.149	17447.48	1346.69	1598.000
469	573.229	17445.05	1349.12	1733.000
470	573.308	17442.62	1351.55	1991.000
471	573.388	17440.19	1353.98	2452.000
472	573.468	17437.76	1356.40	3108.000
473	573.548	17435.34	1358.83	4023.000
474	573.628	17432.91	1361.26	4812.000
475	573.708	17430.48	1363.68	5189.000
476	573.787	17428.06	1366.11	5082.000
477	573.867	17425.63	1368.53	4410.000
478	573.947	17423.21	1370.96	3690.000
479	574.027	17420.79	1373.38	3003.000
480	574.107	17418.36	1375.80	2574.000
481	574.187	17415.94	1378.23	2338.000
482	574.266	17413.52	1380.65	2260.000
483	574.346	17411.10	1383.07	2283.000
484	574.426	17408.68	1385.49	2505.000
485	574.506	17406.26	1387.91	2762.000
486	574.586	17403.84	1390.32	3121.000
487	574.666	17401.42	1392.74	3410.000
488	574.745	17399.01	1395.16	3413.000
489	574.825	17396.59	1397.58	3147.000
490	574.905	17394.17	1399.99	2746.000
491	574.985	17391.76	1402.41	2304.000
492	575.065	17389.34	1404.82	1953.000
493	575.145	17386.93	1407.24	1717.000
494	575.225	17384.52	1409.65	1547.000
495	575.304	17382.10	1412.06	1441.000
496	575.384	17379.69	1414.47	1306.000
497	575.464	17377.28	1416.89	1197.000
498	575.544	17374.87	1419.30	1093.000
499	575.624	17372.46	1421.71	1009.000
500	575.704	17370.05	1424.12	942.000
501	575.783	17367.64	1426.52	919.000
502	575.863	17365.23	1428.93	914.000
503	575.943	17362.83	1431.34	949.000
504	576.023	17360.42	1433.75	983.000
505	576.103	17358.01	1436.15	1040.000
506	576.183	17355.61	1438.56	1064.000
507	576.262	17353.20	1440.96	1098.000
508	576.342	17350.80	1443.37	1127.000
509	576.422	17348.40	1445.77	1156.000
510	576.502	17345.99	1448.17	1160.000
511	576.582	17343.59	1450.57	1159.000
512	576.662	17341.19	1452.97	1114.000
513	576.741	17338.79	1455.38	1103.000
514	576.821	17336.39	1457.78	1111.000
515	576.901	17333.99	1460.17	1145.000
516	576.981	17331.59	1462.57	1235.000
517	577.061	17329.20	1464.97	1259.000
518	577.141	17326.80	1467.37	1286.000
519	577.221	17324.40	1469.76	1372.000
520	577.300	17322.01	1472.16	1422.000
521	577.380	17319.61	1474.56	1520.000
522	577.460	17317.22	1476.95	1578.000
523	577.540	17314.82	1479.34	1705.000
524	577.620	17312.43	1481.74	1875.000
525	577.700	17310.04	1484.13	2125.000
526	577.779	17307.64	1486.52	2228.000
527	577.859	17305.25	1488.91	2100.000
528	577.939	17302.86	1491.30	1829.000
529	578.019	17300.47	1493.69	1525.000
530	578.099	17298.08	1496.08	1306.000
531	578.179	17295.69	1498.47	1156.000
532	578.258	17293.31	1500.86	1041.000
533	578.338	17290.92	1503.25	976.000
534	578.418	17288.53	1505.63	947.000
535	578.498	17286.15	1508.02	969.000
536	578.578	17283.76	1510.41	990.000
537	578.658	17281.38	1512.79	978.000
538	578.737	17278.99	1515.17	984.000
539	578.817	17276.61	1517.56	982.000
540	578.897	17274.23	1519.94	961.000
541	578.977	17271.84	1522.32	951.000
542	579.057	17269.46	1524.70	942.000
543	579.137	17267.08	1527.09	906.000
544	579.217	17264.70	1529.47	847.000
545	579.296	17262.32	1531.84	853.000
546	579.376	17259.94	1534.22	863.000
547	579.456	17257.56	1536.60	853.000
548	579.536	17255.19	1538.98	855.000
549	579.616	17252.81	1541.36	833.000
550	579.696	17250.43	1543.73	828.000
551	579.775	17248.06	1546.11	824.000
552	579.855	17245.68	1548.48	835.000
553	579.935	17243.31	1550.86	842.000
554	580.015	17240.94	1553.23	824.000
555	580.095	17238.56	1555.60	814.000
556	580.175	17236.19	1557.98	833.000
557	580.254	17233.82	1560.35	882.000
558	580.334	17231.45	1562.72	930.000
559	580.414	17229.08	1565.09	996.000
560	580.494	17226.71	1567.46	1039.000
561	580.574	17224.34	1569.83	1115.000
562	580.654	17221.97	1572.19	1202.000
563	580.733	17219.60	1574.56	1320.000
564	580.813	17217.24	1576.93	1472.000
565	580.893	17214.87	1579.30	1677.000
566	580.973	17212.51	1581.66	1934.000
567	581.053	17210.14	1584.03	2270.000
568	581.133	17207.78	1586.39	2693.000
569	581.212	17205.41	1588.75	3043.000
570	581.292	17203.05	1591.12	3130.000
571	581.372	17200.69	1593.48	2896.000
572	581.452	17198.32	1595.84	2424.000
573	581.532	17195.96	1598.20	2004.000
574	581.612	17193.60	1600.56	1830.000
575	581.691	17191.24	1602.92	1926.000
576	581.771	17188.88	1605.28	2320.000
577	581.851	17186.53	1607.64	3100.000
578	581.931	17184.17	1610.00	4296.000
579	582.011	17181.81	1612.36	5703.000
580	582.091	17179.45	1614.71	6832.000
581	582.170	17177.10	1617.07	7022.000
582	582.250	17174.74	1619.42	6086.000
583	582.330	17172.39	1621.78	4541.000
584	582.410	17170.03	1624.13	3198.000
585	582.490	17167.68	1626.48	2374.000
586	582.570	17165.33	1628.84	1948.000
587	582.650	17162.98	1631.19	1650.000
588	582.729	17160.63	1633.54	1416.000
589	582.809	17158.27	1635.89	1228.000
590	582.889	17155.92	1638.24	1069.000
591	582.969	17153.58	1640.59	972.000
592	583.049	17151.23	1642.94	913.000
593	583.129	17148.88	1645.29	872.000
594	583.208	17146.53	1647.64	826.000
595	583.288	17144.18	1649.98	809.000
596	583.368	17141.84	1652.33	791.000
597	583.448	17139.49	1654.67	772.000
598	583.528	17137.15	1657.02	753.000
599	583.608	17134.80	1659.36	750.000
600	583.687	17132.46	1661.71	698.000
601	583.767	17130.12	1664.05	664.000
602	583.847	17127.77	1666.39	641.000
603	583.927	17125.43	1668.73	631.000
604	584.007	17123.09	1671.07	652.000
605	584.086	17120.75	1673.41	635.000
606	584.166	17118.41	1675.75	600.000
607	584.246	17116.07	1678.09	593.000
608	584.326	17113.73	1680.43	574.000
609	584.406	17111.40	1682.77	602.000
610	584.486	17109.06	1685.11	595.000
611	584.565	17106.72	1687.44	552.000
612	584.645	17104.39	1689.78	541.000
613	584.725	17102.05	1692.11	561.000
614	584.805	17099.72	1694.45	559.000
615	584.885	17097.38	1696.78	557.000
616	584.965	17095.05	1699.12	552.000
617	585.044	17092.72	1701.45	525.000
618	585.124	17090.39	1703.78	522.000
619	585.204	17088.06	1706.11	523.000
620	585.284	17085.72	1708.44	554.000
621	585.364	17083.39	1710.77	546.000
622	585.444	17081.07	1713.10	539.000
623	585.523	17078.74	1715.43	517.000
624	585.603	17076.41	1717.76	510.000
625	585.683	17074.08	1720.09	482.000
626	585.763	17071.75	1722.41	496.000
627	585.843	17069.43	1724.74	512.000
628	585.923	17067.10	1727.06	509.000
629	586.002	17064.78	1729.39	471.000
630	586.082	17062.45	1731.71	487.000
631	586.162	17060.13	1734.04	507.000
632	586.242	17057.81	1736.36	494.000
633	586.322	17055.48	1738.68	487.000
634	586.401	17053.16	1741.00	480.000
635	586.481	17050.84	1743.32	482.000
636	586.561	17048.52	1745.65	476.000
637	586.641	17046.20	1747.97	497.000
638	586.721	17043.88	1750.28	492.000
639	586.801	17041.56	1752.60	491.000
640	586.880	17039.25	1754.92	458.000
641	586.960	17036.93	1757.24	453.000
642	587.040	17034.61	1759.55	461.000
643	587.120	17032.30	1761.87	470.000
644	587.200	17029.98	1764.19	489.000
645	587.280	17027.67	1766.50	448.000
646	587.359	17025.35	1768.81	459.000
647	587.439	17023.04	1771.13	455.000
648	587.519	17020.73	1773.44	480.000
649	587.599	17018.41	1775.75	484.000
650	587.679	17016.10	1778.06	451.000
651	587.758	17013.79	1780.37	458.000
652	587.838	17011.48	1782.68	464.000
653	587.918	17009.17	1784.99	464.000
654	587.998	17006.86	1787.30	489.000
655	588.078	17004.55	1789.61	496.000
656	588.158	17002.25	1791.92	491.000
657	588.237	16999.94	1794.23	480.000
658	588.317	16997.63	1796.53	476.000
659	588.397	16995.33	1798.84	475.000
660	588.477	16993.02	1801.14	518.000
661	588.557	16990.72	1803.45	516.000
662	588.636	16988.41	1805.75	520.000
663	588.716	16986.11	1808.06	509.000
664	588.796	16983.81	1810.36	493.000
665	588.876	16981.51	1812.66	504.000
666	588.956	16979.21	1814.96	496.000
667	589.036	16976.90	1817.26	527.000
668	589.115	16974.60	1819.56	523.000
669	589.195	16972.31	1821.86	518.000
670	589.275	16970.01	1824.16	488.000
671	589.355	16967.71	1826.46	490.000
672	589.435	16965.41	1828.76	506.000
673	589.514	16963.11	1831.05	523.000
674	589.594	16960.82	1833.35	520.000
675	589.674	16958.52	1835.64	504.000
676	589.754	16956.23	1837.94	494.000
