Instrument:  EduRaman Pro
The Light Source Type:  532.08nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -0.2℃
pixel(2026/03/27 10:29:29)	wavelength(2026/03/27 10:29:29)	wavenumber(2026/03/27 10:29:29)	ramanshift(2026/03/27 10:29:29)	intensity(2026/03/27 10:29:29)
351	563.809	17736.51	1057.66	565.000
352	563.889	17734.00	1060.17	573.000
353	563.969	17731.49	1062.68	583.000
354	564.048	17728.98	1065.19	596.000
355	564.128	17726.47	1067.70	597.000
356	564.208	17723.96	1070.20	585.000
357	564.288	17721.45	1072.71	574.000
358	564.368	17718.95	1075.22	592.000
359	564.447	17716.44	1077.72	596.000
360	564.527	17713.94	1080.23	597.000
361	564.607	17711.43	1082.73	615.000
362	564.687	17708.93	1085.24	629.000
363	564.767	17706.43	1087.74	630.000
364	564.846	17703.93	1090.24	600.000
365	564.926	17701.42	1092.74	590.000
366	565.006	17698.92	1095.24	588.000
367	565.086	17696.42	1097.74	618.000
368	565.166	17693.92	1100.24	622.000
369	565.246	17691.43	1102.74	573.000
370	565.325	17688.93	1105.24	581.000
371	565.405	17686.43	1107.73	569.000
372	565.485	17683.93	1110.23	624.000
373	565.565	17681.44	1112.73	596.000
374	565.645	17678.94	1115.22	566.000
375	565.724	17676.45	1117.72	565.000
376	565.804	17673.96	1120.21	551.000
377	565.884	17671.46	1122.70	557.000
378	565.964	17668.97	1125.20	566.000
379	566.044	17666.48	1127.69	554.000
380	566.124	17663.99	1130.18	527.000
381	566.203	17661.50	1132.67	507.000
382	566.283	17659.01	1135.16	514.000
383	566.363	17656.52	1137.65	530.000
384	566.443	17654.03	1140.13	524.000
385	566.523	17651.54	1142.62	504.000
386	566.602	17649.06	1145.11	496.000
387	566.682	17646.57	1147.59	512.000
388	566.762	17644.09	1150.08	512.000
389	566.842	17641.60	1152.56	524.000
390	566.922	17639.12	1155.05	515.000
391	567.002	17636.63	1157.53	517.000
392	567.081	17634.15	1160.01	535.000
393	567.161	17631.67	1162.50	563.000
394	567.241	17629.19	1164.98	599.000
395	567.321	17626.71	1167.46	608.000
396	567.401	17624.23	1169.94	614.000
397	567.481	17621.75	1172.42	620.000
398	567.560	17619.27	1174.90	595.000
399	567.640	17616.79	1177.37	600.000
400	567.720	17614.32	1179.85	570.000
401	567.800	17611.84	1182.33	550.000
402	567.880	17609.36	1184.80	526.000
403	567.960	17606.89	1187.28	487.000
404	568.039	17604.41	1189.75	467.000
405	568.119	17601.94	1192.23	454.000
406	568.199	17599.47	1194.70	444.000
407	568.279	17597.00	1197.17	451.000
408	568.359	17594.52	1199.64	452.000
409	568.438	17592.05	1202.11	457.000
410	568.518	17589.58	1204.58	454.000
411	568.598	17587.11	1207.05	468.000
412	568.678	17584.64	1209.52	503.000
413	568.758	17582.18	1211.99	558.000
414	568.838	17579.71	1214.46	575.000
415	568.917	17577.24	1216.92	557.000
416	568.997	17574.78	1219.39	517.000
417	569.077	17572.31	1221.86	457.000
418	569.157	17569.85	1224.32	444.000
419	569.237	17567.38	1226.78	448.000
420	569.317	17564.92	1229.25	433.000
421	569.396	17562.46	1231.71	444.000
422	569.476	17559.99	1234.17	425.000
423	569.556	17557.53	1236.63	427.000
424	569.636	17555.07	1239.09	404.000
425	569.716	17552.61	1241.55	405.000
426	569.796	17550.15	1244.01	398.000
427	569.875	17547.69	1246.47	441.000
428	569.955	17545.24	1248.93	429.000
429	570.035	17542.78	1251.39	439.000
430	570.115	17540.32	1253.84	427.000
431	570.195	17537.87	1256.30	406.000
432	570.275	17535.41	1258.75	395.000
433	570.354	17532.96	1261.21	409.000
434	570.434	17530.50	1263.66	401.000
435	570.514	17528.05	1266.12	426.000
436	570.594	17525.60	1268.57	447.000
437	570.674	17523.15	1271.02	412.000
438	570.754	17520.70	1273.47	424.000
439	570.833	17518.25	1275.92	441.000
440	570.913	17515.80	1278.37	460.000
441	570.993	17513.35	1280.82	486.000
442	571.073	17510.90	1283.27	473.000
443	571.153	17508.45	1285.72	492.000
444	571.233	17506.00	1288.16	529.000
445	571.312	17503.56	1290.61	568.000
446	571.392	17501.11	1293.05	602.000
447	571.472	17498.67	1295.50	559.000
448	571.552	17496.22	1297.94	534.000
449	571.632	17493.78	1300.39	501.000
450	571.712	17491.34	1302.83	471.000
451	571.791	17488.89	1305.27	463.000
452	571.871	17486.45	1307.71	461.000
453	571.951	17484.01	1310.16	448.000
454	572.031	17481.57	1312.60	422.000
455	572.111	17479.13	1315.03	423.000
456	572.191	17476.69	1317.47	426.000
457	572.270	17474.25	1319.91	437.000
458	572.350	17471.82	1322.35	448.000
459	572.430	17469.38	1324.79	443.000
460	572.510	17466.94	1327.22	434.000
461	572.590	17464.51	1329.66	452.000
462	572.670	17462.07	1332.09	473.000
463	572.750	17459.64	1334.53	523.000
464	572.829	17457.21	1336.96	527.000
465	572.909	17454.77	1339.39	496.000
466	572.989	17452.34	1341.82	494.000
467	573.069	17449.91	1344.26	493.000
468	573.149	17447.48	1346.69	499.000
469	573.229	17445.05	1349.12	523.000
470	573.308	17442.62	1351.55	564.000
471	573.388	17440.19	1353.98	546.000
472	573.468	17437.76	1356.40	586.000
473	573.548	17435.34	1358.83	696.000
474	573.628	17432.91	1361.26	730.000
475	573.708	17430.48	1363.68	768.000
476	573.787	17428.06	1366.11	730.000
477	573.867	17425.63	1368.53	694.000
478	573.947	17423.21	1370.96	640.000
479	574.027	17420.79	1373.38	621.000
480	574.107	17418.36	1375.80	605.000
481	574.187	17415.94	1378.23	593.000
482	574.266	17413.52	1380.65	563.000
483	574.346	17411.10	1383.07	580.000
484	574.426	17408.68	1385.49	591.000
485	574.506	17406.26	1387.91	619.000
486	574.586	17403.84	1390.32	624.000
487	574.666	17401.42	1392.74	615.000
488	574.745	17399.01	1395.16	580.000
489	574.825	17396.59	1397.58	538.000
490	574.905	17394.17	1399.99	501.000
491	574.985	17391.76	1402.41	495.000
492	575.065	17389.34	1404.82	494.000
493	575.145	17386.93	1407.24	491.000
494	575.225	17384.52	1409.65	468.000
495	575.304	17382.10	1412.06	447.000
496	575.384	17379.69	1414.47	454.000
497	575.464	17377.28	1416.89	448.000
498	575.544	17374.87	1419.30	463.000
499	575.624	17372.46	1421.71	463.000
500	575.704	17370.05	1424.12	452.000
501	575.783	17367.64	1426.52	462.000
502	575.863	17365.23	1428.93	484.000
503	575.943	17362.83	1431.34	500.000
504	576.023	17360.42	1433.75	521.000
505	576.103	17358.01	1436.15	500.000
506	576.183	17355.61	1438.56	513.000
507	576.262	17353.20	1440.96	510.000
508	576.342	17350.80	1443.37	518.000
509	576.422	17348.40	1445.77	526.000
510	576.502	17345.99	1448.17	515.000
511	576.582	17343.59	1450.57	503.000
512	576.662	17341.19	1452.97	482.000
513	576.741	17338.79	1455.38	471.000
514	576.821	17336.39	1457.78	483.000
515	576.901	17333.99	1460.17	488.000
516	576.981	17331.59	1462.57	507.000
517	577.061	17329.20	1464.97	519.000
518	577.141	17326.80	1467.37	499.000
519	577.221	17324.40	1469.76	504.000
520	577.300	17322.01	1472.16	503.000
521	577.380	17319.61	1474.56	518.000
522	577.460	17317.22	1476.95	534.000
523	577.540	17314.82	1479.34	543.000
524	577.620	17312.43	1481.74	543.000
525	577.700	17310.04	1484.13	560.000
526	577.779	17307.64	1486.52	560.000
527	577.859	17305.25	1488.91	544.000
528	577.939	17302.86	1491.30	539.000
529	578.019	17300.47	1493.69	525.000
530	578.099	17298.08	1496.08	477.000
531	578.179	17295.69	1498.47	454.000
532	578.258	17293.31	1500.86	441.000
533	578.338	17290.92	1503.25	462.000
534	578.418	17288.53	1505.63	458.000
535	578.498	17286.15	1508.02	480.000
536	578.578	17283.76	1510.41	445.000
537	578.658	17281.38	1512.79	448.000
538	578.737	17278.99	1515.17	435.000
539	578.817	17276.61	1517.56	478.000
540	578.897	17274.23	1519.94	466.000
541	578.977	17271.84	1522.32	467.000
542	579.057	17269.46	1524.70	439.000
543	579.137	17267.08	1527.09	422.000
544	579.217	17264.70	1529.47	433.000
545	579.296	17262.32	1531.84	459.000
546	579.376	17259.94	1534.22	465.000
547	579.456	17257.56	1536.60	447.000
548	579.536	17255.19	1538.98	446.000
549	579.616	17252.81	1541.36	428.000
550	579.696	17250.43	1543.73	439.000
551	579.775	17248.06	1546.11	474.000
552	579.855	17245.68	1548.48	459.000
553	579.935	17243.31	1550.86	436.000
554	580.015	17240.94	1553.23	432.000
555	580.095	17238.56	1555.60	431.000
556	580.175	17236.19	1557.98	431.000
557	580.254	17233.82	1560.35	454.000
558	580.334	17231.45	1562.72	454.000
559	580.414	17229.08	1565.09	444.000
560	580.494	17226.71	1567.46	448.000
561	580.574	17224.34	1569.83	470.000
562	580.654	17221.97	1572.19	491.000
563	580.733	17219.60	1574.56	509.000
564	580.813	17217.24	1576.93	496.000
565	580.893	17214.87	1579.30	538.000
566	580.973	17212.51	1581.66	552.000
567	581.053	17210.14	1584.03	618.000
568	581.133	17207.78	1586.39	674.000
569	581.212	17205.41	1588.75	700.000
570	581.292	17203.05	1591.12	701.000
571	581.372	17200.69	1593.48	655.000
572	581.452	17198.32	1595.84	578.000
573	581.532	17195.96	1598.20	546.000
574	581.612	17193.60	1600.56	535.000
575	581.691	17191.24	1602.92	566.000
576	581.771	17188.88	1605.28	607.000
577	581.851	17186.53	1607.64	741.000
578	581.931	17184.17	1610.00	893.000
579	582.011	17181.81	1612.36	1027.000
580	582.091	17179.45	1614.71	1062.000
581	582.170	17177.10	1617.07	991.000
582	582.250	17174.74	1619.42	850.000
583	582.330	17172.39	1621.78	707.000
584	582.410	17170.03	1624.13	592.000
585	582.490	17167.68	1626.48	533.000
586	582.570	17165.33	1628.84	519.000
587	582.650	17162.98	1631.19	506.000
588	582.729	17160.63	1633.54	499.000
589	582.809	17158.27	1635.89	472.000
590	582.889	17155.92	1638.24	453.000
591	582.969	17153.58	1640.59	451.000
592	583.049	17151.23	1642.94	469.000
593	583.129	17148.88	1645.29	458.000
594	583.208	17146.53	1647.64	453.000
595	583.288	17144.18	1649.98	459.000
596	583.368	17141.84	1652.33	441.000
597	583.448	17139.49	1654.67	443.000
598	583.528	17137.15	1657.02	422.000
599	583.608	17134.80	1659.36	428.000
600	583.687	17132.46	1661.71	450.000
601	583.767	17130.12	1664.05	437.000
602	583.847	17127.77	1666.39	441.000
603	583.927	17125.43	1668.73	406.000
604	584.007	17123.09	1671.07	411.000
605	584.086	17120.75	1673.41	429.000
606	584.166	17118.41	1675.75	442.000
607	584.246	17116.07	1678.09	420.000
608	584.326	17113.73	1680.43	405.000
609	584.406	17111.40	1682.77	422.000
610	584.486	17109.06	1685.11	432.000
611	584.565	17106.72	1687.44	436.000
612	584.645	17104.39	1689.78	402.000
613	584.725	17102.05	1692.11	407.000
614	584.805	17099.72	1694.45	408.000
615	584.885	17097.38	1696.78	432.000
616	584.965	17095.05	1699.12	418.000
617	585.044	17092.72	1701.45	417.000
618	585.124	17090.39	1703.78	408.000
619	585.204	17088.06	1706.11	401.000
620	585.284	17085.72	1708.44	417.000
621	585.364	17083.39	1710.77	434.000
622	585.444	17081.07	1713.10	404.000
623	585.523	17078.74	1715.43	394.000
624	585.603	17076.41	1717.76	422.000
625	585.683	17074.08	1720.09	420.000
626	585.763	17071.75	1722.41	434.000
627	585.843	17069.43	1724.74	417.000
628	585.923	17067.10	1727.06	408.000
629	586.002	17064.78	1729.39	398.000
630	586.082	17062.45	1731.71	406.000
631	586.162	17060.13	1734.04	424.000
632	586.242	17057.81	1736.36	414.000
633	586.322	17055.48	1738.68	404.000
634	586.401	17053.16	1741.00	403.000
635	586.481	17050.84	1743.32	398.000
636	586.561	17048.52	1745.65	400.000
637	586.641	17046.20	1747.97	425.000
638	586.721	17043.88	1750.28	428.000
639	586.801	17041.56	1752.60	417.000
640	586.880	17039.25	1754.92	397.000
641	586.960	17036.93	1757.24	387.000
642	587.040	17034.61	1759.55	402.000
643	587.120	17032.30	1761.87	413.000
644	587.200	17029.98	1764.19	421.000
645	587.280	17027.67	1766.50	389.000
646	587.359	17025.35	1768.81	386.000
647	587.439	17023.04	1771.13	385.000
648	587.519	17020.73	1773.44	408.000
649	587.599	17018.41	1775.75	416.000
650	587.679	17016.10	1778.06	408.000
651	587.758	17013.79	1780.37	393.000
652	587.838	17011.48	1782.68	385.000
653	587.918	17009.17	1784.99	389.000
654	587.998	17006.86	1787.30	401.000
655	588.078	17004.55	1789.61	422.000
656	588.158	17002.25	1791.92	424.000
657	588.237	16999.94	1794.23	397.000
658	588.317	16997.63	1796.53	398.000
659	588.397	16995.33	1798.84	380.000
660	588.477	16993.02	1801.14	420.000
661	588.557	16990.72	1803.45	422.000
662	588.636	16988.41	1805.75	401.000
663	588.716	16986.11	1808.06	387.000
664	588.796	16983.81	1810.36	400.000
665	588.876	16981.51	1812.66	401.000
666	588.956	16979.21	1814.96	414.000
667	589.036	16976.90	1817.26	425.000
668	589.115	16974.60	1819.56	415.000
669	589.195	16972.31	1821.86	412.000
670	589.275	16970.01	1824.16	399.000
671	589.355	16967.71	1826.46	395.000
672	589.435	16965.41	1828.76	398.000
673	589.514	16963.11	1831.05	414.000
674	589.594	16960.82	1833.35	429.000
675	589.674	16958.52	1835.64	408.000
676	589.754	16956.23	1837.94	395.000
677	589.834	16953.93	1840.23	397.000
678	589.913	16951.64	1842.53	422.000
679	589.993	16949.35	1844.82	423.000
680	590.073	16947.05	1847.11	409.000
681	590.153	16944.76	1849.40	398.000
682	590.233	16942.47	1851.70	402.000
683	590.313	16940.18	1853.99	405.000
684	590.392	16937.89	1856.28	414.000
685	590.472	16935.60	1858.57	425.000
686	590.552	16933.31	1860.85	413.000
687	590.632	16931.02	1863.14	410.000
688	590.712	16928.74	1865.43	397.000
