bGennerate:0
capture_settings:{"isBlankCap":"0","laser":"100%","nInteCount":"1","nInteTime":"1000000","nTimeCycle":"100","nTimeSeq":"5","objGlass":"10x / 0.3NA","slit":"50μm","spectra_type":"0-2000cm⁻¹"}
Pixel	Wavelength	RamanShift	Value
92	543.156	383.25	541.000
93	543.236	385.95	561.000
94	543.315	388.64	558.000
95	543.395	391.34	557.000
96	543.475	394.04	535.000
97	543.554	396.74	537.000
98	543.634	399.43	543.000
99	543.713	402.13	573.000
100	543.793	404.82	617.000
101	543.873	407.51	626.000
102	543.952	410.21	636.000
103	544.032	412.90	638.000
104	544.112	415.59	655.000
105	544.191	418.28	677.000
106	544.271	420.97	658.000
107	544.351	423.66	635.000
108	544.430	426.34	619.000
109	544.510	429.03	613.000
110	544.590	431.72	614.000
111	544.669	434.40	641.000
112	544.749	437.09	663.000
113	544.829	439.77	657.000
114	544.908	442.46	663.000
115	544.988	445.14	666.000
116	545.068	447.82	672.000
117	545.147	450.50	661.000
118	545.227	453.18	658.000
119	545.307	455.86	630.000
120	545.386	458.54	601.000
121	545.466	461.22	604.000
122	545.546	463.90	592.000
123	545.625	466.57	589.000
124	545.705	469.25	608.000
125	545.785	471.92	610.000
126	545.864	474.60	590.000
127	545.944	477.27	562.000
128	546.024	479.94	560.000
129	546.103	482.62	569.000
130	546.183	485.29	584.000
131	546.263	487.96	572.000
132	546.342	490.63	552.000
133	546.422	493.30	547.000
134	546.502	495.97	538.000
135	546.582	498.63	557.000
136	546.661	501.30	575.000
137	546.741	503.97	544.000
138	546.821	506.63	546.000
139	546.900	509.30	555.000
140	546.980	511.96	570.000
141	547.060	514.62	590.000
142	547.139	517.29	564.000
143	547.219	519.95	570.000
144	547.299	522.61	578.000
145	547.378	525.27	604.000
146	547.458	527.93	659.000
147	547.538	530.59	651.000
148	547.617	533.24	665.000
149	547.697	535.90	662.000
150	547.777	538.56	645.000
151	547.857	541.21	668.000
152	547.936	543.87	647.000
153	548.016	546.52	625.000
154	548.096	549.18	623.000
155	548.175	551.83	622.000
156	548.255	554.48	633.000
157	548.335	557.13	637.000
158	548.414	559.78	618.000
159	548.494	562.43	614.000
160	548.574	565.08	623.000
161	548.654	567.73	618.000
162	548.733	570.38	647.000
163	548.813	573.02	627.000
164	548.893	575.67	593.000
165	548.972	578.31	593.000
166	549.052	580.96	589.000
167	549.132	583.60	601.000
168	549.212	586.25	616.000
169	549.291	588.89	592.000
170	549.371	591.53	579.000
171	549.451	594.17	574.000
172	549.530	596.81	550.000
173	549.610	599.45	567.000
174	549.690	602.09	573.000
175	549.770	604.73	576.000
176	549.849	607.36	539.000
177	549.929	610.00	548.000
178	550.009	612.63	535.000
179	550.088	615.27	562.000
180	550.168	617.90	558.000
181	550.248	620.54	552.000
182	550.328	623.17	551.000
183	550.407	625.80	538.000
184	550.487	628.43	543.000
185	550.567	631.06	548.000
186	550.646	633.69	564.000
187	550.726	636.32	545.000
188	550.806	638.95	528.000
189	550.886	641.58	512.000
190	550.965	644.20	519.000
191	551.045	646.83	538.000
192	551.125	649.46	528.000
193	551.205	652.08	528.000
194	551.284	654.70	501.000
195	551.364	657.33	512.000
196	551.444	659.95	544.000
197	551.523	662.57	545.000
198	551.603	665.19	534.000
199	551.683	667.81	516.000
200	551.763	670.43	505.000
201	551.842	673.05	513.000
202	551.922	675.67	513.000
203	552.002	678.28	498.000
204	552.082	680.90	506.000
205	552.161	683.52	481.000
206	552.241	686.13	490.000
207	552.321	688.75	485.000
208	552.401	691.36	506.000
209	552.480	693.97	510.000
210	552.560	696.58	486.000
211	552.640	699.20	481.000
212	552.719	701.81	485.000
213	552.799	704.42	495.000
214	552.879	707.02	494.000
215	552.959	709.63	497.000
216	553.038	712.24	487.000
217	553.118	714.85	481.000
218	553.198	717.45	462.000
219	553.278	720.06	472.000
220	553.357	722.66	475.000
221	553.437	725.27	492.000
222	553.517	727.87	511.000
223	553.597	730.47	522.000
224	553.676	733.08	499.000
225	553.756	735.68	497.000
226	553.836	738.28	502.000
227	553.916	740.88	486.000
228	553.995	743.48	496.000
229	554.075	746.07	493.000
230	554.155	748.67	490.000
231	554.235	751.27	483.000
232	554.314	753.86	501.000
233	554.394	756.46	504.000
234	554.474	759.05	529.000
235	554.554	761.65	540.000
236	554.633	764.24	496.000
237	554.713	766.83	490.000
238	554.793	769.42	490.000
239	554.873	772.02	484.000
240	554.952	774.61	517.000
241	555.032	777.19	525.000
242	555.112	779.78	493.000
243	555.192	782.37	505.000
244	555.272	784.96	513.000
245	555.351	787.55	560.000
246	555.431	790.13	602.000
247	555.511	792.72	645.000
248	555.591	795.30	673.000
249	555.670	797.88	719.000
250	555.750	800.47	756.000
251	555.830	803.05	752.000
252	555.910	805.63	748.000
253	555.989	808.21	698.000
254	556.069	810.79	617.000
255	556.149	813.37	584.000
256	556.229	815.95	557.000
257	556.308	818.53	542.000
258	556.388	821.10	512.000
259	556.468	823.68	499.000
260	556.548	826.26	503.000
261	556.628	828.83	525.000
262	556.707	831.41	528.000
263	556.787	833.98	513.000
264	556.867	836.55	485.000
265	556.947	839.12	487.000
266	557.026	841.70	474.000
267	557.106	844.27	491.000
268	557.186	846.84	496.000
269	557.266	849.41	477.000
270	557.346	851.97	466.000
271	557.425	854.54	460.000
272	557.505	857.11	477.000
273	557.585	859.68	471.000
274	557.665	862.24	461.000
275	557.744	864.81	456.000
276	557.824	867.37	440.000
277	557.904	869.93	459.000
278	557.984	872.50	472.000
279	558.064	875.06	478.000
280	558.143	877.62	447.000
281	558.223	880.18	451.000
282	558.303	882.74	463.000
283	558.383	885.30	496.000
284	558.462	887.86	484.000
285	558.542	890.42	471.000
286	558.622	892.97	481.000
287	558.702	895.53	516.000
288	558.782	898.08	527.000
289	558.861	900.64	521.000
290	558.941	903.19	529.000
291	559.021	905.75	570.000
292	559.101	908.30	608.000
293	559.180	910.85	636.000
294	559.260	913.40	677.000
295	559.340	915.95	709.000
296	559.420	918.50	700.000
297	559.500	921.05	645.000
298	559.579	923.60	570.000
299	559.659	926.15	540.000
300	559.739	928.70	522.000
301	559.819	931.24	538.000
302	559.899	933.79	564.000
303	559.978	936.33	567.000
304	560.058	938.88	598.000
305	560.138	941.42	571.000
306	560.218	943.96	542.000
307	560.298	946.51	531.000
308	560.377	949.05	526.000
309	560.457	951.59	536.000
310	560.537	954.13	528.000
311	560.617	956.67	511.000
312	560.697	959.21	493.000
313	560.776	961.74	500.000
314	560.856	964.28	514.000
315	560.936	966.82	529.000
316	561.016	969.35	525.000
317	561.096	971.89	507.000
318	561.175	974.42	506.000
319	561.255	976.96	549.000
320	561.335	979.49	560.000
321	561.415	982.02	555.000
322	561.495	984.55	546.000
323	561.574	987.08	555.000
324	561.654	989.61	546.000
325	561.734	992.14	574.000
326	561.814	994.67	564.000
327	561.894	997.20	568.000
328	561.973	999.73	546.000
329	562.053	1002.25	540.000
330	562.133	1004.78	552.000
331	562.213	1007.30	560.000
332	562.293	1009.83	531.000
333	562.372	1012.35	526.000
334	562.452	1014.88	521.000
335	562.532	1017.40	540.000
336	562.612	1019.92	554.000
337	562.692	1022.44	529.000
338	562.771	1024.96	507.000
339	562.851	1027.48	536.000
340	562.931	1030.00	537.000
341	563.011	1032.52	548.000
342	563.091	1035.03	560.000
343	563.170	1037.55	580.000
344	563.250	1040.07	558.000
345	563.330	1042.58	549.000
346	563.410	1045.10	556.000
347	563.490	1047.61	548.000
348	563.569	1050.12	577.000
349	563.649	1052.64	587.000
350	563.729	1055.15	601.000
351	563.809	1057.66	573.000
352	563.889	1060.17	573.000
353	563.969	1062.68	605.000
354	564.048	1065.19	615.000
355	564.128	1067.70	612.000
356	564.208	1070.20	585.000
357	564.288	1072.71	613.000
358	564.368	1075.22	603.000
359	564.447	1077.72	630.000
360	564.527	1080.23	648.000
361	564.607	1082.73	648.000
362	564.687	1085.24	661.000
363	564.767	1087.74	636.000
364	564.846	1090.24	640.000
365	564.926	1092.74	630.000
366	565.006	1095.24	659.000
367	565.086	1097.74	676.000
368	565.166	1100.24	651.000
369	565.246	1102.74	642.000
370	565.325	1105.24	630.000
371	565.405	1107.73	627.000
372	565.485	1110.23	658.000
373	565.565	1112.73	655.000
374	565.645	1115.22	645.000
375	565.724	1117.72	626.000
376	565.804	1120.21	636.000
377	565.884	1122.70	617.000
378	565.964	1125.20	629.000
379	566.044	1127.69	632.000
380	566.124	1130.18	640.000
381	566.203	1132.67	613.000
382	566.283	1135.16	601.000
383	566.363	1137.65	618.000
384	566.443	1140.13	617.000
385	566.523	1142.62	626.000
386	566.602	1145.11	624.000
387	566.682	1147.59	620.000
388	566.762	1150.08	616.000
389	566.842	1152.56	635.000
390	566.922	1155.05	666.000
391	567.002	1157.53	690.000
392	567.081	1160.01	723.000
393	567.161	1162.50	766.000
394	567.241	1164.98	791.000
395	567.321	1167.46	874.000
396	567.401	1169.94	966.000
397	567.481	1172.42	1047.000
398	567.560	1174.90	1071.000
399	567.640	1177.37	1018.000
400	567.720	1179.85	959.000
401	567.800	1182.33	946.000
402	567.880	1184.80	869.000
403	567.960	1187.28	806.000
404	568.039	1189.75	732.000
405	568.119	1192.23	684.000
406	568.199	1194.70	660.000
407	568.279	1197.17	665.000
408	568.359	1199.64	637.000
409	568.438	1202.11	620.000
410	568.518	1204.58	604.000
411	568.598	1207.05	614.000
412	568.678	1209.52	672.000
413	568.758	1211.99	794.000
414	568.838	1214.46	894.000
415	568.917	1216.92	991.000
416	568.997	1219.39	991.000
417	569.077	1221.86	936.000
418	569.157	1224.32	830.000
419	569.237	1226.78	741.000
420	569.317	1229.25	669.000
421	569.396	1231.71	588.000
422	569.476	1234.17	558.000
423	569.556	1236.63	584.000
424	569.636	1239.09	559.000
425	569.716	1241.55	538.000
426	569.796	1244.01	522.000
427	569.875	1246.47	553.000
428	569.955	1248.93	559.000
429	570.035	1251.39	539.000
430	570.115	1253.84	530.000
431	570.195	1256.30	538.000
432	570.275	1258.75	555.000
433	570.354	1261.21	564.000
434	570.434	1263.66	548.000
435	570.514	1266.12	547.000
436	570.594	1268.57	556.000
437	570.674	1271.02	584.000
438	570.754	1273.47	609.000
439	570.833	1275.92	599.000
440	570.913	1278.37	609.000
441	570.993	1280.82	666.000
442	571.073	1283.27	748.000
443	571.153	1285.72	812.000
444	571.233	1288.16	887.000
445	571.312	1290.61	907.000
446	571.392	1293.05	942.000
447	571.472	1295.50	880.000
448	571.552	1297.94	857.000
449	571.632	1300.39	794.000
450	571.712	1302.83	738.000
451	571.791	1305.27	644.000
452	571.871	1307.71	606.000
453	571.951	1310.16	614.000
454	572.031	1312.60	619.000
455	572.111	1315.03	612.000
456	572.191	1317.47	583.000
457	572.270	1319.91	583.000
458	572.350	1322.35	588.000
459	572.430	1324.79	607.000
460	572.510	1327.22	638.000
461	572.590	1329.66	644.000
462	572.670	1332.09	694.000
463	572.750	1334.53	731.000
464	572.829	1336.96	783.000
465	572.909	1339.39	802.000
466	572.989	1341.82	773.000
467	573.069	1344.26	763.000
468	573.149	1346.69	745.000
469	573.229	1349.12	799.000
470	573.308	1351.55	843.000
471	573.388	1353.98	872.000
472	573.468	1356.40	981.000
473	573.548	1358.83	1127.000
474	573.628	1361.26	1277.000
475	573.708	1363.68	1376.000
476	573.787	1366.11	1352.000
477	573.867	1368.53	1305.000
478	573.947	1370.96	1200.000
479	574.027	1373.38	1133.000
480	574.107	1375.80	1062.000
481	574.187	1378.23	1004.000
482	574.266	1380.65	966.000
483	574.346	1383.07	956.000
484	574.426	1385.49	970.000
485	574.506	1387.91	1009.000
486	574.586	1390.32	1031.000
487	574.666	1392.74	1061.000
488	574.745	1395.16	1123.000
489	574.825	1397.58	1170.000
490	574.905	1399.99	1158.000
491	574.985	1402.41	1099.000
492	575.065	1404.82	1032.000
493	575.145	1407.24	964.000
494	575.225	1409.65	875.000
495	575.304	1412.06	817.000
496	575.384	1414.47	787.000
497	575.464	1416.89	764.000
498	575.544	1419.30	753.000
499	575.624	1421.71	700.000
500	575.704	1424.12	678.000
501	575.783	1426.52	646.000
502	575.863	1428.93	677.000
503	575.943	1431.34	692.000
504	576.023	1433.75	681.000
505	576.103	1436.15	676.000
506	576.183	1438.56	664.000
507	576.262	1440.96	687.000
508	576.342	1443.37	723.000
509	576.422	1445.77	712.000
510	576.502	1448.17	704.000
511	576.582	1450.57	704.000
512	576.662	1452.97	683.000
513	576.741	1455.38	697.000
514	576.821	1457.78	700.000
515	576.901	1460.17	689.000
516	576.981	1462.57	677.000
517	577.061	1464.97	687.000
518	577.141	1467.37	694.000
519	577.221	1469.76	738.000
520	577.300	1472.16	751.000
521	577.380	1474.56	770.000
522	577.460	1476.95	791.000
523	577.540	1479.34	802.000
524	577.620	1481.74	857.000
525	577.700	1484.13	899.000
526	577.779	1486.52	953.000
527	577.859	1488.91	980.000
528	577.939	1491.30	928.000
529	578.019	1493.69	867.000
530	578.099	1496.08	818.000
531	578.179	1498.47	771.000
532	578.258	1500.86	737.000
533	578.338	1503.25	706.000
534	578.418	1505.63	673.000
535	578.498	1508.02	665.000
536	578.578	1510.41	676.000
537	578.658	1512.79	679.000
538	578.737	1515.17	697.000
539	578.817	1517.56	673.000
540	578.897	1519.94	665.000
541	578.977	1522.32	666.000
542	579.057	1524.70	687.000
543	579.137	1527.09	678.000
544	579.217	1529.47	672.000
545	579.296	1531.84	666.000
546	579.376	1534.22	652.000
547	579.456	1536.60	635.000
548	579.536	1538.98	636.000
549	579.616	1541.36	657.000
550	579.696	1543.73	656.000
551	579.775	1546.11	663.000
552	579.855	1548.48	630.000
553	579.935	1550.86	619.000
554	580.015	1553.23	653.000
555	580.095	1555.60	670.000
556	580.175	1557.98	653.000
557	580.254	1560.35	668.000
558	580.334	1562.72	666.000
559	580.414	1565.09	691.000
560	580.494	1567.46	718.000
561	580.574	1569.83	733.000
562	580.654	1572.19	722.000
563	580.733	1574.56	757.000
564	580.813	1576.93	800.000
565	580.893	1579.30	832.000
566	580.973	1581.66	903.000
567	581.053	1584.03	976.000
568	581.133	1586.39	1052.000
569	581.212	1588.75	1157.000
570	581.292	1591.12	1214.000
571	581.372	1593.48	1217.000
572	581.452	1595.84	1104.000
573	581.532	1598.20	992.000
574	581.612	1600.56	919.000
575	581.691	1602.92	907.000
576	581.771	1605.28	945.000
577	581.851	1607.64	1044.000
578	581.931	1610.00	1251.000
579	582.011	1612.36	1540.000
580	582.091	1614.71	1866.000
581	582.170	1617.07	2120.000
582	582.250	1619.42	2126.000
583	582.330	1621.78	1951.000
584	582.410	1624.13	1641.000
585	582.490	1626.48	1362.000
586	582.570	1628.84	1138.000
587	582.650	1631.19	999.000
588	582.729	1633.54	873.000
589	582.809	1635.89	829.000
590	582.889	1638.24	755.000
591	582.969	1640.59	750.000
592	583.049	1642.94	725.000
593	583.129	1645.29	708.000
594	583.208	1647.64	655.000
595	583.288	1649.98	642.000
596	583.368	1652.33	644.000
597	583.448	1654.67	659.000
598	583.528	1657.02	651.000
599	583.608	1659.36	639.000
600	583.687	1661.71	637.000
601	583.767	1664.05	604.000
602	583.847	1666.39	597.000
603	583.927	1668.73	595.000
604	584.007	1671.07	600.000
605	584.086	1673.41	602.000
606	584.166	1675.75	572.000
607	584.246	1678.09	572.000
608	584.326	1680.43	555.000
609	584.406	1682.77	553.000
610	584.486	1685.11	594.000
611	584.565	1687.44	580.000
612	584.645	1689.78	560.000
613	584.725	1692.11	559.000
614	584.805	1694.45	552.000
615	584.885	1696.78	547.000
616	584.965	1699.12	568.000
617	585.044	1701.45	569.000
618	585.124	1703.78	548.000
619	585.204	1706.11	526.000
620	585.284	1708.44	542.000
621	585.364	1710.77	573.000
622	585.444	1713.10	569.000
623	585.523	1715.43	547.000
624	585.603	1717.76	527.000
625	585.683	1720.09	533.000
626	585.763	1722.41	548.000
627	585.843	1724.74	548.000
628	585.923	1727.06	551.000
629	586.002	1729.39	519.000
630	586.082	1731.71	532.000
631	586.162	1734.04	538.000
632	586.242	1736.36	533.000
633	586.322	1738.68	546.000
634	586.401	1741.00	550.000
635	586.481	1743.32	515.000
636	586.561	1745.65	521.000
637	586.641	1747.97	522.000
638	586.721	1750.28	552.000
639	586.801	1752.60	538.000
640	586.880	1754.92	518.000
641	586.960	1757.24	515.000
642	587.040	1759.55	521.000
643	587.120	1761.87	524.000
644	587.200	1764.19	553.000
645	587.280	1766.50	514.000
646	587.359	1768.81	508.000
647	587.439	1771.13	530.000
648	587.519	1773.44	533.000
649	587.599	1775.75	539.000
650	587.679	1778.06	514.000
651	587.758	1780.37	500.000
652	587.838	1782.68	505.000
653	587.918	1784.99	530.000
654	587.998	1787.30	524.000
655	588.078	1789.61	523.000
656	588.158	1791.92	515.000
657	588.237	1794.23	532.000
658	588.317	1796.53	557.000
659	588.397	1798.84	542.000
660	588.477	1801.14	546.000
661	588.557	1803.45	547.000
662	588.636	1805.75	530.000
663	588.716	1808.06	518.000
664	588.796	1810.36	522.000
665	588.876	1812.66	535.000
666	588.956	1814.96	551.000
667	589.036	1817.26	568.000
668	589.115	1819.56	540.000
669	589.195	1821.86	539.000
670	589.275	1824.16	543.000
671	589.355	1826.46	562.000
672	589.435	1828.76	561.000
673	589.514	1831.05	557.000
674	589.594	1833.35	540.000
675	589.674	1835.64	549.000
676	589.754	1837.94	534.000
677	589.834	1840.23	563.000
678	589.913	1842.53	559.000
679	589.993	1844.82	536.000
680	590.073	1847.11	535.000
681	590.153	1849.40	534.000
682	590.233	1851.70	553.000
683	590.313	1853.99	547.000
684	590.392	1856.28	550.000
685	590.472	1858.57	536.000
686	590.552	1860.85	520.000
687	590.632	1863.14	527.000
688	590.712	1865.43	544.000
689	590.791	1867.72	555.000
690	590.871	1870.00	540.000
691	590.951	1872.29	527.000
692	591.031	1874.57	525.000
693	591.111	1876.86	554.000
694	591.190	1879.14	562.000
695	591.270	1881.42	525.000
696	591.350	1883.71	519.000
697	591.430	1885.99	509.000
698	591.510	1888.27	556.000
699	591.589	1890.55	547.000
700	591.669	1892.83	508.000
701	591.749	1895.11	504.000
702	591.829	1897.39	517.000
703	591.909	1899.67	534.000
704	591.988	1901.94	534.000
705	592.068	1904.22	548.000
706	592.148	1906.50	526.000
707	592.228	1908.77	526.000
708	592.308	1911.05	540.000
709	592.387	1913.32	539.000
710	592.467	1915.59	524.000
711	592.547	1917.87	529.000
712	592.627	1920.14	520.000
713	592.707	1922.41	543.000
714	592.786	1924.68	553.000
715	592.866	1926.95	544.000
716	592.946	1929.22	528.000
717	593.026	1931.49	534.000
718	593.106	1933.76	531.000
719	593.185	1936.03	543.000
720	593.265	1938.30	545.000
721	593.345	1940.56	558.000
722	593.425	1942.83	538.000
723	593.505	1945.10	507.000
724	593.584	1947.36	534.000
725	593.664	1949.62	536.000
726	593.744	1951.89	554.000
727	593.824	1954.15	552.000
728	593.903	1956.41	519.000
729	593.983	1958.68	533.000
730	594.063	1960.94	519.000
731	594.143	1963.20	537.000
732	594.223	1965.46	555.000
733	594.302	1967.72	561.000
734	594.382	1969.97	543.000
735	594.462	1972.23	530.000
736	594.542	1974.49	529.000
737	594.622	1976.75	540.000
738	594.701	1979.00	558.000
739	594.781	1981.26	531.000
740	594.861	1983.51	527.000
741	594.941	1985.77	547.000
742	595.020	1988.02	557.000
743	595.100	1990.28	564.000
744	595.180	1992.53	534.000
745	595.260	1994.78	519.000
746	595.340	1997.03	531.000
747	595.419	1999.28	553.000
748	595.499	2001.53	551.000
749	595.579	2003.78	552.000
750	595.659	2006.03	521.000
751	595.739	2008.28	525.000
752	595.818	2010.53	531.000
753	595.898	2012.77	532.000
754	595.978	2015.02	553.000
755	596.058	2017.26	553.000
756	596.137	2019.51	556.000
757	596.217	2021.75	535.000
758	596.297	2024.00	527.000
759	596.377	2026.24	554.000
760	596.456	2028.48	557.000
761	596.536	2030.73	569.000
762	596.616	2032.97	540.000
763	596.696	2035.21	526.000
764	596.776	2037.45	526.000
765	596.855	2039.69	552.000
766	596.935	2041.93	559.000
767	597.015	2044.16	535.000
768	597.095	2046.40	540.000
769	597.174	2048.64	559.000
770	597.254	2050.88	567.000
771	597.334	2053.11	554.000
772	597.414	2055.35	532.000
773	597.493	2057.58	540.000
774	597.573	2059.82	540.000
775	597.653	2062.05	577.000
776	597.733	2064.28	565.000
777	597.813	2066.51	566.000
778	597.892	2068.75	541.000
779	597.972	2070.98	536.000
780	598.052	2073.21	549.000
781	598.132	2075.44	556.000
782	598.211	2077.67	556.000
783	598.291	2079.89	558.000
784	598.371	2082.12	565.000
785	598.451	2084.35	546.000
786	598.530	2086.58	552.000
787	598.610	2088.80	555.000
788	598.690	2091.03	568.000
789	598.770	2093.25	580.000
790	598.849	2095.48	561.000
791	598.929	2097.70	550.000
792	599.009	2099.92	540.000
793	599.089	2102.15	549.000
794	599.168	2104.37	555.000
795	599.248	2106.59	577.000
796	599.328	2108.81	562.000
797	599.408	2111.03	578.000
798	599.487	2113.25	556.000
799	599.567	2115.47	553.000
800	599.647	2117.69	538.000
801	599.727	2119.90	569.000
802	599.806	2122.12	586.000
803	599.886	2124.34	563.000
804	599.966	2126.55	568.000
805	600.046	2128.77	542.000
806	600.125	2130.98	574.000
807	600.205	2133.20	585.000
808	600.285	2135.41	561.000
809	600.365	2137.62	558.000
810	600.444	2139.84	555.000
811	600.524	2142.05	583.000
812	600.604	2144.26	583.000
813	600.684	2146.47	566.000
814	600.763	2148.68	560.000
815	600.843	2150.89	562.000
816	600.923	2153.10	581.000
817	601.003	2155.30	578.000
818	601.082	2157.51	576.000
819	601.162	2159.72	572.000
820	601.242	2161.92	555.000
821	601.322	2164.13	552.000
822	601.401	2166.33	582.000
823	601.481	2168.54	587.000
824	601.561	2170.74	566.000
825	601.640	2172.94	555.000
826	601.720	2175.15	561.000
827	601.800	2177.35	577.000
828	601.880	2179.55	594.000
829	601.959	2181.75	575.000
830	602.039	2183.95	561.000
831	602.119	2186.15	571.000
832	602.199	2188.35	581.000
833	602.278	2190.55	583.000
834	602.358	2192.74	579.000
835	602.438	2194.94	558.000
836	602.518	2197.14	565.000
837	602.597	2199.33	565.000
838	602.677	2201.53	578.000
839	602.757	2203.72	584.000
840	602.836	2205.92	578.000
841	602.916	2208.11	564.000
842	602.996	2210.30	553.000
843	603.076	2212.50	587.000
844	603.155	2214.69	580.000
845	603.235	2216.88	565.000
846	603.315	2219.07	557.000
847	603.394	2221.26	569.000
848	603.474	2223.45	575.000
849	603.554	2225.64	594.000
850	603.634	2227.83	561.000
851	603.713	2230.01	561.000
852	603.793	2232.20	564.000
853	603.873	2234.39	579.000
854	603.952	2236.57	584.000
855	604.032	2238.76	561.000
856	604.112	2240.94	555.000
857	604.192	2243.12	563.000
858	604.271	2245.31	581.000
859	604.351	2247.49	585.000
860	604.431	2249.67	581.000
861	604.510	2251.85	555.000
862	604.590	2254.03	560.000
863	604.670	2256.22	567.000
864	604.750	2258.39	585.000
865	604.829	2260.57	584.000
866	604.909	2262.75	577.000
867	604.989	2264.93	568.000
868	605.068	2267.11	575.000
869	605.148	2269.28	593.000
870	605.228	2271.46	601.000
871	605.307	2273.64	598.000
872	605.387	2275.81	584.000
873	605.467	2277.99	576.000
874	605.547	2280.16	610.000
875	605.626	2282.33	608.000
876	605.706	2284.50	583.000
877	605.786	2286.68	587.000
878	605.865	2288.85	581.000
879	605.945	2291.02	598.000
880	606.025	2293.19	604.000
881	606.104	2295.36	600.000
882	606.184	2297.53	593.000
883	606.264	2299.70	589.000
884	606.343	2301.86	584.000
885	606.423	2304.03	596.000
886	606.503	2306.20	621.000
887	606.583	2308.36	615.000
888	606.662	2310.53	615.000
889	606.742	2312.69	578.000
890	606.822	2314.86	592.000
891	606.901	2317.02	600.000
892	606.981	2319.18	619.000
893	607.061	2321.35	626.000
894	607.140	2323.51	613.000
895	607.220	2325.67	592.000
896	607.300	2327.83	588.000
897	607.379	2329.99	581.000
898	607.459	2332.15	611.000
899	607.539	2334.31	608.000
900	607.618	2336.47	628.000
901	607.698	2338.63	631.000
902	607.778	2340.78	607.000
903	607.857	2342.94	600.000
904	607.937	2345.10	612.000
905	608.017	2347.25	635.000
906	608.096	2349.41	630.000
907	608.176	2351.56	621.000
908	608.256	2353.71	607.000
909	608.335	2355.87	615.000
910	608.415	2358.02	602.000
911	608.495	2360.17	630.000
912	608.574	2362.32	632.000
913	608.654	2364.47	622.000
914	608.734	2366.62	613.000
915	608.813	2368.77	627.000
916	608.893	2370.92	643.000
917	608.973	2373.07	639.000
918	609.052	2375.22	598.000
919	609.132	2377.36	620.000
920	609.212	2379.51	619.000
921	609.291	2381.66	610.000
922	609.371	2383.80	631.000
923	609.451	2385.95	653.000
924	609.530	2388.09	638.000
925	609.610	2390.24	626.000
926	609.690	2392.38	625.000
927	609.769	2394.52	638.000
928	609.849	2396.66	637.000
929	609.929	2398.80	654.000
930	610.008	2400.95	622.000
931	610.088	2403.09	607.000
932	610.168	2405.23	650.000
933	610.247	2407.36	658.000
934	610.327	2409.50	651.000
