bGennerate:0
capture_settings:{"isBlankCap":"0","laser":"100%","nInteCount":"1","nInteTime":"1000000","nTimeCycle":"100","nTimeSeq":"5","objGlass":"10x / 0.3NA","slit":"50μm","spectra_type":"0-2000cm⁻¹"}
Pixel	Wavelength	RamanShift	Value
180	550.168	617.90	6905.000
181	550.248	620.54	7093.000
182	550.328	623.17	7311.000
183	550.407	625.80	7412.000
184	550.487	628.43	7364.000
185	550.567	631.06	7124.000
186	550.646	633.69	6845.000
187	550.726	636.32	6616.000
188	550.806	638.95	6498.000
189	550.886	641.58	6434.000
190	550.965	644.20	6478.000
191	551.045	646.83	6653.000
192	551.125	649.46	6992.000
193	551.205	652.08	7603.000
194	551.284	654.70	8576.000
195	551.364	657.33	9635.000
196	551.444	659.95	10503.000
197	551.523	662.57	10822.000
198	551.603	665.19	10521.000
199	551.683	667.81	9784.000
200	551.763	670.43	8895.000
201	551.842	673.05	8046.000
202	551.922	675.67	7509.000
203	552.002	678.28	7180.000
204	552.082	680.90	6908.000
205	552.161	683.52	6789.000
206	552.241	686.13	6885.000
207	552.321	688.75	7089.000
208	552.401	691.36	7529.000
209	552.480	693.97	8034.000
210	552.560	696.58	8623.000
211	552.640	699.20	8961.000
212	552.719	701.81	8905.000
213	552.799	704.42	8603.000
214	552.879	707.02	8070.000
215	552.959	709.63	7632.000
216	553.038	712.24	7389.000
217	553.118	714.85	7458.000
218	553.198	717.45	7889.000
219	553.278	720.06	8904.000
220	553.357	722.66	10244.000
221	553.437	725.27	11817.000
222	553.517	727.87	13374.000
223	553.597	730.47	14725.000
224	553.676	733.08	15254.000
225	553.756	735.68	14538.000
226	553.836	738.28	12667.000
227	553.916	740.88	11004.000
228	553.995	743.48	10363.000
229	554.075	746.07	10717.000
230	554.155	748.67	11822.000
231	554.235	751.27	13153.000
232	554.314	753.86	14302.000
233	554.394	756.46	15271.000
234	554.474	759.05	15768.000
235	554.554	761.65	15322.000
236	554.633	764.24	13882.000
237	554.713	766.83	12719.000
238	554.793	769.42	12818.000
239	554.873	772.02	13667.000
240	554.952	774.61	15115.000
241	555.032	777.19	16589.000
242	555.112	779.78	18080.000
243	555.192	782.37	19883.000
244	555.272	784.96	22503.000
245	555.351	787.55	25608.000
246	555.431	790.13	29045.000
247	555.511	792.72	32861.000
248	555.591	795.30	36276.000
249	555.670	797.88	38768.000
250	555.750	800.47	39297.000
251	555.830	803.05	37375.000
252	555.910	805.63	33328.000
253	555.989	808.21	28338.000
254	556.069	810.79	23491.000
255	556.149	813.37	19507.000
256	556.229	815.95	16596.000
257	556.308	818.53	14868.000
258	556.388	821.10	14045.000
259	556.468	823.68	13742.000
260	556.548	826.26	13510.000
261	556.628	828.83	13438.000
262	556.707	831.41	13055.000
263	556.787	833.98	12733.000
264	556.867	836.55	12397.000
265	556.947	839.12	12137.000
266	557.026	841.70	12024.000
267	557.106	844.27	11841.000
268	557.186	846.84	11634.000
269	557.266	849.41	11271.000
270	557.346	851.97	10614.000
271	557.425	854.54	10112.000
272	557.505	857.11	9426.000
273	557.585	859.68	9058.000
274	557.665	862.24	8853.000
275	557.744	864.81	8711.000
276	557.824	867.37	8652.000
277	557.904	869.93	8611.000
278	557.984	872.50	8686.000
279	558.064	875.06	8670.000
280	558.143	877.62	8761.000
281	558.223	880.18	8884.000
282	558.303	882.74	9070.000
283	558.383	885.30	9378.000
284	558.462	887.86	9915.000
285	558.542	890.42	10649.000
286	558.622	892.97	11800.000
287	558.702	895.53	13518.000
288	558.782	898.08	15640.000
289	558.861	900.64	17825.000
290	558.941	903.19	19592.000
291	559.021	905.75	21078.000
292	559.101	908.30	23057.000
293	559.180	910.85	27074.000
294	559.260	913.40	32189.000
295	559.340	915.95	34759.000
296	559.420	918.50	32358.000
297	559.500	921.05	26400.000
298	559.579	923.60	20570.000
299	559.659	926.15	17462.000
300	559.739	928.70	17020.000
301	559.819	931.24	18278.000
302	559.899	933.79	20675.000
303	559.978	936.33	22948.000
304	560.058	938.88	24025.000
305	560.138	941.42	22693.000
306	560.218	943.96	19528.000
307	560.298	946.51	16271.000
308	560.377	949.05	13783.000
309	560.457	951.59	12470.000
310	560.537	954.13	11980.000
311	560.617	956.67	11967.000
312	560.697	959.21	12207.000
313	560.776	961.74	12524.000
314	560.856	964.28	12951.000
315	560.936	966.82	13356.000
316	561.016	969.35	13908.000
317	561.096	971.89	14384.000
318	561.175	974.42	14726.000
319	561.255	976.96	15187.000
320	561.335	979.49	15757.000
321	561.415	982.02	16371.000
322	561.495	984.55	17033.000
323	561.574	987.08	17377.000
324	561.654	989.61	17468.000
325	561.734	992.14	18061.000
326	561.814	994.67	19880.000
327	561.894	997.20	22698.000
328	561.973	999.73	23659.000
329	562.053	1002.25	20868.000
330	562.133	1004.78	15950.000
331	562.213	1007.30	12439.000
332	562.293	1009.83	10971.000
333	562.372	1012.35	10388.000
334	562.452	1014.88	10200.000
335	562.532	1017.40	10191.000
336	562.612	1019.92	10311.000
337	562.692	1022.44	10495.000
338	562.771	1024.96	10837.000
339	562.851	1027.48	11111.000
340	562.931	1030.00	11119.000
341	563.011	1032.52	10801.000
342	563.091	1035.03	10433.000
343	563.170	1037.55	10133.000
344	563.250	1040.07	9893.000
345	563.330	1042.58	9872.000
346	563.410	1045.10	9798.000
347	563.490	1047.61	9935.000
348	563.569	1050.12	10139.000
349	563.649	1052.64	10296.000
350	563.729	1055.15	10420.000
351	563.809	1057.66	10494.000
352	563.889	1060.17	10535.000
353	563.969	1062.68	10537.000
354	564.048	1065.19	10567.000
355	564.128	1067.70	10574.000
356	564.208	1070.20	10612.000
357	564.288	1072.71	10701.000
358	564.368	1075.22	10862.000
359	564.447	1077.72	10971.000
360	564.527	1080.23	11055.000
361	564.607	1082.73	11154.000
362	564.687	1085.24	11122.000
363	564.767	1087.74	11242.000
364	564.846	1090.24	11255.000
365	564.926	1092.74	11375.000
366	565.006	1095.24	11497.000
367	565.086	1097.74	11736.000
368	565.166	1100.24	11950.000
369	565.246	1102.74	12168.000
370	565.325	1105.24	12530.000
371	565.405	1107.73	12926.000
372	565.485	1110.23	13448.000
373	565.565	1112.73	14085.000
374	565.645	1115.22	14711.000
375	565.724	1117.72	15170.000
376	565.804	1120.21	15448.000
377	565.884	1122.70	15661.000
378	565.964	1125.20	15797.000
379	566.044	1127.69	15974.000
380	566.124	1130.18	16181.000
381	566.203	1132.67	16715.000
382	566.283	1135.16	17337.000
383	566.363	1137.65	18008.000
384	566.443	1140.13	18548.000
385	566.523	1142.62	19185.000
386	566.602	1145.11	19931.000
387	566.682	1147.59	21104.000
388	566.762	1150.08	22739.000
389	566.842	1152.56	25477.000
390	566.922	1155.05	29215.000
391	567.002	1157.53	34410.000
392	567.081	1160.01	41093.000
393	567.161	1162.50	49442.000
394	567.241	1164.98	58692.000
395	567.321	1167.46	65535.000
396	567.401	1169.94	65535.000
397	567.481	1172.42	65535.000
398	567.560	1174.90	65535.000
399	567.640	1177.37	65535.000
400	567.720	1179.85	65535.000
401	567.800	1182.33	65535.000
402	567.880	1184.80	65535.000
403	567.960	1187.28	61420.000
404	568.039	1189.75	47609.000
405	568.119	1192.23	38775.000
406	568.199	1194.70	33104.000
407	568.279	1197.17	29283.000
408	568.359	1199.64	27413.000
409	568.438	1202.11	27717.000
410	568.518	1204.58	30695.000
411	568.598	1207.05	37172.000
412	568.678	1209.52	47509.000
413	568.758	1211.99	58732.000
414	568.838	1214.46	65535.000
415	568.917	1216.92	65535.000
416	568.997	1219.39	65535.000
417	569.077	1221.86	64648.000
418	569.157	1224.32	47775.000
419	569.237	1226.78	33212.000
420	569.317	1229.25	27034.000
421	569.396	1231.71	23138.000
422	569.476	1234.17	20391.000
423	569.556	1236.63	18764.000
424	569.636	1239.09	17712.000
425	569.716	1241.55	17113.000
426	569.796	1244.01	16885.000
427	569.875	1246.47	16647.000
428	569.955	1248.93	16618.000
429	570.035	1251.39	16678.000
430	570.115	1253.84	16730.000
431	570.195	1256.30	17163.000
432	570.275	1258.75	17306.000
433	570.354	1261.21	17863.000
434	570.434	1263.66	18434.000
435	570.514	1266.12	19286.000
436	570.594	1268.57	20386.000
437	570.674	1271.02	21833.000
438	570.754	1273.47	23741.000
439	570.833	1275.92	26457.000
440	570.913	1278.37	30317.000
441	570.993	1280.82	36232.000
442	571.073	1283.27	44348.000
443	571.153	1285.72	53450.000
444	571.233	1288.16	61211.000
445	571.312	1290.61	65535.000
446	571.392	1293.05	65535.000
447	571.472	1295.50	65535.000
448	571.552	1297.94	65535.000
449	571.632	1300.39	65535.000
450	571.712	1302.83	55426.000
451	571.791	1305.27	40662.000
452	571.871	1307.71	34768.000
453	571.951	1310.16	31130.000
454	572.031	1312.60	29278.000
455	572.111	1315.03	28489.000
456	572.191	1317.47	28205.000
457	572.270	1319.91	28547.000
458	572.350	1322.35	29335.000
459	572.430	1324.79	30814.000
460	572.510	1327.22	33696.000
461	572.590	1329.66	38671.000
462	572.670	1332.09	45773.000
463	572.750	1334.53	52555.000
464	572.829	1336.96	56337.000
465	572.909	1339.39	56529.000
466	572.989	1341.82	54655.000
467	573.069	1344.26	52824.000
468	573.149	1346.69	53419.000
469	573.229	1349.12	56334.000
470	573.308	1351.55	60800.000
471	573.388	1353.98	65535.000
472	573.468	1356.40	65535.000
473	573.548	1358.83	65535.000
474	573.628	1361.26	65535.000
475	573.708	1363.68	65535.000
476	573.787	1366.11	65535.000
477	573.867	1368.53	65535.000
478	573.947	1370.96	65535.000
479	574.027	1373.38	65535.000
480	574.107	1375.80	65535.000
481	574.187	1378.23	65535.000
482	574.266	1380.65	65535.000
483	574.346	1383.07	65535.000
484	574.426	1385.49	65535.000
485	574.506	1387.91	65535.000
486	574.586	1390.32	65535.000
487	574.666	1392.74	65535.000
488	574.745	1395.16	65535.000
489	574.825	1397.58	65535.000
490	574.905	1399.99	65535.000
491	574.985	1402.41	65535.000
492	575.065	1404.82	65535.000
493	575.145	1407.24	65535.000
494	575.225	1409.65	57205.000
495	575.304	1412.06	48677.000
496	575.384	1414.47	45266.000
497	575.464	1416.89	41636.000
498	575.544	1419.30	38129.000
499	575.624	1421.71	35948.000
500	575.704	1424.12	35153.000
501	575.783	1426.52	35651.000
502	575.863	1428.93	37445.000
503	575.943	1431.34	39689.000
504	576.023	1433.75	42101.000
505	576.103	1436.15	44427.000
506	576.183	1438.56	46385.000
507	576.262	1440.96	47590.000
508	576.342	1443.37	48469.000
509	576.422	1445.77	48913.000
510	576.502	1448.17	48794.000
511	576.582	1450.57	48023.000
512	576.662	1452.97	46683.000
513	576.741	1455.38	45800.000
514	576.821	1457.78	45835.000
515	576.901	1460.17	46599.000
516	576.981	1462.57	48738.000
517	577.061	1464.97	51573.000
518	577.141	1467.37	54483.000
519	577.221	1469.76	57367.000
520	577.300	1472.16	59432.000
521	577.380	1474.56	61510.000
522	577.460	1476.95	63467.000
523	577.540	1479.34	65535.000
524	577.620	1481.74	65535.000
525	577.700	1484.13	65535.000
526	577.779	1486.52	65535.000
527	577.859	1488.91	65535.000
528	577.939	1491.30	65535.000
529	578.019	1493.69	65535.000
530	578.099	1496.08	65535.000
531	578.179	1498.47	56247.000
532	578.258	1500.86	42164.000
533	578.338	1503.25	39059.000
534	578.418	1505.63	37195.000
535	578.498	1508.02	36428.000
536	578.578	1510.41	36297.000
537	578.658	1512.79	36343.000
538	578.737	1515.17	36566.000
539	578.817	1517.56	36499.000
540	578.897	1519.94	36275.000
541	578.977	1522.32	36037.000
542	579.057	1524.70	35576.000
543	579.137	1527.09	35428.000
544	579.217	1529.47	35145.000
545	579.296	1531.84	34910.000
546	579.376	1534.22	34678.000
547	579.456	1536.60	34656.000
548	579.536	1538.98	34455.000
549	579.616	1541.36	34344.000
550	579.696	1543.73	34109.000
551	579.775	1546.11	33868.000
552	579.855	1548.48	33620.000
553	579.935	1550.86	33436.000
554	580.015	1553.23	33695.000
555	580.095	1555.60	33888.000
556	580.175	1557.98	34406.000
557	580.254	1560.35	35831.000
558	580.334	1562.72	38144.000
559	580.414	1565.09	41583.000
560	580.494	1567.46	45836.000
561	580.574	1569.83	49589.000
562	580.654	1572.19	53228.000
563	580.733	1574.56	57720.000
564	580.813	1576.93	63460.000
565	580.893	1579.30	65535.000
566	580.973	1581.66	65535.000
567	581.053	1584.03	65535.000
568	581.133	1586.39	65535.000
569	581.212	1588.75	65535.000
570	581.292	1591.12	65535.000
571	581.372	1593.48	65535.000
572	581.452	1595.84	65535.000
573	581.532	1598.20	65535.000
574	581.612	1600.56	65535.000
575	581.691	1602.92	65535.000
576	581.771	1605.28	65535.000
577	581.851	1607.64	65535.000
578	581.931	1610.00	65535.000
579	582.011	1612.36	65535.000
580	582.091	1614.71	65535.000
581	582.170	1617.07	65535.000
582	582.250	1619.42	65535.000
583	582.330	1621.78	65535.000
584	582.410	1624.13	65535.000
585	582.490	1626.48	65535.000
586	582.570	1628.84	65535.000
587	582.650	1631.19	65535.000
588	582.729	1633.54	65535.000
589	582.809	1635.89	65535.000
590	582.889	1638.24	65535.000
591	582.969	1640.59	65535.000
592	583.049	1642.94	59733.000
593	583.129	1645.29	33580.000
594	583.208	1647.64	31155.000
595	583.288	1649.98	30152.000
596	583.368	1652.33	29452.000
597	583.448	1654.67	28817.000
598	583.528	1657.02	27989.000
599	583.608	1659.36	27027.000
600	583.687	1661.71	25702.000
601	583.767	1664.05	24671.000
602	583.847	1666.39	23802.000
603	583.927	1668.73	23062.000
604	584.007	1671.07	22513.000
605	584.086	1673.41	22072.000
606	584.166	1675.75	21544.000
607	584.246	1678.09	21294.000
608	584.326	1680.43	20834.000
609	584.406	1682.77	20444.000
610	584.486	1685.11	20155.000
611	584.565	1687.44	19846.000
612	584.645	1689.78	19603.000
613	584.725	1692.11	19360.000
614	584.805	1694.45	19227.000
615	584.885	1696.78	19152.000
616	584.965	1699.12	18991.000
617	585.044	1701.45	18808.000
618	585.124	1703.78	18674.000
619	585.204	1706.11	18586.000
620	585.284	1708.44	18357.000
621	585.364	1710.77	18214.000
622	585.444	1713.10	17989.000
623	585.523	1715.43	17825.000
624	585.603	1717.76	17681.000
625	585.683	1720.09	17395.000
626	585.763	1722.41	17159.000
627	585.843	1724.74	16904.000
628	585.923	1727.06	16654.000
629	586.002	1729.39	16480.000
630	586.082	1731.71	16392.000
631	586.162	1734.04	16208.000
632	586.242	1736.36	15950.000
633	586.322	1738.68	15920.000
634	586.401	1741.00	15893.000
635	586.481	1743.32	15666.000
636	586.561	1745.65	15520.000
637	586.641	1747.97	15433.000
638	586.721	1750.28	15422.000
639	586.801	1752.60	15233.000
640	586.880	1754.92	15080.000
641	586.960	1757.24	15017.000
642	587.040	1759.55	14968.000
643	587.120	1761.87	14883.000
644	587.200	1764.19	14890.000
645	587.280	1766.50	14825.000
646	587.359	1768.81	14900.000
647	587.439	1771.13	14892.000
648	587.519	1773.44	14912.000
649	587.599	1775.75	15121.000
650	587.679	1778.06	15195.000
651	587.758	1780.37	15210.000
652	587.838	1782.68	15228.000
653	587.918	1784.99	15274.000
654	587.998	1787.30	15477.000
655	588.078	1789.61	15661.000
656	588.158	1791.92	15787.000
657	588.237	1794.23	15943.000
658	588.317	1796.53	16203.000
659	588.397	1798.84	16387.000
660	588.477	1801.14	16756.000
661	588.557	1803.45	16802.000
662	588.636	1805.75	16865.000
663	588.716	1808.06	17040.000
664	588.796	1810.36	17087.000
665	588.876	1812.66	17041.000
666	588.956	1814.96	17016.000
667	589.036	1817.26	17127.000
668	589.115	1819.56	16998.000
669	589.195	1821.86	16998.000
670	589.275	1824.16	17025.000
671	589.355	1826.46	17032.000
672	589.435	1828.76	17023.000
673	589.514	1831.05	17037.000
674	589.594	1833.35	17077.000
675	589.674	1835.64	17024.000
676	589.754	1837.94	16949.000
677	589.834	1840.23	16926.000
678	589.913	1842.53	16878.000
679	589.993	1844.82	16685.000
680	590.073	1847.11	16707.000
681	590.153	1849.40	16488.000
682	590.233	1851.70	16400.000
683	590.313	1853.99	16311.000
684	590.392	1856.28	16149.000
685	590.472	1858.57	16080.000
686	590.552	1860.85	15900.000
687	590.632	1863.14	15776.000
688	590.712	1865.43	15800.000
689	590.791	1867.72	15700.000
690	590.871	1870.00	15605.000
691	590.951	1872.29	15579.000
692	591.031	1874.57	15508.000
693	591.111	1876.86	15383.000
694	591.190	1879.14	15218.000
695	591.270	1881.42	15144.000
696	591.350	1883.71	14973.000
697	591.430	1885.99	15023.000
698	591.510	1888.27	15032.000
699	591.589	1890.55	15083.000
700	591.669	1892.83	15094.000
701	591.749	1895.11	15055.000
702	591.829	1897.39	15056.000
703	591.909	1899.67	15007.000
704	591.988	1901.94	15145.000
705	592.068	1904.22	15331.000
706	592.148	1906.50	15380.000
707	592.228	1908.77	15486.000
708	592.308	1911.05	15644.000
709	592.387	1913.32	15712.000
710	592.467	1915.59	15776.000
711	592.547	1917.87	15819.000
712	592.627	1920.14	15960.000
713	592.707	1922.41	15879.000
714	592.786	1924.68	15897.000
715	592.866	1926.95	15857.000
716	592.946	1929.22	15705.000
717	593.026	1931.49	15552.000
718	593.106	1933.76	15424.000
719	593.185	1936.03	15307.000
720	593.265	1938.30	15251.000
721	593.345	1940.56	15259.000
722	593.425	1942.83	15171.000
723	593.505	1945.10	15205.000
724	593.584	1947.36	15212.000
725	593.664	1949.62	15119.000
726	593.744	1951.89	15173.000
727	593.824	1954.15	15095.000
728	593.903	1956.41	15069.000
729	593.983	1958.68	14999.000
730	594.063	1960.94	14995.000
731	594.143	1963.20	15098.000
732	594.223	1965.46	15086.000
733	594.302	1967.72	15197.000
734	594.382	1969.97	15232.000
735	594.462	1972.23	15240.000
736	594.542	1974.49	15306.000
737	594.622	1976.75	15219.000
738	594.701	1979.00	15074.000
739	594.781	1981.26	14909.000
740	594.861	1983.51	14759.000
741	594.941	1985.77	14469.000
742	595.020	1988.02	14271.000
743	595.100	1990.28	14192.000
744	595.180	1992.53	14098.000
745	595.260	1994.78	14023.000
746	595.340	1997.03	14020.000
747	595.419	1999.28	13929.000
748	595.499	2001.53	13936.000
749	595.579	2003.78	13900.000
750	595.659	2006.03	13748.000
751	595.739	2008.28	13694.000
752	595.818	2010.53	13644.000
753	595.898	2012.77	13619.000
754	595.978	2015.02	13648.000
755	596.058	2017.26	13746.000
756	596.137	2019.51	13733.000
757	596.217	2021.75	13845.000
758	596.297	2024.00	13806.000
759	596.377	2026.24	13805.000
760	596.456	2028.48	13912.000
761	596.536	2030.73	13820.000
762	596.616	2032.97	13846.000
763	596.696	2035.21	13736.000
764	596.776	2037.45	13756.000
765	596.855	2039.69	13744.000
766	596.935	2041.93	13777.000
767	597.015	2044.16	13804.000
768	597.095	2046.40	13827.000
769	597.174	2048.64	14014.000
770	597.254	2050.88	14114.000
771	597.334	2053.11	14225.000
772	597.414	2055.35	14147.000
773	597.493	2057.58	14115.000
774	597.573	2059.82	14079.000
775	597.653	2062.05	14017.000
776	597.733	2064.28	13880.000
777	597.813	2066.51	13886.000
778	597.892	2068.75	13826.000
779	597.972	2070.98	13846.000
780	598.052	2073.21	13937.000
781	598.132	2075.44	13950.000
782	598.211	2077.67	14078.000
783	598.291	2079.89	14251.000
784	598.371	2082.12	14356.000
785	598.451	2084.35	14572.000
786	598.530	2086.58	14700.000
787	598.610	2088.80	14736.000
788	598.690	2091.03	14787.000
789	598.770	2093.25	14806.000
790	598.849	2095.48	14744.000
791	598.929	2097.70	14761.000
792	599.009	2099.92	14648.000
793	599.089	2102.15	14497.000
794	599.168	2104.37	14395.000
795	599.248	2106.59	14315.000
796	599.328	2108.81	14327.000
797	599.408	2111.03	14220.000
798	599.487	2113.25	14185.000
799	599.567	2115.47	14333.000
800	599.647	2117.69	14307.000
801	599.727	2119.90	14454.000
802	599.806	2122.12	14516.000
803	599.886	2124.34	14529.000
804	599.966	2126.55	14665.000
805	600.046	2128.77	14702.000
806	600.125	2130.98	14725.000
807	600.205	2133.20	14720.000
808	600.285	2135.41	14708.000
809	600.365	2137.62	14830.000
810	600.444	2139.84	14839.000
811	600.524	2142.05	14931.000
812	600.604	2144.26	14974.000
813	600.684	2146.47	14925.000
814	600.763	2148.68	14986.000
815	600.843	2150.89	14950.000
816	600.923	2153.10	14848.000
817	601.003	2155.30	14745.000
818	601.082	2157.51	14642.000
819	601.162	2159.72	14645.000
820	601.242	2161.92	14479.000
821	601.322	2164.13	14456.000
822	601.401	2166.33	14345.000
823	601.481	2168.54	14286.000
824	601.561	2170.74	14246.000
825	601.640	2172.94	14154.000
826	601.720	2175.15	14086.000
827	601.800	2177.35	14121.000
828	601.880	2179.55	14056.000
829	601.959	2181.75	13966.000
830	602.039	2183.95	13954.000
831	602.119	2186.15	13787.000
832	602.199	2188.35	13700.000
833	602.278	2190.55	13629.000
834	602.358	2192.74	13527.000
835	602.438	2194.94	13438.000
836	602.518	2197.14	13318.000
837	602.597	2199.33	13174.000
838	602.677	2201.53	13039.000
839	602.757	2203.72	13025.000
840	602.836	2205.92	12822.000
841	602.916	2208.11	12715.000
842	602.996	2210.30	12643.000
843	603.076	2212.50	12606.000
844	603.155	2214.69	12601.000
845	603.235	2216.88	12495.000
846	603.315	2219.07	12418.000
847	603.394	2221.26	12350.000
848	603.474	2223.45	12428.000
849	603.554	2225.64	12396.000
850	603.634	2227.83	12331.000
851	603.713	2230.01	12381.000
852	603.793	2232.20	12350.000
853	603.873	2234.39	12485.000
854	603.952	2236.57	12516.000
855	604.032	2238.76	12413.000
856	604.112	2240.94	12478.000
857	604.192	2243.12	12526.000
858	604.271	2245.31	12523.000
859	604.351	2247.49	12564.000
860	604.431	2249.67	12652.000
861	604.510	2251.85	12628.000
862	604.590	2254.03	12736.000
863	604.670	2256.22	12714.000
864	604.750	2258.39	12626.000
865	604.829	2260.57	12898.000
866	604.909	2262.75	13058.000
867	604.989	2264.93	13104.000
868	605.068	2267.11	13289.000
869	605.148	2269.28	13445.000
870	605.228	2271.46	13578.000
871	605.307	2273.64	13678.000
872	605.387	2275.81	13839.000
873	605.467	2277.99	13966.000
874	605.547	2280.16	14044.000
875	605.626	2282.33	14124.000
876	605.706	2284.50	14142.000
877	605.786	2286.68	14166.000
878	605.865	2288.85	14210.000
