bGennerate:0
capture_settings:{"isBlankCap":"0","laser":"100%","nInteCount":"1","nInteTime":"1000000","nTimeCycle":"100","nTimeSeq":"5","objGlass":"10x / 0.3NA","slit":"50μm","spectra_type":"0-2000cm⁻¹"}
Pixel	Wavelength	RamanShift	Value
192	551.125	649.46	458.000
193	551.205	652.08	490.000
194	551.284	654.70	458.000
195	551.364	657.33	478.000
196	551.444	659.95	478.000
197	551.523	662.57	468.000
198	551.603	665.19	443.000
199	551.683	667.81	451.000
200	551.763	670.43	448.000
201	551.842	673.05	458.000
202	551.922	675.67	461.000
203	552.002	678.28	434.000
204	552.082	680.90	446.000
205	552.161	683.52	414.000
206	552.241	686.13	422.000
207	552.321	688.75	426.000
208	552.401	691.36	428.000
209	552.480	693.97	446.000
210	552.560	696.58	427.000
211	552.640	699.20	422.000
212	552.719	701.81	415.000
213	552.799	704.42	429.000
214	552.879	707.02	422.000
215	552.959	709.63	433.000
216	553.038	712.24	407.000
217	553.118	714.85	406.000
218	553.198	717.45	415.000
219	553.278	720.06	430.000
220	553.357	722.66	416.000
221	553.437	725.27	427.000
222	553.517	727.87	442.000
223	553.597	730.47	444.000
224	553.676	733.08	443.000
225	553.756	735.68	428.000
226	553.836	738.28	418.000
227	553.916	740.88	394.000
228	553.995	743.48	416.000
229	554.075	746.07	437.000
230	554.155	748.67	426.000
231	554.235	751.27	424.000
232	554.314	753.86	442.000
233	554.394	756.46	461.000
234	554.474	759.05	466.000
235	554.554	761.65	445.000
236	554.633	764.24	420.000
237	554.713	766.83	417.000
238	554.793	769.42	445.000
239	554.873	772.02	462.000
240	554.952	774.61	442.000
241	555.032	777.19	439.000
242	555.112	779.78	437.000
243	555.192	782.37	453.000
244	555.272	784.96	473.000
245	555.351	787.55	497.000
246	555.431	790.13	502.000
247	555.511	792.72	489.000
248	555.591	795.30	500.000
249	555.670	797.88	518.000
250	555.750	800.47	520.000
251	555.830	803.05	506.000
252	555.910	805.63	456.000
253	555.989	808.21	452.000
254	556.069	810.79	437.000
255	556.149	813.37	454.000
256	556.229	815.95	452.000
257	556.308	818.53	440.000
258	556.388	821.10	431.000
259	556.468	823.68	408.000
260	556.548	826.26	413.000
261	556.628	828.83	431.000
262	556.707	831.41	431.000
263	556.787	833.98	431.000
264	556.867	836.55	410.000
265	556.947	839.12	399.000
266	557.026	841.70	393.000
267	557.106	844.27	414.000
268	557.186	846.84	429.000
269	557.266	849.41	433.000
270	557.346	851.97	415.000
271	557.425	854.54	395.000
272	557.505	857.11	394.000
273	557.585	859.68	399.000
274	557.665	862.24	413.000
275	557.744	864.81	423.000
276	557.824	867.37	416.000
277	557.904	869.93	399.000
278	557.984	872.50	400.000
279	558.064	875.06	408.000
280	558.143	877.62	406.000
281	558.223	880.18	418.000
282	558.303	882.74	397.000
283	558.383	885.30	403.000
284	558.462	887.86	415.000
285	558.542	890.42	422.000
286	558.622	892.97	425.000
287	558.702	895.53	432.000
288	558.782	898.08	434.000
289	558.861	900.64	443.000
290	558.941	903.19	434.000
291	559.021	905.75	452.000
292	559.101	908.30	467.000
293	559.180	910.85	463.000
294	559.260	913.40	464.000
295	559.340	915.95	478.000
296	559.420	918.50	483.000
297	559.500	921.05	462.000
298	559.579	923.60	458.000
299	559.659	926.15	449.000
300	559.739	928.70	434.000
301	559.819	931.24	443.000
302	559.899	933.79	470.000
303	559.978	936.33	486.000
304	560.058	938.88	480.000
305	560.138	941.42	482.000
306	560.218	943.96	454.000
307	560.298	946.51	464.000
308	560.377	949.05	472.000
309	560.457	951.59	481.000
310	560.537	954.13	443.000
311	560.617	956.67	442.000
312	560.697	959.21	474.000
313	560.776	961.74	483.000
314	560.856	964.28	471.000
315	560.936	966.82	453.000
316	561.016	969.35	456.000
317	561.096	971.89	459.000
318	561.175	974.42	456.000
319	561.255	976.96	505.000
320	561.335	979.49	499.000
321	561.415	982.02	483.000
322	561.495	984.55	458.000
323	561.574	987.08	494.000
324	561.654	989.61	513.000
325	561.734	992.14	532.000
326	561.814	994.67	531.000
327	561.894	997.20	548.000
328	561.973	999.73	530.000
329	562.053	1002.25	505.000
330	562.133	1004.78	479.000
331	562.213	1007.30	489.000
332	562.293	1009.83	503.000
333	562.372	1012.35	491.000
334	562.452	1014.88	484.000
335	562.532	1017.40	478.000
336	562.612	1019.92	518.000
337	562.692	1022.44	523.000
338	562.771	1024.96	516.000
339	562.851	1027.48	513.000
340	562.931	1030.00	509.000
341	563.011	1032.52	515.000
342	563.091	1035.03	540.000
343	563.170	1037.55	554.000
344	563.250	1040.07	541.000
345	563.330	1042.58	523.000
346	563.410	1045.10	525.000
347	563.490	1047.61	549.000
348	563.569	1050.12	560.000
349	563.649	1052.64	568.000
350	563.729	1055.15	550.000
351	563.809	1057.66	565.000
352	563.889	1060.17	573.000
353	563.969	1062.68	583.000
354	564.048	1065.19	596.000
355	564.128	1067.70	597.000
356	564.208	1070.20	585.000
357	564.288	1072.71	574.000
358	564.368	1075.22	592.000
359	564.447	1077.72	596.000
360	564.527	1080.23	597.000
361	564.607	1082.73	615.000
362	564.687	1085.24	629.000
363	564.767	1087.74	630.000
364	564.846	1090.24	600.000
365	564.926	1092.74	590.000
366	565.006	1095.24	588.000
367	565.086	1097.74	618.000
368	565.166	1100.24	622.000
369	565.246	1102.74	573.000
370	565.325	1105.24	581.000
371	565.405	1107.73	569.000
372	565.485	1110.23	624.000
373	565.565	1112.73	596.000
374	565.645	1115.22	566.000
375	565.724	1117.72	565.000
376	565.804	1120.21	551.000
377	565.884	1122.70	557.000
378	565.964	1125.20	566.000
379	566.044	1127.69	554.000
380	566.124	1130.18	527.000
381	566.203	1132.67	507.000
382	566.283	1135.16	514.000
383	566.363	1137.65	530.000
384	566.443	1140.13	524.000
385	566.523	1142.62	504.000
386	566.602	1145.11	496.000
387	566.682	1147.59	512.000
388	566.762	1150.08	512.000
389	566.842	1152.56	524.000
390	566.922	1155.05	515.000
391	567.002	1157.53	517.000
392	567.081	1160.01	535.000
393	567.161	1162.50	563.000
394	567.241	1164.98	599.000
395	567.321	1167.46	608.000
396	567.401	1169.94	614.000
397	567.481	1172.42	620.000
398	567.560	1174.90	595.000
399	567.640	1177.37	600.000
400	567.720	1179.85	570.000
401	567.800	1182.33	550.000
402	567.880	1184.80	526.000
403	567.960	1187.28	487.000
404	568.039	1189.75	467.000
405	568.119	1192.23	454.000
406	568.199	1194.70	444.000
407	568.279	1197.17	451.000
408	568.359	1199.64	452.000
409	568.438	1202.11	457.000
410	568.518	1204.58	454.000
411	568.598	1207.05	468.000
412	568.678	1209.52	503.000
413	568.758	1211.99	558.000
414	568.838	1214.46	575.000
415	568.917	1216.92	557.000
416	568.997	1219.39	517.000
417	569.077	1221.86	457.000
418	569.157	1224.32	444.000
419	569.237	1226.78	448.000
420	569.317	1229.25	433.000
421	569.396	1231.71	444.000
422	569.476	1234.17	425.000
423	569.556	1236.63	427.000
424	569.636	1239.09	404.000
425	569.716	1241.55	405.000
426	569.796	1244.01	398.000
427	569.875	1246.47	441.000
428	569.955	1248.93	429.000
429	570.035	1251.39	439.000
430	570.115	1253.84	427.000
431	570.195	1256.30	406.000
432	570.275	1258.75	395.000
433	570.354	1261.21	409.000
434	570.434	1263.66	401.000
435	570.514	1266.12	426.000
436	570.594	1268.57	447.000
437	570.674	1271.02	412.000
438	570.754	1273.47	424.000
439	570.833	1275.92	441.000
440	570.913	1278.37	460.000
441	570.993	1280.82	486.000
442	571.073	1283.27	473.000
443	571.153	1285.72	492.000
444	571.233	1288.16	529.000
445	571.312	1290.61	568.000
446	571.392	1293.05	602.000
447	571.472	1295.50	559.000
448	571.552	1297.94	534.000
449	571.632	1300.39	501.000
450	571.712	1302.83	471.000
451	571.791	1305.27	463.000
452	571.871	1307.71	461.000
453	571.951	1310.16	448.000
454	572.031	1312.60	422.000
455	572.111	1315.03	423.000
456	572.191	1317.47	426.000
457	572.270	1319.91	437.000
458	572.350	1322.35	448.000
459	572.430	1324.79	443.000
460	572.510	1327.22	434.000
461	572.590	1329.66	452.000
462	572.670	1332.09	473.000
463	572.750	1334.53	523.000
464	572.829	1336.96	527.000
465	572.909	1339.39	496.000
466	572.989	1341.82	494.000
467	573.069	1344.26	493.000
468	573.149	1346.69	499.000
469	573.229	1349.12	523.000
470	573.308	1351.55	564.000
471	573.388	1353.98	546.000
472	573.468	1356.40	586.000
473	573.548	1358.83	696.000
474	573.628	1361.26	730.000
475	573.708	1363.68	768.000
476	573.787	1366.11	730.000
477	573.867	1368.53	694.000
478	573.947	1370.96	640.000
479	574.027	1373.38	621.000
480	574.107	1375.80	605.000
481	574.187	1378.23	593.000
482	574.266	1380.65	563.000
483	574.346	1383.07	580.000
484	574.426	1385.49	591.000
485	574.506	1387.91	619.000
486	574.586	1390.32	624.000
487	574.666	1392.74	615.000
488	574.745	1395.16	580.000
489	574.825	1397.58	538.000
490	574.905	1399.99	501.000
491	574.985	1402.41	495.000
492	575.065	1404.82	494.000
493	575.145	1407.24	491.000
494	575.225	1409.65	468.000
495	575.304	1412.06	447.000
496	575.384	1414.47	454.000
497	575.464	1416.89	448.000
498	575.544	1419.30	463.000
499	575.624	1421.71	463.000
500	575.704	1424.12	452.000
501	575.783	1426.52	462.000
502	575.863	1428.93	484.000
503	575.943	1431.34	500.000
504	576.023	1433.75	521.000
505	576.103	1436.15	500.000
506	576.183	1438.56	513.000
507	576.262	1440.96	510.000
508	576.342	1443.37	518.000
509	576.422	1445.77	526.000
510	576.502	1448.17	515.000
511	576.582	1450.57	503.000
512	576.662	1452.97	482.000
513	576.741	1455.38	471.000
514	576.821	1457.78	483.000
515	576.901	1460.17	488.000
516	576.981	1462.57	507.000
517	577.061	1464.97	519.000
518	577.141	1467.37	499.000
519	577.221	1469.76	504.000
520	577.300	1472.16	503.000
521	577.380	1474.56	518.000
522	577.460	1476.95	534.000
523	577.540	1479.34	543.000
524	577.620	1481.74	543.000
525	577.700	1484.13	560.000
526	577.779	1486.52	560.000
527	577.859	1488.91	544.000
528	577.939	1491.30	539.000
529	578.019	1493.69	525.000
530	578.099	1496.08	477.000
531	578.179	1498.47	454.000
532	578.258	1500.86	441.000
533	578.338	1503.25	462.000
534	578.418	1505.63	458.000
535	578.498	1508.02	480.000
536	578.578	1510.41	445.000
537	578.658	1512.79	448.000
538	578.737	1515.17	435.000
539	578.817	1517.56	478.000
540	578.897	1519.94	466.000
541	578.977	1522.32	467.000
542	579.057	1524.70	439.000
543	579.137	1527.09	422.000
544	579.217	1529.47	433.000
545	579.296	1531.84	459.000
546	579.376	1534.22	465.000
547	579.456	1536.60	447.000
548	579.536	1538.98	446.000
549	579.616	1541.36	428.000
550	579.696	1543.73	439.000
551	579.775	1546.11	474.000
552	579.855	1548.48	459.000
553	579.935	1550.86	436.000
554	580.015	1553.23	432.000
555	580.095	1555.60	431.000
556	580.175	1557.98	431.000
557	580.254	1560.35	454.000
558	580.334	1562.72	454.000
559	580.414	1565.09	444.000
560	580.494	1567.46	448.000
561	580.574	1569.83	470.000
562	580.654	1572.19	491.000
563	580.733	1574.56	509.000
564	580.813	1576.93	496.000
565	580.893	1579.30	538.000
566	580.973	1581.66	552.000
567	581.053	1584.03	618.000
568	581.133	1586.39	674.000
569	581.212	1588.75	700.000
570	581.292	1591.12	701.000
571	581.372	1593.48	655.000
572	581.452	1595.84	578.000
573	581.532	1598.20	546.000
574	581.612	1600.56	535.000
575	581.691	1602.92	566.000
576	581.771	1605.28	607.000
577	581.851	1607.64	741.000
578	581.931	1610.00	893.000
579	582.011	1612.36	1027.000
580	582.091	1614.71	1062.000
581	582.170	1617.07	991.000
582	582.250	1619.42	850.000
583	582.330	1621.78	707.000
584	582.410	1624.13	592.000
585	582.490	1626.48	533.000
586	582.570	1628.84	519.000
587	582.650	1631.19	506.000
588	582.729	1633.54	499.000
589	582.809	1635.89	472.000
590	582.889	1638.24	453.000
591	582.969	1640.59	451.000
592	583.049	1642.94	469.000
593	583.129	1645.29	458.000
594	583.208	1647.64	453.000
595	583.288	1649.98	459.000
596	583.368	1652.33	441.000
597	583.448	1654.67	443.000
598	583.528	1657.02	422.000
599	583.608	1659.36	428.000
600	583.687	1661.71	450.000
601	583.767	1664.05	437.000
602	583.847	1666.39	441.000
603	583.927	1668.73	406.000
604	584.007	1671.07	411.000
605	584.086	1673.41	429.000
606	584.166	1675.75	442.000
607	584.246	1678.09	420.000
608	584.326	1680.43	405.000
609	584.406	1682.77	422.000
610	584.486	1685.11	432.000
611	584.565	1687.44	436.000
612	584.645	1689.78	402.000
613	584.725	1692.11	407.000
614	584.805	1694.45	408.000
615	584.885	1696.78	432.000
616	584.965	1699.12	418.000
617	585.044	1701.45	417.000
618	585.124	1703.78	408.000
619	585.204	1706.11	401.000
620	585.284	1708.44	417.000
621	585.364	1710.77	434.000
622	585.444	1713.10	404.000
623	585.523	1715.43	394.000
624	585.603	1717.76	422.000
625	585.683	1720.09	420.000
626	585.763	1722.41	434.000
627	585.843	1724.74	417.000
628	585.923	1727.06	408.000
629	586.002	1729.39	398.000
630	586.082	1731.71	406.000
631	586.162	1734.04	424.000
632	586.242	1736.36	414.000
633	586.322	1738.68	404.000
634	586.401	1741.00	403.000
635	586.481	1743.32	398.000
636	586.561	1745.65	400.000
637	586.641	1747.97	425.000
638	586.721	1750.28	428.000
639	586.801	1752.60	417.000
640	586.880	1754.92	397.000
641	586.960	1757.24	387.000
642	587.040	1759.55	402.000
643	587.120	1761.87	413.000
644	587.200	1764.19	421.000
645	587.280	1766.50	389.000
646	587.359	1768.81	386.000
647	587.439	1771.13	385.000
648	587.519	1773.44	408.000
649	587.599	1775.75	416.000
650	587.679	1778.06	408.000
651	587.758	1780.37	393.000
652	587.838	1782.68	385.000
653	587.918	1784.99	389.000
654	587.998	1787.30	401.000
655	588.078	1789.61	422.000
656	588.158	1791.92	424.000
657	588.237	1794.23	397.000
658	588.317	1796.53	398.000
659	588.397	1798.84	380.000
660	588.477	1801.14	420.000
661	588.557	1803.45	422.000
662	588.636	1805.75	401.000
663	588.716	1808.06	387.000
664	588.796	1810.36	400.000
665	588.876	1812.66	401.000
666	588.956	1814.96	414.000
667	589.036	1817.26	425.000
668	589.115	1819.56	415.000
669	589.195	1821.86	412.000
670	589.275	1824.16	399.000
671	589.355	1826.46	395.000
672	589.435	1828.76	398.000
673	589.514	1831.05	414.000
674	589.594	1833.35	429.000
675	589.674	1835.64	408.000
676	589.754	1837.94	395.000
677	589.834	1840.23	397.000
678	589.913	1842.53	422.000
679	589.993	1844.82	423.000
680	590.073	1847.11	409.000
681	590.153	1849.40	398.000
682	590.233	1851.70	402.000
683	590.313	1853.99	405.000
684	590.392	1856.28	414.000
685	590.472	1858.57	425.000
686	590.552	1860.85	413.000
687	590.632	1863.14	410.000
688	590.712	1865.43	397.000
689	590.791	1867.72	396.000
690	590.871	1870.00	398.000
691	590.951	1872.29	427.000
692	591.031	1874.57	419.000
693	591.111	1876.86	405.000
694	591.190	1879.14	400.000
695	591.270	1881.42	393.000
696	591.350	1883.71	416.000
697	591.430	1885.99	419.000
698	591.510	1888.27	413.000
699	591.589	1890.55	421.000
700	591.669	1892.83	388.000
701	591.749	1895.11	392.000
702	591.829	1897.39	384.000
703	591.909	1899.67	404.000
704	591.988	1901.94	426.000
705	592.068	1904.22	432.000
706	592.148	1906.50	415.000
707	592.228	1908.77	407.000
708	592.308	1911.05	404.000
709	592.387	1913.32	390.000
710	592.467	1915.59	410.000
711	592.547	1917.87	435.000
712	592.627	1920.14	430.000
713	592.707	1922.41	411.000
714	592.786	1924.68	403.000
715	592.866	1926.95	409.000
716	592.946	1929.22	399.000
717	593.026	1931.49	413.000
718	593.106	1933.76	427.000
719	593.185	1936.03	408.000
720	593.265	1938.30	403.000
721	593.345	1940.56	404.000
722	593.425	1942.83	431.000
723	593.505	1945.10	418.000
724	593.584	1947.36	420.000
725	593.664	1949.62	419.000
726	593.744	1951.89	395.000
727	593.824	1954.15	396.000
728	593.903	1956.41	406.000
729	593.983	1958.68	429.000
730	594.063	1960.94	425.000
731	594.143	1963.20	399.000
732	594.223	1965.46	404.000
733	594.302	1967.72	416.000
734	594.382	1969.97	410.000
735	594.462	1972.23	437.000
736	594.542	1974.49	437.000
737	594.622	1976.75	398.000
738	594.701	1979.00	405.000
739	594.781	1981.26	393.000
740	594.861	1983.51	421.000
741	594.941	1985.77	426.000
742	595.020	1988.02	428.000
743	595.100	1990.28	418.000
744	595.180	1992.53	403.000
745	595.260	1994.78	388.000
746	595.340	1997.03	392.000
747	595.419	1999.28	401.000
748	595.499	2001.53	427.000
749	595.579	2003.78	428.000
750	595.659	2006.03	398.000
751	595.739	2008.28	393.000
752	595.818	2010.53	404.000
753	595.898	2012.77	426.000
754	595.978	2015.02	418.000
755	596.058	2017.26	401.000
756	596.137	2019.51	409.000
757	596.217	2021.75	411.000
758	596.297	2024.00	412.000
759	596.377	2026.24	433.000
760	596.456	2028.48	411.000
761	596.536	2030.73	394.000
762	596.616	2032.97	404.000
763	596.696	2035.21	421.000
764	596.776	2037.45	421.000
765	596.855	2039.69	418.000
766	596.935	2041.93	395.000
767	597.015	2044.16	402.000
768	597.095	2046.40	408.000
769	597.174	2048.64	418.000
770	597.254	2050.88	431.000
771	597.334	2053.11	420.000
772	597.414	2055.35	419.000
773	597.493	2057.58	398.000
774	597.573	2059.82	396.000
775	597.653	2062.05	408.000
776	597.733	2064.28	427.000
777	597.813	2066.51	439.000
778	597.892	2068.75	416.000
779	597.972	2070.98	413.000
780	598.052	2073.21	412.000
781	598.132	2075.44	409.000
782	598.211	2077.67	424.000
783	598.291	2079.89	437.000
784	598.371	2082.12	400.000
785	598.451	2084.35	410.000
786	598.530	2086.58	406.000
787	598.610	2088.80	407.000
788	598.690	2091.03	426.000
789	598.770	2093.25	432.000
790	598.849	2095.48	429.000
791	598.929	2097.70	403.000
792	599.009	2099.92	412.000
793	599.089	2102.15	402.000
794	599.168	2104.37	415.000
795	599.248	2106.59	426.000
796	599.328	2108.81	427.000
797	599.408	2111.03	404.000
798	599.487	2113.25	405.000
799	599.567	2115.47	436.000
800	599.647	2117.69	434.000
801	599.727	2119.90	423.000
802	599.806	2122.12	419.000
803	599.886	2124.34	397.000
804	599.966	2126.55	414.000
805	600.046	2128.77	431.000
806	600.125	2130.98	434.000
807	600.205	2133.20	433.000
808	600.285	2135.41	423.000
809	600.365	2137.62	409.000
810	600.444	2139.84	406.000
811	600.524	2142.05	407.000
812	600.604	2144.26	428.000
813	600.684	2146.47	438.000
814	600.763	2148.68	413.000
815	600.843	2150.89	412.000
816	600.923	2153.10	411.000
817	601.003	2155.30	436.000
818	601.082	2157.51	425.000
819	601.162	2159.72	443.000
820	601.242	2161.92	407.000
821	601.322	2164.13	420.000
822	601.401	2166.33	418.000
823	601.481	2168.54	428.000
824	601.561	2170.74	444.000
825	601.640	2172.94	444.000
826	601.720	2175.15	410.000
827	601.800	2177.35	406.000
828	601.880	2179.55	414.000
829	601.959	2181.75	429.000
830	602.039	2183.95	444.000
831	602.119	2186.15	438.000
832	602.199	2188.35	416.000
833	602.278	2190.55	417.000
834	602.358	2192.74	427.000
835	602.438	2194.94	436.000
836	602.518	2197.14	431.000
837	602.597	2199.33	413.000
838	602.677	2201.53	406.000
839	602.757	2203.72	411.000
840	602.836	2205.92	428.000
841	602.916	2208.11	424.000
842	602.996	2210.30	418.000
843	603.076	2212.50	422.000
844	603.155	2214.69	406.000
845	603.235	2216.88	405.000
846	603.315	2219.07	406.000
847	603.394	2221.26	441.000
848	603.474	2223.45	425.000
849	603.554	2225.64	410.000
850	603.634	2227.83	408.000
851	603.713	2230.01	423.000
852	603.793	2232.20	430.000
853	603.873	2234.39	426.000
854	603.952	2236.57	412.000
855	604.032	2238.76	420.000
856	604.112	2240.94	404.000
857	604.192	2243.12	430.000
858	604.271	2245.31	437.000
859	604.351	2247.49	421.000
860	604.431	2249.67	409.000
861	604.510	2251.85	404.000
862	604.590	2254.03	409.000
863	604.670	2256.22	413.000
864	604.750	2258.39	419.000
865	604.829	2260.57	436.000
866	604.909	2262.75	436.000
867	604.989	2264.93	409.000
868	605.068	2267.11	413.000
869	605.148	2269.28	431.000
870	605.228	2271.46	444.000
871	605.307	2273.64	416.000
872	605.387	2275.81	410.000
873	605.467	2277.99	431.000
874	605.547	2280.16	438.000
875	605.626	2282.33	444.000
876	605.706	2284.50	417.000
877	605.786	2286.68	408.000
878	605.865	2288.85	418.000
879	605.945	2291.02	438.000
880	606.025	2293.19	442.000
881	606.104	2295.36	428.000
882	606.184	2297.53	427.000
883	606.264	2299.70	432.000
884	606.343	2301.86	406.000
885	606.423	2304.03	410.000
886	606.503	2306.20	423.000
887	606.583	2308.36	438.000
888	606.662	2310.53	439.000
889	606.742	2312.69	415.000
890	606.822	2314.86	426.000
891	606.901	2317.02	446.000
892	606.981	2319.18	443.000
893	607.061	2321.35	441.000
894	607.140	2323.51	424.000
895	607.220	2325.67	418.000
896	607.300	2327.83	422.000
897	607.379	2329.99	450.000
898	607.459	2332.15	452.000
899	607.539	2334.31	451.000
900	607.618	2336.47	445.000
901	607.698	2338.63	434.000
902	607.778	2340.78	427.000
903	607.857	2342.94	414.000
904	607.937	2345.10	462.000
905	608.017	2347.25	469.000
906	608.096	2349.41	441.000
907	608.176	2351.56	433.000
908	608.256	2353.71	452.000
909	608.335	2355.87	455.000
910	608.415	2358.02	460.000
911	608.495	2360.17	440.000
912	608.574	2362.32	437.000
913	608.654	2364.47	440.000
914	608.734	2366.62	445.000
915	608.813	2368.77	465.000
916	608.893	2370.92	460.000
917	608.973	2373.07	455.000
918	609.052	2375.22	449.000
919	609.132	2377.36	441.000
920	609.212	2379.51	445.000
921	609.291	2381.66	423.000
922	609.371	2383.80	464.000
923	609.451	2385.95	483.000
924	609.530	2388.09	450.000
925	609.610	2390.24	448.000
926	609.690	2392.38	448.000
927	609.769	2394.52	439.000
928	609.849	2396.66	460.000
929	609.929	2398.80	481.000
930	610.008	2400.95	468.000
931	610.088	2403.09	457.000
932	610.168	2405.23	467.000
933	610.247	2407.36	460.000
934	610.327	2409.50	448.000
935	610.406	2411.64	464.000
936	610.486	2413.78	439.000
