bGennerate:0
capture_settings:{"isBlankCap":"0","laser":"100%","nInteCount":"1","nInteTime":"100000","nTimeCycle":"100","nTimeSeq":"5","objGlass":"10x / 0.3NA","slit":"50μm","spectra_type":"0-2000cm⁻¹"}
Pixel	Wavelength	RamanShift	Value
464	572.829	1336.96	6326.000
465	572.909	1339.39	6031.000
466	572.989	1341.82	5591.000
467	573.069	1344.26	5278.000
468	573.149	1346.69	5303.000
469	573.229	1349.12	5773.000
470	573.308	1351.55	6628.000
471	573.388	1353.98	8209.000
472	573.468	1356.40	10678.000
473	573.548	1358.83	13880.000
474	573.628	1361.26	16890.000
475	573.708	1363.68	18423.000
476	573.787	1366.11	17885.000
477	573.867	1368.53	15489.000
478	573.947	1370.96	12673.000
479	574.027	1373.38	10268.000
480	574.107	1375.80	8724.000
481	574.187	1378.23	7917.000
482	574.266	1380.65	7535.000
483	574.346	1383.07	7641.000
484	574.426	1385.49	8118.000
485	574.506	1387.91	9064.000
486	574.586	1390.32	10170.000
487	574.666	1392.74	11255.000
488	574.745	1395.16	11637.000
489	574.825	1397.58	11146.000
490	574.905	1399.99	9809.000
491	574.985	1402.41	8226.000
492	575.065	1404.82	6965.000
493	575.145	1407.24	6006.000
494	575.225	1409.65	5433.000
495	575.304	1412.06	4951.000
496	575.384	1414.47	4519.000
497	575.464	1416.89	4093.000
498	575.544	1419.30	3690.000
499	575.624	1421.71	3354.000
500	575.704	1424.12	3121.000
501	575.783	1426.52	2980.000
502	575.863	1428.93	2972.000
503	575.943	1431.34	3026.000
504	576.023	1433.75	3160.000
505	576.103	1436.15	3296.000
506	576.183	1438.56	3473.000
507	576.262	1440.96	3564.000
508	576.342	1443.37	3650.000
509	576.422	1445.77	3729.000
510	576.502	1448.17	3772.000
511	576.582	1450.57	3778.000
512	576.662	1452.97	3747.000
513	576.741	1455.38	3733.000
514	576.821	1457.78	3722.000
515	576.901	1460.17	3788.000
516	576.981	1462.57	3870.000
517	577.061	1464.97	4088.000
518	577.141	1467.37	4329.000
519	577.221	1469.76	4546.000
520	577.300	1472.16	4749.000
521	577.380	1474.56	4972.000
522	577.460	1476.95	5307.000
523	577.540	1479.34	5747.000
524	577.620	1481.74	6504.000
525	577.700	1484.13	7353.000
526	577.779	1486.52	7833.000
527	577.859	1488.91	7543.000
528	577.939	1491.30	6602.000
529	578.019	1493.69	5448.000
530	578.099	1496.08	4570.000
531	578.179	1498.47	3907.000
532	578.258	1500.86	3543.000
533	578.338	1503.25	3282.000
534	578.418	1505.63	3202.000
535	578.498	1508.02	3162.000
536	578.578	1510.41	3191.000
537	578.658	1512.79	3242.000
538	578.737	1515.17	3297.000
539	578.817	1517.56	3232.000
540	578.897	1519.94	3151.000
541	578.977	1522.32	3062.000
542	579.057	1524.70	3015.000
543	579.137	1527.09	2939.000
544	579.217	1529.47	2857.000
545	579.296	1531.84	2755.000
546	579.376	1534.22	2753.000
547	579.456	1536.60	2746.000
548	579.536	1538.98	2670.000
549	579.616	1541.36	2650.000
550	579.696	1543.73	2663.000
551	579.775	1546.11	2673.000
552	579.855	1548.48	2639.000
553	579.935	1550.86	2603.000
554	580.015	1553.23	2617.000
555	580.095	1555.60	2641.000
556	580.175	1557.98	2754.000
557	580.254	1560.35	2830.000
558	580.334	1562.72	2979.000
559	580.414	1565.09	3169.000
560	580.494	1567.46	3457.000
561	580.574	1569.83	3717.000
562	580.654	1572.19	3985.000
563	580.733	1574.56	4366.000
564	580.813	1576.93	4859.000
565	580.893	1579.30	5658.000
566	580.973	1581.66	6642.000
567	581.053	1584.03	7908.000
568	581.133	1586.39	9496.000
569	581.212	1588.75	10821.000
570	581.292	1591.12	11267.000
571	581.372	1593.48	10566.000
572	581.452	1595.84	8824.000
573	581.532	1598.20	7127.000
574	581.612	1600.56	6344.000
575	581.691	1602.92	6533.000
576	581.771	1605.28	7886.000
577	581.851	1607.64	10652.000
578	581.931	1610.00	14842.000
579	582.011	1612.36	19947.000
580	582.091	1614.71	24159.000
581	582.170	1617.07	25711.000
582	582.250	1619.42	23094.000
583	582.330	1621.78	17895.000
584	582.410	1624.13	12722.000
585	582.490	1626.48	9301.000
586	582.570	1628.84	7300.000
587	582.650	1631.19	6075.000
588	582.729	1633.54	5119.000
589	582.809	1635.89	4399.000
590	582.889	1638.24	3831.000
591	582.969	1640.59	3383.000
592	583.049	1642.94	3112.000
593	583.129	1645.29	2890.000
594	583.208	1647.64	2779.000
595	583.288	1649.98	2673.000
596	583.368	1652.33	2604.000
597	583.448	1654.67	2556.000
598	583.528	1657.02	2436.000
599	583.608	1659.36	2375.000
600	583.687	1661.71	2242.000
601	583.767	1664.05	2134.000
602	583.847	1666.39	2088.000
603	583.927	1668.73	2044.000
604	584.007	1671.07	1996.000
605	584.086	1673.41	1947.000
606	584.166	1675.75	1875.000
607	584.246	1678.09	1859.000
608	584.326	1680.43	1832.000
609	584.406	1682.77	1798.000
610	584.486	1685.11	1743.000
611	584.565	1687.44	1740.000
612	584.645	1689.78	1702.000
613	584.725	1692.11	1661.000
614	584.805	1694.45	1654.000
615	584.885	1696.78	1635.000
616	584.965	1699.12	1652.000
617	585.044	1701.45	1629.000
618	585.124	1703.78	1631.000
619	585.204	1706.11	1605.000
620	585.284	1708.44	1581.000
621	585.364	1710.77	1551.000
622	585.444	1713.10	1560.000
623	585.523	1715.43	1572.000
624	585.603	1717.76	1527.000
625	585.683	1720.09	1496.000
626	585.763	1722.41	1490.000
627	585.843	1724.74	1458.000
628	585.923	1727.06	1464.000
629	586.002	1729.39	1445.000
630	586.082	1731.71	1437.000
631	586.162	1734.04	1389.000
632	586.242	1736.36	1408.000
633	586.322	1738.68	1431.000
634	586.401	1741.00	1395.000
635	586.481	1743.32	1396.000
636	586.561	1745.65	1412.000
637	586.641	1747.97	1402.000
638	586.721	1750.28	1403.000
639	586.801	1752.60	1396.000
640	586.880	1754.92	1391.000
641	586.960	1757.24	1341.000
642	587.040	1759.55	1341.000
643	587.120	1761.87	1329.000
644	587.200	1764.19	1341.000
645	587.280	1766.50	1350.000
646	587.359	1768.81	1330.000
647	587.439	1771.13	1326.000
648	587.519	1773.44	1324.000
649	587.599	1775.75	1365.000
650	587.679	1778.06	1350.000
651	587.758	1780.37	1345.000
652	587.838	1782.68	1341.000
653	587.918	1784.99	1360.000
654	587.998	1787.30	1397.000
655	588.078	1789.61	1398.000
656	588.158	1791.92	1401.000
657	588.237	1794.23	1411.000
658	588.317	1796.53	1428.000
659	588.397	1798.84	1452.000
660	588.477	1801.14	1472.000
661	588.557	1803.45	1515.000
662	588.636	1805.75	1500.000
663	588.716	1808.06	1502.000
664	588.796	1810.36	1508.000
665	588.876	1812.66	1537.000
666	588.956	1814.96	1524.000
667	589.036	1817.26	1519.000
668	589.115	1819.56	1506.000
669	589.195	1821.86	1508.000
670	589.275	1824.16	1528.000
671	589.355	1826.46	1503.000
672	589.435	1828.76	1510.000
673	589.514	1831.05	1510.000
674	589.594	1833.35	1511.000
675	589.674	1835.64	1515.000
676	589.754	1837.94	1547.000
677	589.834	1840.23	1508.000
678	589.913	1842.53	1483.000
679	589.993	1844.82	1472.000
680	590.073	1847.11	1490.000
681	590.153	1849.40	1484.000
682	590.233	1851.70	1422.000
683	590.313	1853.99	1422.000
684	590.392	1856.28	1408.000
685	590.472	1858.57	1420.000
686	590.552	1860.85	1356.000
687	590.632	1863.14	1378.000
688	590.712	1865.43	1351.000
689	590.791	1867.72	1389.000
690	590.871	1870.00	1338.000
691	590.951	1872.29	1345.000
692	591.031	1874.57	1338.000
693	591.111	1876.86	1301.000
694	591.190	1879.14	1279.000
695	591.270	1881.42	1290.000
696	591.350	1883.71	1300.000
697	591.430	1885.99	1283.000
698	591.510	1888.27	1281.000
699	591.589	1890.55	1254.000
700	591.669	1892.83	1260.000
701	591.749	1895.11	1258.000
702	591.829	1897.39	1289.000
703	591.909	1899.67	1269.000
704	591.988	1901.94	1270.000
705	592.068	1904.22	1266.000
706	592.148	1906.50	1288.000
707	592.228	1908.77	1287.000
708	592.308	1911.05	1278.000
709	592.387	1913.32	1258.000
710	592.467	1915.59	1275.000
711	592.547	1917.87	1271.000
712	592.627	1920.14	1318.000
713	592.707	1922.41	1308.000
714	592.786	1924.68	1285.000
715	592.866	1926.95	1276.000
716	592.946	1929.22	1273.000
717	593.026	1931.49	1291.000
718	593.106	1933.76	1271.000
719	593.185	1936.03	1260.000
720	593.265	1938.30	1253.000
721	593.345	1940.56	1229.000
722	593.425	1942.83	1247.000
723	593.505	1945.10	1247.000
724	593.584	1947.36	1239.000
725	593.664	1949.62	1221.000
726	593.744	1951.89	1207.000
727	593.824	1954.15	1233.000
728	593.903	1956.41	1243.000
729	593.983	1958.68	1245.000
730	594.063	1960.94	1217.000
731	594.143	1963.20	1226.000
732	594.223	1965.46	1268.000
733	594.302	1967.72	1267.000
734	594.382	1969.97	1257.000
735	594.462	1972.23	1261.000
736	594.542	1974.49	1265.000
737	594.622	1976.75	1285.000
738	594.701	1979.00	1275.000
739	594.781	1981.26	1219.000
740	594.861	1983.51	1190.000
741	594.941	1985.77	1190.000
742	595.020	1988.02	1186.000
743	595.100	1990.28	1179.000
744	595.180	1992.53	1166.000
745	595.260	1994.78	1165.000
746	595.340	1997.03	1167.000
747	595.419	1999.28	1145.000
748	595.499	2001.53	1173.000
749	595.579	2003.78	1147.000
750	595.659	2006.03	1168.000
751	595.739	2008.28	1144.000
752	595.818	2010.53	1165.000
753	595.898	2012.77	1137.000
754	595.978	2015.02	1179.000
755	596.058	2017.26	1186.000
756	596.137	2019.51	1183.000
757	596.217	2021.75	1172.000
758	596.297	2024.00	1204.000
759	596.377	2026.24	1180.000
760	596.456	2028.48	1222.000
761	596.536	2030.73	1200.000
762	596.616	2032.97	1188.000
763	596.696	2035.21	1173.000
764	596.776	2037.45	1159.000
765	596.855	2039.69	1155.000
766	596.935	2041.93	1187.000
767	597.015	2044.16	1192.000
768	597.095	2046.40	1194.000
769	597.174	2048.64	1194.000
770	597.254	2050.88	1173.000
771	597.334	2053.11	1182.000
772	597.414	2055.35	1194.000
773	597.493	2057.58	1202.000
774	597.573	2059.82	1201.000
775	597.653	2062.05	1191.000
776	597.733	2064.28	1173.000
777	597.813	2066.51	1165.000
778	597.892	2068.75	1198.000
779	597.972	2070.98	1188.000
780	598.052	2073.21	1199.000
781	598.132	2075.44	1188.000
782	598.211	2077.67	1183.000
783	598.291	2079.89	1168.000
784	598.371	2082.12	1202.000
785	598.451	2084.35	1234.000
786	598.530	2086.58	1242.000
787	598.610	2088.80	1210.000
788	598.690	2091.03	1214.000
789	598.770	2093.25	1222.000
790	598.849	2095.48	1233.000
791	598.929	2097.70	1229.000
792	599.009	2099.92	1197.000
793	599.089	2102.15	1170.000
794	599.168	2104.37	1151.000
795	599.248	2106.59	1148.000
796	599.328	2108.81	1168.000
797	599.408	2111.03	1180.000
798	599.487	2113.25	1166.000
799	599.567	2115.47	1140.000
800	599.647	2117.69	1148.000
801	599.727	2119.90	1160.000
802	599.806	2122.12	1196.000
803	599.886	2124.34	1205.000
804	599.966	2126.55	1207.000
805	600.046	2128.77	1208.000
806	600.125	2130.98	1182.000
807	600.205	2133.20	1190.000
808	600.285	2135.41	1202.000
809	600.365	2137.62	1243.000
810	600.444	2139.84	1239.000
811	600.524	2142.05	1203.000
812	600.604	2144.26	1218.000
813	600.684	2146.47	1196.000
814	600.763	2148.68	1198.000
815	600.843	2150.89	1214.000
816	600.923	2153.10	1229.000
817	601.003	2155.30	1234.000
818	601.082	2157.51	1223.000
819	601.162	2159.72	1199.000
820	601.242	2161.92	1202.000
821	601.322	2164.13	1218.000
822	601.401	2166.33	1216.000
823	601.481	2168.54	1165.000
824	601.561	2170.74	1155.000
825	601.640	2172.94	1137.000
826	601.720	2175.15	1134.000
827	601.800	2177.35	1167.000
828	601.880	2179.55	1153.000
829	601.959	2181.75	1156.000
830	602.039	2183.95	1118.000
831	602.119	2186.15	1107.000
832	602.199	2188.35	1131.000
833	602.278	2190.55	1143.000
834	602.358	2192.74	1142.000
835	602.438	2194.94	1124.000
836	602.518	2197.14	1122.000
837	602.597	2199.33	1099.000
838	602.677	2201.53	1097.000
839	602.757	2203.72	1104.000
840	602.836	2205.92	1101.000
841	602.916	2208.11	1077.000
842	602.996	2210.30	1054.000
843	603.076	2212.50	1031.000
844	603.155	2214.69	1026.000
845	603.235	2216.88	1013.000
846	603.315	2219.07	1041.000
847	603.394	2221.26	1040.000
848	603.474	2223.45	1011.000
849	603.554	2225.64	1002.000
850	603.634	2227.83	1011.000
851	603.713	2230.01	1026.000
852	603.793	2232.20	1030.000
853	603.873	2234.39	1019.000
854	603.952	2236.57	1013.000
855	604.032	2238.76	1013.000
856	604.112	2240.94	1013.000
857	604.192	2243.12	1032.000
858	604.271	2245.31	1037.000
859	604.351	2247.49	1022.000
860	604.431	2249.67	1022.000
861	604.510	2251.85	1007.000
862	604.590	2254.03	1040.000
863	604.670	2256.22	1037.000
864	604.750	2258.39	1036.000
865	604.829	2260.57	1041.000
866	604.909	2262.75	1036.000
867	604.989	2264.93	1048.000
868	605.068	2267.11	1058.000
869	605.148	2269.28	1077.000
870	605.228	2271.46	1085.000
871	605.307	2273.64	1094.000
872	605.387	2275.81	1103.000
873	605.467	2277.99	1099.000
874	605.547	2280.16	1126.000
875	605.626	2282.33	1142.000
876	605.706	2284.50	1128.000
877	605.786	2286.68	1102.000
878	605.865	2288.85	1113.000
