bGennerate:0
capture_settings:{"isBlankCap":"0","laser":"100%","nInteCount":"1","nInteTime":"100000","nTimeCycle":"100","nTimeSeq":"5","objGlass":"10x / 0.3NA","slit":"50μm","spectra_type":"0-2000cm⁻¹"}
Pixel	Wavelength	RamanShift	Value
141	547.060	514.62	848.000
142	547.139	517.29	904.000
143	547.219	519.95	955.000
144	547.299	522.61	1098.000
145	547.378	525.27	1267.000
146	547.458	527.93	1495.000
147	547.538	530.59	1678.000
148	547.617	533.24	1750.000
149	547.697	535.90	1735.000
150	547.777	538.56	1525.000
151	547.857	541.21	1292.000
152	547.936	543.87	1046.000
153	548.016	546.52	890.000
154	548.096	549.18	778.000
155	548.175	551.83	716.000
156	548.255	554.48	696.000
157	548.335	557.13	667.000
158	548.414	559.78	699.000
159	548.494	562.43	655.000
160	548.574	565.08	656.000
161	548.654	567.73	638.000
162	548.733	570.38	627.000
163	548.813	573.02	663.000
164	548.893	575.67	694.000
165	548.972	578.31	689.000
166	549.052	580.96	650.000
167	549.132	583.60	596.000
168	549.212	586.25	563.000
169	549.291	588.89	537.000
170	549.371	591.53	537.000
171	549.451	594.17	530.000
172	549.530	596.81	527.000
173	549.610	599.45	484.000
174	549.690	602.09	469.000
175	549.770	604.73	469.000
176	549.849	607.36	471.000
177	549.929	610.00	493.000
178	550.009	612.63	497.000
179	550.088	615.27	482.000
180	550.168	617.90	487.000
181	550.248	620.54	531.000
182	550.328	623.17	577.000
183	550.407	625.80	593.000
184	550.487	628.43	585.000
185	550.567	631.06	546.000
186	550.646	633.69	513.000
187	550.726	636.32	492.000
188	550.806	638.95	516.000
189	550.886	641.58	500.000
190	550.965	644.20	486.000
191	551.045	646.83	489.000
192	551.125	649.46	509.000
193	551.205	652.08	564.000
194	551.284	654.70	608.000
195	551.364	657.33	649.000
196	551.444	659.95	659.000
197	551.523	662.57	650.000
198	551.603	665.19	608.000
199	551.683	667.81	567.000
200	551.763	670.43	548.000
201	551.842	673.05	531.000
202	551.922	675.67	504.000
203	552.002	678.28	477.000
204	552.082	680.90	489.000
205	552.161	683.52	513.000
206	552.241	686.13	517.000
207	552.321	688.75	512.000
208	552.401	691.36	523.000
209	552.480	693.97	546.000
210	552.560	696.58	582.000
211	552.640	699.20	608.000
212	552.719	701.81	602.000
213	552.799	704.42	578.000
214	552.879	707.02	536.000
215	552.959	709.63	509.000
216	553.038	712.24	527.000
217	553.118	714.85	542.000
218	553.198	717.45	552.000
219	553.278	720.06	596.000
220	553.357	722.66	652.000
221	553.437	725.27	693.000
222	553.517	727.87	749.000
223	553.597	730.47	801.000
224	553.676	733.08	817.000
225	553.756	735.68	755.000
226	553.836	738.28	675.000
227	553.916	740.88	610.000
228	553.995	743.48	590.000
229	554.075	746.07	626.000
230	554.155	748.67	654.000
231	554.235	751.27	704.000
232	554.314	753.86	752.000
233	554.394	756.46	813.000
234	554.474	759.05	855.000
235	554.554	761.65	864.000
236	554.633	764.24	777.000
237	554.713	766.83	724.000
238	554.793	769.42	675.000
239	554.873	772.02	699.000
240	554.952	774.61	734.000
241	555.032	777.19	819.000
242	555.112	779.78	902.000
243	555.192	782.37	1001.000
244	555.272	784.96	1168.000
245	555.351	787.55	1467.000
246	555.431	790.13	1837.000
247	555.511	792.72	2303.000
248	555.591	795.30	2764.000
249	555.670	797.88	3123.000
250	555.750	800.47	3142.000
251	555.830	803.05	2839.000
252	555.910	805.63	2292.000
253	555.989	808.21	1758.000
254	556.069	810.79	1319.000
255	556.149	813.37	1014.000
256	556.229	815.95	872.000
257	556.308	818.53	806.000
258	556.388	821.10	785.000
259	556.468	823.68	788.000
260	556.548	826.26	801.000
261	556.628	828.83	809.000
262	556.707	831.41	802.000
263	556.787	833.98	768.000
264	556.867	836.55	719.000
265	556.947	839.12	670.000
266	557.026	841.70	644.000
267	557.106	844.27	665.000
268	557.186	846.84	661.000
269	557.266	849.41	613.000
270	557.346	851.97	585.000
271	557.425	854.54	558.000
272	557.505	857.11	556.000
273	557.585	859.68	544.000
274	557.665	862.24	504.000
275	557.744	864.81	494.000
276	557.824	867.37	491.000
277	557.904	869.93	519.000
278	557.984	872.50	522.000
279	558.064	875.06	518.000
280	558.143	877.62	521.000
281	558.223	880.18	502.000
282	558.303	882.74	511.000
283	558.383	885.30	518.000
284	558.462	887.86	569.000
285	558.542	890.42	588.000
286	558.622	892.97	599.000
287	558.702	895.53	651.000
288	558.782	898.08	752.000
289	558.861	900.64	854.000
290	558.941	903.19	930.000
291	559.021	905.75	1054.000
292	559.101	908.30	1294.000
293	559.180	910.85	1630.000
294	559.260	913.40	1982.000
295	559.340	915.95	2065.000
296	559.420	918.50	1828.000
297	559.500	921.05	1424.000
298	559.579	923.60	1060.000
299	559.659	926.15	891.000
300	559.739	928.70	842.000
301	559.819	931.24	937.000
302	559.899	933.79	1050.000
303	559.978	936.33	1139.000
304	560.058	938.88	1174.000
305	560.138	941.42	1087.000
306	560.218	943.96	937.000
307	560.298	946.51	809.000
308	560.377	949.05	700.000
309	560.457	951.59	652.000
310	560.537	954.13	620.000
311	560.617	956.67	608.000
312	560.697	959.21	623.000
313	560.776	961.74	640.000
314	560.856	964.28	678.000
315	560.936	966.82	665.000
316	561.016	969.35	664.000
317	561.096	971.89	676.000
318	561.175	974.42	729.000
319	561.255	976.96	805.000
320	561.335	979.49	880.000
321	561.415	982.02	906.000
322	561.495	984.55	891.000
323	561.574	987.08	863.000
324	561.654	989.61	828.000
325	561.734	992.14	815.000
326	561.814	994.67	825.000
327	561.894	997.20	833.000
328	561.973	999.73	813.000
329	562.053	1002.25	733.000
330	562.133	1004.78	660.000
331	562.213	1007.30	596.000
332	562.293	1009.83	563.000
333	562.372	1012.35	557.000
334	562.452	1014.88	533.000
335	562.532	1017.40	517.000
336	562.612	1019.92	517.000
337	562.692	1022.44	523.000
338	562.771	1024.96	551.000
339	562.851	1027.48	561.000
340	562.931	1030.00	522.000
341	563.011	1032.52	515.000
342	563.091	1035.03	526.000
343	563.170	1037.55	530.000
344	563.250	1040.07	520.000
345	563.330	1042.58	499.000
346	563.410	1045.10	493.000
347	563.490	1047.61	501.000
348	563.569	1050.12	524.000
349	563.649	1052.64	528.000
350	563.729	1055.15	528.000
351	563.809	1057.66	509.000
352	563.889	1060.17	506.000
353	563.969	1062.68	513.000
354	564.048	1065.19	515.000
355	564.128	1067.70	544.000
356	564.208	1070.20	548.000
357	564.288	1072.71	556.000
358	564.368	1075.22	536.000
359	564.447	1077.72	522.000
360	564.527	1080.23	542.000
361	564.607	1082.73	548.000
362	564.687	1085.24	553.000
363	564.767	1087.74	539.000
364	564.846	1090.24	529.000
365	564.926	1092.74	537.000
366	565.006	1095.24	542.000
367	565.086	1097.74	576.000
368	565.166	1100.24	581.000
369	565.246	1102.74	555.000
370	565.325	1105.24	559.000
371	565.405	1107.73	569.000
372	565.485	1110.23	603.000
373	565.565	1112.73	618.000
374	565.645	1115.22	635.000
375	565.724	1117.72	626.000
376	565.804	1120.21	621.000
377	565.884	1122.70	644.000
378	565.964	1125.20	666.000
379	566.044	1127.69	692.000
380	566.124	1130.18	672.000
381	566.203	1132.67	685.000
382	566.283	1135.16	699.000
383	566.363	1137.65	745.000
384	566.443	1140.13	788.000
385	566.523	1142.62	803.000
386	566.602	1145.11	813.000
387	566.682	1147.59	852.000
388	566.762	1150.08	929.000
389	566.842	1152.56	1052.000
390	566.922	1155.05	1163.000
391	567.002	1157.53	1343.000
392	567.081	1160.01	1595.000
393	567.161	1162.50	1953.000
394	567.241	1164.98	2406.000
395	567.321	1167.46	2854.000
396	567.401	1169.94	3182.000
397	567.481	1172.42	3251.000
398	567.560	1174.90	3101.000
399	567.640	1177.37	2912.000
400	567.720	1179.85	2703.000
401	567.800	1182.33	2451.000
402	567.880	1184.80	2166.000
403	567.960	1187.28	1871.000
404	568.039	1189.75	1629.000
405	568.119	1192.23	1416.000
406	568.199	1194.70	1242.000
407	568.279	1197.17	1104.000
408	568.359	1199.64	998.000
409	568.438	1202.11	978.000
410	568.518	1204.58	1056.000
411	568.598	1207.05	1248.000
412	568.678	1209.52	1645.000
413	568.758	1211.99	2266.000
414	568.838	1214.46	2999.000
415	568.917	1216.92	3464.000
416	568.997	1219.39	3443.000
417	569.077	1221.86	2736.000
418	569.157	1224.32	1974.000
419	569.237	1226.78	1431.000
420	569.317	1229.25	1104.000
421	569.396	1231.71	909.000
422	569.476	1234.17	805.000
423	569.556	1236.63	763.000
424	569.636	1239.09	701.000
425	569.716	1241.55	657.000
426	569.796	1244.01	667.000
427	569.875	1246.47	685.000
428	569.955	1248.93	654.000
429	570.035	1251.39	632.000
430	570.115	1253.84	637.000
431	570.195	1256.30	655.000
432	570.275	1258.75	677.000
433	570.354	1261.21	705.000
434	570.434	1263.66	716.000
435	570.514	1266.12	727.000
436	570.594	1268.57	765.000
437	570.674	1271.02	831.000
438	570.754	1273.47	902.000
439	570.833	1275.92	999.000
440	570.913	1278.37	1138.000
441	570.993	1280.82	1407.000
442	571.073	1283.27	1781.000
443	571.153	1285.72	2216.000
444	571.233	1288.16	2627.000
445	571.312	1290.61	2809.000
446	571.392	1293.05	2735.000
447	571.472	1295.50	2438.000
448	571.552	1297.94	2080.000
449	571.632	1300.39	1704.000
450	571.712	1302.83	1360.000
451	571.791	1305.27	1175.000
452	571.871	1307.71	1060.000
453	571.951	1310.16	997.000
454	572.031	1312.60	974.000
455	572.111	1315.03	953.000
456	572.191	1317.47	917.000
457	572.270	1319.91	926.000
458	572.350	1322.35	956.000
459	572.430	1324.79	1015.000
460	572.510	1327.22	1173.000
461	572.590	1329.66	1348.000
462	572.670	1332.09	1598.000
463	572.750	1334.53	1771.000
464	572.829	1336.96	1825.000
465	572.909	1339.39	1762.000
466	572.989	1341.82	1647.000
467	573.069	1344.26	1577.000
468	573.149	1346.69	1598.000
469	573.229	1349.12	1733.000
470	573.308	1351.55	1991.000
471	573.388	1353.98	2452.000
472	573.468	1356.40	3108.000
473	573.548	1358.83	4023.000
474	573.628	1361.26	4812.000
475	573.708	1363.68	5189.000
476	573.787	1366.11	5082.000
477	573.867	1368.53	4410.000
478	573.947	1370.96	3690.000
479	574.027	1373.38	3003.000
480	574.107	1375.80	2574.000
481	574.187	1378.23	2338.000
482	574.266	1380.65	2260.000
483	574.346	1383.07	2283.000
484	574.426	1385.49	2505.000
485	574.506	1387.91	2762.000
486	574.586	1390.32	3121.000
487	574.666	1392.74	3410.000
488	574.745	1395.16	3413.000
489	574.825	1397.58	3147.000
490	574.905	1399.99	2746.000
491	574.985	1402.41	2304.000
492	575.065	1404.82	1953.000
493	575.145	1407.24	1717.000
494	575.225	1409.65	1547.000
495	575.304	1412.06	1441.000
496	575.384	1414.47	1306.000
497	575.464	1416.89	1197.000
498	575.544	1419.30	1093.000
499	575.624	1421.71	1009.000
500	575.704	1424.12	942.000
501	575.783	1426.52	919.000
502	575.863	1428.93	914.000
503	575.943	1431.34	949.000
504	576.023	1433.75	983.000
505	576.103	1436.15	1040.000
506	576.183	1438.56	1064.000
507	576.262	1440.96	1098.000
508	576.342	1443.37	1127.000
509	576.422	1445.77	1156.000
510	576.502	1448.17	1160.000
511	576.582	1450.57	1159.000
512	576.662	1452.97	1114.000
513	576.741	1455.38	1103.000
514	576.821	1457.78	1111.000
515	576.901	1460.17	1145.000
516	576.981	1462.57	1235.000
517	577.061	1464.97	1259.000
518	577.141	1467.37	1286.000
519	577.221	1469.76	1372.000
520	577.300	1472.16	1422.000
521	577.380	1474.56	1520.000
522	577.460	1476.95	1578.000
523	577.540	1479.34	1705.000
524	577.620	1481.74	1875.000
525	577.700	1484.13	2125.000
526	577.779	1486.52	2228.000
527	577.859	1488.91	2100.000
528	577.939	1491.30	1829.000
529	578.019	1493.69	1525.000
530	578.099	1496.08	1306.000
531	578.179	1498.47	1156.000
532	578.258	1500.86	1041.000
533	578.338	1503.25	976.000
534	578.418	1505.63	947.000
535	578.498	1508.02	969.000
536	578.578	1510.41	990.000
537	578.658	1512.79	978.000
538	578.737	1515.17	984.000
539	578.817	1517.56	982.000
540	578.897	1519.94	961.000
541	578.977	1522.32	951.000
542	579.057	1524.70	942.000
543	579.137	1527.09	906.000
544	579.217	1529.47	847.000
545	579.296	1531.84	853.000
546	579.376	1534.22	863.000
547	579.456	1536.60	853.000
548	579.536	1538.98	855.000
549	579.616	1541.36	833.000
550	579.696	1543.73	828.000
551	579.775	1546.11	824.000
552	579.855	1548.48	835.000
553	579.935	1550.86	842.000
554	580.015	1553.23	824.000
555	580.095	1555.60	814.000
556	580.175	1557.98	833.000
557	580.254	1560.35	882.000
558	580.334	1562.72	930.000
559	580.414	1565.09	996.000
560	580.494	1567.46	1039.000
561	580.574	1569.83	1115.000
562	580.654	1572.19	1202.000
563	580.733	1574.56	1320.000
564	580.813	1576.93	1472.000
565	580.893	1579.30	1677.000
566	580.973	1581.66	1934.000
567	581.053	1584.03	2270.000
568	581.133	1586.39	2693.000
569	581.212	1588.75	3043.000
570	581.292	1591.12	3130.000
571	581.372	1593.48	2896.000
572	581.452	1595.84	2424.000
573	581.532	1598.20	2004.000
574	581.612	1600.56	1830.000
575	581.691	1602.92	1926.000
576	581.771	1605.28	2320.000
577	581.851	1607.64	3100.000
578	581.931	1610.00	4296.000
579	582.011	1612.36	5703.000
580	582.091	1614.71	6832.000
581	582.170	1617.07	7022.000
582	582.250	1619.42	6086.000
583	582.330	1621.78	4541.000
584	582.410	1624.13	3198.000
585	582.490	1626.48	2374.000
586	582.570	1628.84	1948.000
587	582.650	1631.19	1650.000
588	582.729	1633.54	1416.000
589	582.809	1635.89	1228.000
590	582.889	1638.24	1069.000
591	582.969	1640.59	972.000
592	583.049	1642.94	913.000
593	583.129	1645.29	872.000
594	583.208	1647.64	826.000
595	583.288	1649.98	809.000
596	583.368	1652.33	791.000
597	583.448	1654.67	772.000
598	583.528	1657.02	753.000
599	583.608	1659.36	750.000
600	583.687	1661.71	698.000
601	583.767	1664.05	664.000
602	583.847	1666.39	641.000
603	583.927	1668.73	631.000
604	584.007	1671.07	652.000
605	584.086	1673.41	635.000
606	584.166	1675.75	600.000
607	584.246	1678.09	593.000
608	584.326	1680.43	574.000
609	584.406	1682.77	602.000
610	584.486	1685.11	595.000
611	584.565	1687.44	552.000
612	584.645	1689.78	541.000
613	584.725	1692.11	561.000
614	584.805	1694.45	559.000
615	584.885	1696.78	557.000
616	584.965	1699.12	552.000
617	585.044	1701.45	525.000
618	585.124	1703.78	522.000
619	585.204	1706.11	523.000
620	585.284	1708.44	554.000
621	585.364	1710.77	546.000
622	585.444	1713.10	539.000
623	585.523	1715.43	517.000
624	585.603	1717.76	510.000
625	585.683	1720.09	482.000
626	585.763	1722.41	496.000
627	585.843	1724.74	512.000
628	585.923	1727.06	509.000
629	586.002	1729.39	471.000
630	586.082	1731.71	487.000
631	586.162	1734.04	507.000
632	586.242	1736.36	494.000
633	586.322	1738.68	487.000
634	586.401	1741.00	480.000
635	586.481	1743.32	482.000
636	586.561	1745.65	476.000
637	586.641	1747.97	497.000
638	586.721	1750.28	492.000
639	586.801	1752.60	491.000
640	586.880	1754.92	458.000
641	586.960	1757.24	453.000
642	587.040	1759.55	461.000
643	587.120	1761.87	470.000
644	587.200	1764.19	489.000
645	587.280	1766.50	448.000
646	587.359	1768.81	459.000
647	587.439	1771.13	455.000
648	587.519	1773.44	480.000
649	587.599	1775.75	484.000
650	587.679	1778.06	451.000
651	587.758	1780.37	458.000
652	587.838	1782.68	464.000
653	587.918	1784.99	464.000
654	587.998	1787.30	489.000
655	588.078	1789.61	496.000
656	588.158	1791.92	491.000
657	588.237	1794.23	480.000
658	588.317	1796.53	476.000
659	588.397	1798.84	475.000
660	588.477	1801.14	518.000
661	588.557	1803.45	516.000
662	588.636	1805.75	520.000
663	588.716	1808.06	509.000
664	588.796	1810.36	493.000
665	588.876	1812.66	504.000
666	588.956	1814.96	496.000
667	589.036	1817.26	527.000
668	589.115	1819.56	523.000
669	589.195	1821.86	518.000
670	589.275	1824.16	488.000
671	589.355	1826.46	490.000
672	589.435	1828.76	506.000
673	589.514	1831.05	523.000
674	589.594	1833.35	520.000
675	589.674	1835.64	504.000
676	589.754	1837.94	494.000
677	589.834	1840.23	492.000
678	589.913	1842.53	503.000
679	589.993	1844.82	513.000
680	590.073	1847.11	509.000
681	590.153	1849.40	492.000
682	590.233	1851.70	476.000
683	590.313	1853.99	468.000
684	590.392	1856.28	487.000
685	590.472	1858.57	498.000
686	590.552	1860.85	473.000
687	590.632	1863.14	452.000
688	590.712	1865.43	456.000
689	590.791	1867.72	476.000
690	590.871	1870.00	483.000
691	590.951	1872.29	475.000
692	591.031	1874.57	455.000
693	591.111	1876.86	440.000
694	591.190	1879.14	453.000
695	591.270	1881.42	465.000
696	591.350	1883.71	436.000
697	591.430	1885.99	431.000
698	591.510	1888.27	422.000
699	591.589	1890.55	458.000
700	591.669	1892.83	464.000
701	591.749	1895.11	454.000
702	591.829	1897.39	433.000
703	591.909	1899.67	436.000
704	591.988	1901.94	428.000
705	592.068	1904.22	429.000
706	592.148	1906.50	444.000
707	592.228	1908.77	455.000
708	592.308	1911.05	449.000
709	592.387	1913.32	436.000
710	592.467	1915.59	434.000
711	592.547	1917.87	429.000
712	592.627	1920.14	456.000
713	592.707	1922.41	462.000
714	592.786	1924.68	440.000
715	592.866	1926.95	425.000
716	592.946	1929.22	436.000
717	593.026	1931.49	458.000
718	593.106	1933.76	453.000
719	593.185	1936.03	435.000
720	593.265	1938.30	429.000
721	593.345	1940.56	426.000
722	593.425	1942.83	429.000
723	593.505	1945.10	440.000
724	593.584	1947.36	446.000
725	593.664	1949.62	426.000
726	593.744	1951.89	428.000
727	593.824	1954.15	414.000
728	593.903	1956.41	419.000
729	593.983	1958.68	441.000
730	594.063	1960.94	441.000
731	594.143	1963.20	447.000
732	594.223	1965.46	421.000
733	594.302	1967.72	417.000
734	594.382	1969.97	426.000
735	594.462	1972.23	452.000
736	594.542	1974.49	445.000
737	594.622	1976.75	437.000
738	594.701	1979.00	405.000
739	594.781	1981.26	418.000
740	594.861	1983.51	416.000
741	594.941	1985.77	438.000
742	595.020	1988.02	436.000
743	595.100	1990.28	400.000
744	595.180	1992.53	396.000
745	595.260	1994.78	390.000
746	595.340	1997.03	421.000
747	595.419	1999.28	424.000
748	595.499	2001.53	408.000
749	595.579	2003.78	391.000
750	595.659	2006.03	395.000
751	595.739	2008.28	421.000
752	595.818	2010.53	419.000
753	595.898	2012.77	417.000
754	595.978	2015.02	404.000
755	596.058	2017.26	402.000
756	596.137	2019.51	408.000
757	596.217	2021.75	421.000
758	596.297	2024.00	424.000
759	596.377	2026.24	435.000
760	596.456	2028.48	416.000
761	596.536	2030.73	407.000
762	596.616	2032.97	397.000
763	596.696	2035.21	424.000
764	596.776	2037.45	433.000
765	596.855	2039.69	398.000
766	596.935	2041.93	393.000
767	597.015	2044.16	401.000
768	597.095	2046.40	420.000
769	597.174	2048.64	427.000
770	597.254	2050.88	424.000
771	597.334	2053.11	407.000
772	597.414	2055.35	413.000
773	597.493	2057.58	413.000
774	597.573	2059.82	416.000
775	597.653	2062.05	432.000
776	597.733	2064.28	404.000
777	597.813	2066.51	402.000
778	597.892	2068.75	405.000
779	597.972	2070.98	410.000
780	598.052	2073.21	419.000
781	598.132	2075.44	420.000
782	598.211	2077.67	404.000
783	598.291	2079.89	403.000
784	598.371	2082.12	408.000
785	598.451	2084.35	439.000
786	598.530	2086.58	436.000
787	598.610	2088.80	445.000
788	598.690	2091.03	435.000
789	598.770	2093.25	410.000
790	598.849	2095.48	417.000
791	598.929	2097.70	403.000
792	599.009	2099.92	429.000
793	599.089	2102.15	421.000
794	599.168	2104.37	417.000
795	599.248	2106.59	396.000
796	599.328	2108.81	399.000
797	599.408	2111.03	398.000
798	599.487	2113.25	424.000
799	599.567	2115.47	428.000
800	599.647	2117.69	432.000
801	599.727	2119.90	417.000
802	599.806	2122.12	405.000
803	599.886	2124.34	403.000
804	599.966	2126.55	413.000
805	600.046	2128.77	428.000
806	600.125	2130.98	431.000
807	600.205	2133.20	407.000
808	600.285	2135.41	405.000
809	600.365	2137.62	416.000
810	600.444	2139.84	430.000
811	600.524	2142.05	412.000
812	600.604	2144.26	411.000
813	600.684	2146.47	428.000
814	600.763	2148.68	440.000
815	600.843	2150.89	443.000
816	600.923	2153.10	422.000
817	601.003	2155.30	410.000
818	601.082	2157.51	408.000
819	601.162	2159.72	433.000
820	601.242	2161.92	430.000
821	601.322	2164.13	408.000
822	601.401	2166.33	402.000
823	601.481	2168.54	397.000
824	601.561	2170.74	431.000
825	601.640	2172.94	421.000
826	601.720	2175.15	405.000
827	601.800	2177.35	390.000
828	601.880	2179.55	403.000
829	601.959	2181.75	413.000
830	602.039	2183.95	403.000
831	602.119	2186.15	385.000
832	602.199	2188.35	390.000
833	602.278	2190.55	393.000
834	602.358	2192.74	410.000
835	602.438	2194.94	415.000
836	602.518	2197.14	394.000
837	602.597	2199.33	375.000
838	602.677	2201.53	385.000
839	602.757	2203.72	394.000
840	602.836	2205.92	404.000
841	602.916	2208.11	387.000
842	602.996	2210.30	376.000
843	603.076	2212.50	389.000
844	603.155	2214.69	394.000
845	603.235	2216.88	392.000
846	603.315	2219.07	384.000
847	603.394	2221.26	373.000
848	603.474	2223.45	365.000
849	603.554	2225.64	368.000
850	603.634	2227.83	387.000
851	603.713	2230.01	389.000
852	603.793	2232.20	385.000
853	603.873	2234.39	377.000
854	603.952	2236.57	367.000
855	604.032	2238.76	361.000
856	604.112	2240.94	369.000
857	604.192	2243.12	403.000
858	604.271	2245.31	397.000
859	604.351	2247.49	361.000
860	604.431	2249.67	364.000
861	604.510	2251.85	380.000
862	604.590	2254.03	384.000
863	604.670	2256.22	398.000
864	604.750	2258.39	374.000
865	604.829	2260.57	374.000
866	604.909	2262.75	373.000
867	604.989	2264.93	379.000
868	605.068	2267.11	411.000
869	605.148	2269.28	406.000
870	605.228	2271.46	408.000
871	605.307	2273.64	390.000
872	605.387	2275.81	388.000
873	605.467	2277.99	392.000
874	605.547	2280.16	404.000
875	605.626	2282.33	419.000
876	605.706	2284.50	424.000
877	605.786	2286.68	404.000
878	605.865	2288.85	393.000
879	605.945	2291.02	385.000
880	606.025	2293.19	415.000
881	606.104	2295.36	424.000
882	606.184	2297.53	395.000
883	606.264	2299.70	398.000
884	606.343	2301.86	418.000
885	606.423	2304.03	419.000
886	606.503	2306.20	420.000
887	606.583	2308.36	393.000
888	606.662	2310.53	396.000
889	606.742	2312.69	401.000
890	606.822	2314.86	404.000
891	606.901	2317.02	430.000
892	606.981	2319.18	423.000
893	607.061	2321.35	410.000
894	607.140	2323.51	392.000
895	607.220	2325.67	386.000
896	607.300	2327.83	412.000
897	607.379	2329.99	429.000
898	607.459	2332.15	417.000
899	607.539	2334.31	403.000
900	607.618	2336.47	412.000
901	607.698	2338.63	410.000
902	607.778	2340.78	412.000
903	607.857	2342.94	428.000
904	607.937	2345.10	434.000
905	608.017	2347.25	433.000
906	608.096	2349.41	414.000
907	608.176	2351.56	413.000
908	608.256	2353.71	412.000
909	608.335	2355.87	423.000
910	608.415	2358.02	438.000
911	608.495	2360.17	422.000
912	608.574	2362.32	403.000
913	608.654	2364.47	410.000
914	608.734	2366.62	430.000
915	608.813	2368.77	443.000
916	608.893	2370.92	441.000
917	608.973	2373.07	417.000
918	609.052	2375.22	418.000
919	609.132	2377.36	416.000
920	609.212	2379.51	441.000
